response_id,campaign_id,customer_id,response_date,channel,outcome,converted,conversion_value_thb
CRS00008030,CMP0020,CUS0001966,2025-09-29,Branch,No Response,False,0.0
CRS00008031,CMP0007,CUS0004700,2025-06-03,Outbound Call,Not Interested,False,0.0
CRS00008032,CMP0010,CUS0002484,2025-04-26,Outbound Call,Interested,False,0.0
CRS00008033,CMP0023,CUS0006293,2024-11-29,Branch,No Response,False,0.0
CRS00008034,CMP0018,CUS0005347,2024-09-11,Email,Converted,True,117262.72
CRS00008035,CMP0026,CUS0009701,2025-10-24,Mobile App,No Response,False,0.0
CRS00008036,CMP0005,CUS0005733,2025-08-22,Mobile App,Interested,False,0.0
CRS00008037,CMP0012,CUS0002144,2025-04-10,Branch,Interested,False,0.0
CRS00008038,CMP0025,CUS0009960,2024-12-20,Branch,No Response,False,0.0
CRS00008039,CMP0024,CUS0000175,2024-12-09,LINE OA,No Response,False,0.0
CRS00008040,CMP0023,CUS0005081,2024-02-03,SMS,Interested,False,0.0
CRS00008041,CMP0023,CUS0008782,2024-02-01,Outbound Call,Interested,False,0.0
CRS00008042,CMP0003,CUS0009283,2024-03-31,SMS,Interested,False,0.0
CRS00008043,CMP0015,CUS0001735,2024-07-29,LINE OA,No Response,False,0.0
CRS00008044,CMP0015,CUS0003766,2024-07-03,LINE OA,Converted,True,187808.66
CRS00008045,CMP0004,CUS0005156,2025-01-21,Branch,Converted,True,109359.98
CRS00008046,CMP0015,CUS0008300,2025-01-19,LINE OA,Converted,True,22284.1
CRS00008047,CMP0009,CUS0004590,2024-04-02,SMS,Interested,False,0.0
CRS00008048,CMP0009,CUS0006816,2025-03-31,LINE OA,Interested,False,0.0
CRS00008049,CMP0005,CUS0008810,2025-12-27,Branch,Not Interested,False,0.0
CRS00008050,CMP0027,CUS0007110,2024-05-02,Email,Interested,False,0.0
CRS00008051,CMP0014,CUS0002621,2025-10-29,Mobile App,Interested,False,0.0
CRS00008052,CMP0006,CUS0000739,2025-11-05,Outbound Call,No Response,False,0.0
CRS00008053,CMP0007,CUS0005838,2024-03-04,Email,Not Interested,False,0.0
CRS00008054,CMP0012,CUS0007500,2025-04-08,Mobile App,Interested,False,0.0
CRS00008055,CMP0020,CUS0006623,2024-10-24,SMS,Not Interested,False,0.0
CRS00008056,CMP0028,CUS0005234,2024-06-10,Email,No Response,False,0.0
CRS00008057,CMP0028,CUS0004542,2025-10-12,Outbound Call,No Response,False,0.0
CRS00008058,CMP0006,CUS0002776,2025-05-15,Outbound Call,Interested,False,0.0
CRS00008059,CMP0018,CUS0003751,2025-05-26,LINE OA,Interested,False,0.0
CRS00008060,CMP0009,CUS0001448,2024-08-03,Outbound Call,No Response,False,0.0
CRS00008061,CMP0008,CUS0009968,2025-01-09,Mobile App,No Response,False,0.0
CRS00008062,CMP0019,CUS0007365,2025-08-12,SMS,No Response,False,0.0
CRS00008063,CMP0019,CUS0002766,2026-03-18,SMS,No Response,False,0.0
CRS00008064,CMP0006,CUS0000821,2024-02-03,SMS,No Response,False,0.0
CRS00008065,CMP0029,CUS0006695,2024-01-09,Outbound Call,Interested,False,0.0
CRS00008066,CMP0013,CUS0005363,2024-10-31,Mobile App,Interested,False,0.0
CRS00008067,CMP0006,CUS0000024,2026-03-05,Outbound Call,No Response,False,0.0
CRS00008068,CMP0019,CUS0001726,2026-04-27,SMS,No Response,False,0.0
CRS00008069,CMP0006,CUS0008567,2026-03-16,Email,Interested,False,0.0
CRS00008070,CMP0004,CUS0002484,2024-09-26,Email,No Response,False,0.0
CRS00008071,CMP0027,CUS0001075,2026-01-22,Email,No Response,False,0.0
CRS00008072,CMP0008,CUS0004186,2025-01-13,LINE OA,Converted,True,33125.41
CRS00008073,CMP0027,CUS0000203,2025-04-15,Email,Interested,False,0.0
CRS00008074,CMP0026,CUS0003336,2025-08-28,SMS,Not Interested,False,0.0
CRS00008075,CMP0021,CUS0002118,2024-07-02,Email,Converted,True,183811.57
CRS00008076,CMP0025,CUS0007293,2025-09-15,Email,Not Interested,False,0.0
CRS00008077,CMP0024,CUS0002539,2024-09-06,Email,No Response,False,0.0
CRS00008078,CMP0004,CUS0008592,2024-07-27,LINE OA,Interested,False,0.0
CRS00008079,CMP0030,CUS0002741,2024-03-27,Outbound Call,Opted Out,False,0.0
CRS00008080,CMP0001,CUS0000744,2025-07-23,Mobile App,Converted,True,4039.71
CRS00008081,CMP0006,CUS0009441,2024-10-01,Email,No Response,False,0.0
CRS00008082,CMP0004,CUS0004619,2024-05-18,Outbound Call,Interested,False,0.0
CRS00008083,CMP0003,CUS0002209,2024-02-23,Mobile App,Opted Out,False,0.0
CRS00008084,CMP0004,CUS0001593,2025-05-28,Email,Interested,False,0.0
CRS00008085,CMP0029,CUS0009097,2025-04-05,Outbound Call,No Response,False,0.0
CRS00008086,CMP0001,CUS0004018,2024-07-24,Branch,No Response,False,0.0
CRS00008087,CMP0014,CUS0000440,2026-01-25,Branch,No Response,False,0.0
CRS00008088,CMP0015,CUS0000617,2025-07-17,Mobile App,No Response,False,0.0
CRS00008089,CMP0010,CUS0007193,2025-04-05,Email,No Response,False,0.0
CRS00008090,CMP0022,CUS0008585,2024-11-13,Branch,No Response,False,0.0
CRS00008091,CMP0009,CUS0003447,2025-03-20,Email,Interested,False,0.0
CRS00008092,CMP0001,CUS0001504,2024-10-13,Branch,Interested,False,0.0
CRS00008093,CMP0019,CUS0004949,2025-05-04,Outbound Call,No Response,False,0.0
CRS00008094,CMP0025,CUS0005932,2026-04-09,Branch,No Response,False,0.0
CRS00008095,CMP0027,CUS0003557,2024-03-17,Outbound Call,No Response,False,0.0
CRS00008096,CMP0022,CUS0004755,2025-03-10,Mobile App,No Response,False,0.0
CRS00008097,CMP0005,CUS0000514,2025-08-28,Mobile App,Interested,False,0.0
CRS00008098,CMP0005,CUS0007132,2024-03-24,SMS,Converted,True,47015.4
CRS00008099,CMP0003,CUS0009362,2026-02-21,Email,No Response,False,0.0
CRS00008100,CMP0027,CUS0006353,2025-04-28,LINE OA,No Response,False,0.0
CRS00008101,CMP0014,CUS0002689,2025-05-30,SMS,No Response,False,0.0
CRS00008102,CMP0019,CUS0003521,2025-11-06,Outbound Call,Interested,False,0.0
CRS00008103,CMP0028,CUS0008502,2024-03-11,SMS,Interested,False,0.0
CRS00008104,CMP0017,CUS0007741,2025-08-10,Mobile App,No Response,False,0.0
CRS00008105,CMP0009,CUS0000164,2025-09-24,Mobile App,No Response,False,0.0
CRS00008106,CMP0010,CUS0007326,2024-01-30,LINE OA,Opted Out,False,0.0
CRS00008107,CMP0006,CUS0008793,2024-12-06,Email,Converted,True,172907.35
CRS00008108,CMP0004,CUS0004128,2026-04-04,SMS,No Response,False,0.0
CRS00008109,CMP0007,CUS0006454,2025-11-07,LINE OA,No Response,False,0.0
CRS00008110,CMP0010,CUS0004810,2025-08-11,LINE OA,No Response,False,0.0
CRS00008111,CMP0001,CUS0009846,2024-08-18,Email,No Response,False,0.0
CRS00008112,CMP0019,CUS0008688,2024-11-17,LINE OA,No Response,False,0.0
CRS00008113,CMP0018,CUS0006968,2025-07-17,LINE OA,No Response,False,0.0
CRS00008114,CMP0017,CUS0004001,2024-03-18,Mobile App,No Response,False,0.0
CRS00008115,CMP0024,CUS0004724,2024-09-30,Mobile App,Not Interested,False,0.0
CRS00008116,CMP0022,CUS0001468,2024-10-02,Mobile App,Interested,False,0.0
CRS00008117,CMP0001,CUS0009677,2024-02-10,Mobile App,No Response,False,0.0
CRS00008118,CMP0020,CUS0005258,2024-04-20,Outbound Call,Interested,False,0.0
CRS00008119,CMP0022,CUS0009468,2026-03-29,Mobile App,No Response,False,0.0
CRS00008120,CMP0027,CUS0002052,2025-10-02,Branch,Converted,True,61823.23
CRS00008121,CMP0016,CUS0000200,2025-04-16,Email,Interested,False,0.0
CRS00008122,CMP0030,CUS0005616,2025-07-31,Email,Not Interested,False,0.0
CRS00008123,CMP0007,CUS0001108,2024-03-13,Branch,Not Interested,False,0.0
CRS00008124,CMP0001,CUS0004365,2024-03-17,Email,Not Interested,False,0.0
CRS00008125,CMP0016,CUS0007719,2024-07-26,SMS,Interested,False,0.0
CRS00008126,CMP0023,CUS0001031,2025-01-13,SMS,No Response,False,0.0
CRS00008127,CMP0024,CUS0000283,2024-08-15,Branch,Not Interested,False,0.0
CRS00008128,CMP0017,CUS0000070,2024-01-29,Branch,No Response,False,0.0
CRS00008129,CMP0018,CUS0006893,2025-03-09,Branch,No Response,False,0.0
CRS00008130,CMP0016,CUS0006876,2024-09-14,Branch,Interested,False,0.0
CRS00008131,CMP0020,CUS0000219,2025-03-06,Email,No Response,False,0.0
CRS00008132,CMP0025,CUS0009677,2024-11-01,Mobile App,Not Interested,False,0.0
CRS00008133,CMP0015,CUS0002310,2025-09-21,Outbound Call,Interested,False,0.0
CRS00008134,CMP0030,CUS0009417,2025-09-14,SMS,Interested,False,0.0
CRS00008135,CMP0017,CUS0009971,2024-05-13,Email,No Response,False,0.0
CRS00008136,CMP0011,CUS0009505,2024-09-18,LINE OA,No Response,False,0.0
CRS00008137,CMP0008,CUS0001127,2026-02-09,Email,No Response,False,0.0
CRS00008138,CMP0026,CUS0001086,2024-03-06,LINE OA,Not Interested,False,0.0
CRS00008139,CMP0003,CUS0005019,2024-10-15,Outbound Call,Not Interested,False,0.0
CRS00008140,CMP0016,CUS0001526,2024-01-13,Branch,Interested,False,0.0
CRS00008141,CMP0021,CUS0009317,2025-12-13,Mobile App,No Response,False,0.0
CRS00008142,CMP0011,CUS0004758,2024-10-14,Branch,Not Interested,False,0.0
CRS00008143,CMP0011,CUS0009390,2026-04-06,Mobile App,No Response,False,0.0
CRS00008144,CMP0026,CUS0003513,2025-12-22,LINE OA,No Response,False,0.0
CRS00008145,CMP0017,CUS0004549,2025-04-05,Branch,Not Interested,False,0.0
CRS00008146,CMP0017,CUS0006831,2026-01-31,LINE OA,No Response,False,0.0
CRS00008147,CMP0016,CUS0003578,2024-06-15,LINE OA,Not Interested,False,0.0
CRS00008148,CMP0024,CUS0002297,2024-12-17,Branch,Not Interested,False,0.0
CRS00008149,CMP0024,CUS0003268,2025-11-09,SMS,No Response,False,0.0
CRS00008150,CMP0004,CUS0004488,2026-03-16,LINE OA,Interested,False,0.0
CRS00008151,CMP0005,CUS0003505,2024-10-23,Branch,Not Interested,False,0.0
CRS00008152,CMP0023,CUS0009994,2026-02-05,SMS,Interested,False,0.0
CRS00008153,CMP0026,CUS0005430,2025-03-20,SMS,No Response,False,0.0
CRS00008154,CMP0010,CUS0008304,2025-01-17,LINE OA,Converted,True,16209.96
CRS00008155,CMP0003,CUS0002568,2024-12-20,Email,Interested,False,0.0
CRS00008156,CMP0013,CUS0007712,2024-10-13,LINE OA,Interested,False,0.0
CRS00008157,CMP0020,CUS0002291,2026-01-11,Mobile App,Interested,False,0.0
CRS00008158,CMP0010,CUS0002110,2026-02-23,Mobile App,No Response,False,0.0
CRS00008159,CMP0016,CUS0004026,2024-02-12,Mobile App,Not Interested,False,0.0
CRS00008160,CMP0029,CUS0004311,2025-11-09,SMS,Not Interested,False,0.0
CRS00008161,CMP0026,CUS0009956,2026-01-31,Outbound Call,No Response,False,0.0
CRS00008162,CMP0004,CUS0006464,2026-04-03,Branch,Interested,False,0.0
CRS00008163,CMP0008,CUS0004188,2024-09-09,Mobile App,Interested,False,0.0
CRS00008164,CMP0030,CUS0002507,2024-06-13,Branch,Not Interested,False,0.0
CRS00008165,CMP0016,CUS0000332,2024-12-01,Outbound Call,No Response,False,0.0
CRS00008166,CMP0004,CUS0001217,2024-02-28,Branch,Not Interested,False,0.0
CRS00008167,CMP0014,CUS0002984,2024-02-24,SMS,Interested,False,0.0
CRS00008168,CMP0017,CUS0003727,2024-09-04,Branch,No Response,False,0.0
CRS00008169,CMP0002,CUS0002574,2025-09-08,Email,Not Interested,False,0.0
CRS00008170,CMP0013,CUS0009736,2025-06-03,Mobile App,No Response,False,0.0
CRS00008171,CMP0011,CUS0006755,2024-12-23,Branch,No Response,False,0.0
CRS00008172,CMP0014,CUS0002106,2026-02-18,Outbound Call,Interested,False,0.0
CRS00008173,CMP0003,CUS0002459,2025-02-23,SMS,Not Interested,False,0.0
CRS00008174,CMP0023,CUS0005112,2024-12-25,SMS,No Response,False,0.0
CRS00008175,CMP0028,CUS0007306,2024-04-28,LINE OA,No Response,False,0.0
CRS00008176,CMP0007,CUS0008360,2024-03-17,Branch,Opted Out,False,0.0
CRS00008177,CMP0004,CUS0007776,2025-05-12,Outbound Call,Interested,False,0.0
CRS00008178,CMP0010,CUS0009690,2025-03-23,SMS,Opted Out,False,0.0
CRS00008179,CMP0013,CUS0004440,2024-03-22,Branch,Converted,True,160235.38
CRS00008180,CMP0016,CUS0005900,2024-10-05,SMS,No Response,False,0.0
CRS00008181,CMP0014,CUS0003965,2025-03-14,LINE OA,Interested,False,0.0
CRS00008182,CMP0001,CUS0001408,2025-01-20,Branch,No Response,False,0.0
CRS00008183,CMP0006,CUS0004706,2024-09-03,Outbound Call,No Response,False,0.0
CRS00008184,CMP0002,CUS0002446,2026-01-17,Email,Converted,True,136305.06
CRS00008185,CMP0026,CUS0005247,2026-01-19,Email,Interested,False,0.0
CRS00008186,CMP0014,CUS0007347,2024-02-03,SMS,Interested,False,0.0
CRS00008187,CMP0018,CUS0009051,2024-08-13,Email,Interested,False,0.0
CRS00008188,CMP0005,CUS0008845,2024-06-30,Mobile App,No Response,False,0.0
CRS00008189,CMP0006,CUS0007633,2025-11-24,Outbound Call,No Response,False,0.0
CRS00008190,CMP0017,CUS0005339,2025-02-14,Mobile App,Interested,False,0.0
CRS00008191,CMP0013,CUS0003998,2025-10-08,Branch,No Response,False,0.0
CRS00008192,CMP0022,CUS0006090,2026-03-05,Email,Interested,False,0.0
CRS00008193,CMP0019,CUS0009826,2025-10-04,Outbound Call,No Response,False,0.0
CRS00008194,CMP0020,CUS0008405,2025-10-26,Email,Not Interested,False,0.0
CRS00008195,CMP0030,CUS0002053,2024-11-04,SMS,Not Interested,False,0.0
CRS00008196,CMP0016,CUS0005242,2024-08-22,SMS,Not Interested,False,0.0
CRS00008197,CMP0021,CUS0006346,2024-11-28,Email,No Response,False,0.0
CRS00008198,CMP0008,CUS0007275,2024-03-15,Outbound Call,Interested,False,0.0
CRS00008199,CMP0029,CUS0005280,2025-11-08,SMS,Interested,False,0.0
CRS00008200,CMP0022,CUS0009100,2026-03-28,Branch,No Response,False,0.0
CRS00008201,CMP0003,CUS0008969,2025-07-10,LINE OA,No Response,False,0.0
CRS00008202,CMP0005,CUS0006985,2026-04-18,Outbound Call,No Response,False,0.0
CRS00008203,CMP0014,CUS0008435,2025-03-12,Email,Opted Out,False,0.0
CRS00008204,CMP0021,CUS0000210,2025-06-13,LINE OA,No Response,False,0.0
CRS00008205,CMP0023,CUS0000558,2024-02-24,LINE OA,Not Interested,False,0.0
CRS00008206,CMP0005,CUS0007993,2025-02-14,LINE OA,Not Interested,False,0.0
CRS00008207,CMP0030,CUS0001836,2024-06-08,Email,No Response,False,0.0
CRS00008208,CMP0002,CUS0006320,2025-09-10,Branch,Converted,True,105541.3
CRS00008209,CMP0010,CUS0000252,2024-02-14,SMS,No Response,False,0.0
CRS00008210,CMP0004,CUS0000370,2026-04-15,Outbound Call,Not Interested,False,0.0
CRS00008211,CMP0005,CUS0001948,2026-02-16,Mobile App,Converted,True,49005.88
CRS00008212,CMP0024,CUS0005353,2024-03-04,Branch,Interested,False,0.0
CRS00008213,CMP0023,CUS0007755,2025-09-15,Mobile App,No Response,False,0.0
CRS00008214,CMP0027,CUS0003369,2025-09-07,Mobile App,No Response,False,0.0
CRS00008215,CMP0003,CUS0000168,2024-10-16,Branch,No Response,False,0.0
CRS00008216,CMP0006,CUS0005884,2025-03-22,Mobile App,Interested,False,0.0
CRS00008217,CMP0005,CUS0004745,2024-03-16,Email,Not Interested,False,0.0
CRS00008218,CMP0009,CUS0002601,2025-05-13,Branch,No Response,False,0.0
CRS00008219,CMP0008,CUS0000769,2025-10-09,LINE OA,No Response,False,0.0
CRS00008220,CMP0016,CUS0007856,2024-04-16,Branch,No Response,False,0.0
CRS00008221,CMP0005,CUS0002176,2026-02-03,Email,No Response,False,0.0
CRS00008222,CMP0019,CUS0007569,2026-03-18,Outbound Call,Opted Out,False,0.0
CRS00008223,CMP0024,CUS0005981,2026-04-20,Email,No Response,False,0.0
CRS00008224,CMP0011,CUS0000361,2025-01-31,Email,No Response,False,0.0
CRS00008225,CMP0022,CUS0006972,2025-04-01,Branch,No Response,False,0.0
CRS00008226,CMP0006,CUS0003686,2024-07-06,Branch,No Response,False,0.0
CRS00008227,CMP0003,CUS0008907,2024-12-08,Branch,Not Interested,False,0.0
CRS00008228,CMP0019,CUS0001028,2025-06-30,Email,Not Interested,False,0.0
CRS00008229,CMP0010,CUS0008200,2025-12-20,LINE OA,Not Interested,False,0.0
CRS00008230,CMP0018,CUS0005126,2026-04-17,Email,Not Interested,False,0.0
CRS00008231,CMP0026,CUS0006796,2025-12-31,Outbound Call,Not Interested,False,0.0
CRS00008232,CMP0024,CUS0002254,2024-09-05,Email,No Response,False,0.0
CRS00008233,CMP0004,CUS0001566,2025-08-11,SMS,Interested,False,0.0
CRS00008234,CMP0022,CUS0007893,2026-02-23,Branch,Converted,True,160792.94
CRS00008235,CMP0024,CUS0009385,2025-12-29,Outbound Call,Not Interested,False,0.0
CRS00008236,CMP0021,CUS0007523,2024-10-08,LINE OA,Not Interested,False,0.0
CRS00008237,CMP0017,CUS0005794,2025-11-25,Email,No Response,False,0.0
CRS00008238,CMP0017,CUS0005219,2024-06-28,SMS,No Response,False,0.0
CRS00008239,CMP0023,CUS0001490,2024-11-07,Mobile App,No Response,False,0.0
CRS00008240,CMP0019,CUS0005054,2024-06-18,Outbound Call,Not Interested,False,0.0
CRS00008241,CMP0006,CUS0000393,2024-12-18,Branch,No Response,False,0.0
CRS00008242,CMP0019,CUS0006292,2026-01-22,Branch,No Response,False,0.0
CRS00008243,CMP0016,CUS0002913,2024-05-25,LINE OA,Not Interested,False,0.0
CRS00008244,CMP0014,CUS0003402,2025-02-26,Outbound Call,Converted,True,58659.56
CRS00008245,CMP0016,CUS0005771,2026-03-30,Branch,Interested,False,0.0
CRS00008246,CMP0030,CUS0009316,2025-07-27,Outbound Call,No Response,False,0.0
CRS00008247,CMP0016,CUS0006115,2024-03-03,Mobile App,No Response,False,0.0
CRS00008248,CMP0003,CUS0007208,2025-12-31,Branch,No Response,False,0.0
CRS00008249,CMP0019,CUS0002331,2026-04-11,LINE OA,No Response,False,0.0
CRS00008250,CMP0022,CUS0000249,2024-10-30,Mobile App,Not Interested,False,0.0
CRS00008251,CMP0009,CUS0004662,2025-05-09,Branch,Not Interested,False,0.0
CRS00008252,CMP0001,CUS0001128,2024-04-19,Mobile App,Interested,False,0.0
CRS00008253,CMP0009,CUS0006042,2025-09-16,LINE OA,Interested,False,0.0
CRS00008254,CMP0008,CUS0004333,2025-10-26,LINE OA,No Response,False,0.0
CRS00008255,CMP0016,CUS0003833,2024-01-31,Branch,No Response,False,0.0
CRS00008256,CMP0009,CUS0004582,2025-01-12,SMS,Interested,False,0.0
CRS00008257,CMP0027,CUS0001198,2024-05-01,Mobile App,Interested,False,0.0
CRS00008258,CMP0009,CUS0001106,2024-12-09,LINE OA,Not Interested,False,0.0
CRS00008259,CMP0012,CUS0000228,2024-07-14,Email,Converted,True,84931.83
CRS00008260,CMP0002,CUS0008159,2025-02-08,SMS,Converted,True,132604.71
CRS00008261,CMP0024,CUS0007812,2024-12-24,Branch,Not Interested,False,0.0
CRS00008262,CMP0003,CUS0001415,2025-02-07,Mobile App,No Response,False,0.0
CRS00008263,CMP0014,CUS0004241,2025-11-25,SMS,Interested,False,0.0
CRS00008264,CMP0026,CUS0008518,2024-12-14,SMS,No Response,False,0.0
CRS00008265,CMP0026,CUS0003558,2024-03-10,Branch,Converted,True,116036.57
CRS00008266,CMP0020,CUS0007704,2025-03-25,LINE OA,Not Interested,False,0.0
CRS00008267,CMP0007,CUS0007138,2025-04-04,Mobile App,Converted,True,152686.33
CRS00008268,CMP0012,CUS0000281,2024-12-06,Email,Interested,False,0.0
CRS00008269,CMP0020,CUS0002593,2025-01-23,Outbound Call,Not Interested,False,0.0
CRS00008270,CMP0005,CUS0000223,2025-04-30,LINE OA,No Response,False,0.0
CRS00008271,CMP0026,CUS0003842,2026-04-18,LINE OA,No Response,False,0.0
CRS00008272,CMP0026,CUS0006131,2024-08-11,Email,Interested,False,0.0
CRS00008273,CMP0002,CUS0002036,2026-04-13,SMS,No Response,False,0.0
CRS00008274,CMP0008,CUS0005280,2024-07-26,Outbound Call,No Response,False,0.0
CRS00008275,CMP0009,CUS0005347,2026-04-18,SMS,Not Interested,False,0.0
CRS00008276,CMP0024,CUS0001001,2025-02-14,Outbound Call,No Response,False,0.0
CRS00008277,CMP0024,CUS0009823,2024-10-08,Mobile App,Interested,False,0.0
CRS00008278,CMP0002,CUS0001483,2026-03-21,Email,Opted Out,False,0.0
CRS00008279,CMP0005,CUS0000571,2025-06-06,Branch,Not Interested,False,0.0
CRS00008280,CMP0017,CUS0007448,2025-06-11,SMS,Converted,True,60983.7
CRS00008281,CMP0027,CUS0005806,2024-12-27,Branch,Interested,False,0.0
CRS00008282,CMP0009,CUS0006251,2025-06-21,Email,Not Interested,False,0.0
CRS00008283,CMP0006,CUS0001060,2025-03-29,Mobile App,Converted,True,123408.38
CRS00008284,CMP0022,CUS0005288,2025-09-26,Outbound Call,Converted,True,92809.91
CRS00008285,CMP0026,CUS0009888,2025-04-24,SMS,No Response,False,0.0
CRS00008286,CMP0029,CUS0008309,2024-04-12,SMS,No Response,False,0.0
CRS00008287,CMP0017,CUS0005115,2025-11-24,Email,No Response,False,0.0
CRS00008288,CMP0018,CUS0007197,2025-03-16,Branch,No Response,False,0.0
CRS00008289,CMP0020,CUS0009664,2024-10-27,LINE OA,Not Interested,False,0.0
CRS00008290,CMP0018,CUS0004666,2026-02-05,LINE OA,Not Interested,False,0.0
CRS00008291,CMP0017,CUS0006857,2024-05-23,Email,Not Interested,False,0.0
CRS00008292,CMP0011,CUS0004375,2025-09-02,Email,No Response,False,0.0
CRS00008293,CMP0026,CUS0005249,2024-12-14,Branch,Not Interested,False,0.0
CRS00008294,CMP0030,CUS0000845,2024-02-08,SMS,No Response,False,0.0
CRS00008295,CMP0016,CUS0009773,2026-01-02,SMS,No Response,False,0.0
CRS00008296,CMP0006,CUS0009927,2024-03-04,Outbound Call,Not Interested,False,0.0
CRS00008297,CMP0025,CUS0007977,2025-03-15,LINE OA,Not Interested,False,0.0
CRS00008298,CMP0025,CUS0002256,2024-12-10,Outbound Call,No Response,False,0.0
CRS00008299,CMP0027,CUS0002530,2024-04-18,LINE OA,Interested,False,0.0
CRS00008300,CMP0028,CUS0009061,2026-01-08,Email,Interested,False,0.0
CRS00008301,CMP0009,CUS0002801,2024-12-22,LINE OA,No Response,False,0.0
CRS00008302,CMP0013,CUS0001154,2024-12-09,Outbound Call,Interested,False,0.0
CRS00008303,CMP0030,CUS0001537,2025-07-05,Mobile App,Converted,True,153102.21
CRS00008304,CMP0024,CUS0009931,2025-01-06,Outbound Call,No Response,False,0.0
CRS00008305,CMP0005,CUS0003193,2025-12-19,Branch,No Response,False,0.0
CRS00008306,CMP0015,CUS0005040,2025-05-05,Branch,No Response,False,0.0
CRS00008307,CMP0010,CUS0000134,2025-12-20,Mobile App,No Response,False,0.0
CRS00008308,CMP0015,CUS0000529,2026-02-21,LINE OA,Interested,False,0.0
CRS00008309,CMP0023,CUS0002297,2024-11-25,Outbound Call,Interested,False,0.0
CRS00008310,CMP0011,CUS0004712,2024-12-30,Branch,Not Interested,False,0.0
CRS00008311,CMP0023,CUS0008814,2024-03-11,Mobile App,No Response,False,0.0
CRS00008312,CMP0023,CUS0007264,2024-11-02,Email,Interested,False,0.0
CRS00008313,CMP0028,CUS0004571,2025-07-01,Mobile App,No Response,False,0.0
CRS00008314,CMP0019,CUS0007983,2025-05-13,Email,No Response,False,0.0
CRS00008315,CMP0004,CUS0005680,2024-11-02,Outbound Call,Converted,True,104303.46
CRS00008316,CMP0026,CUS0000798,2024-02-08,LINE OA,Interested,False,0.0
CRS00008317,CMP0026,CUS0000362,2024-04-15,SMS,Opted Out,False,0.0
CRS00008318,CMP0002,CUS0008100,2024-12-02,Outbound Call,Opted Out,False,0.0
CRS00008319,CMP0029,CUS0007600,2025-05-30,Outbound Call,No Response,False,0.0
CRS00008320,CMP0015,CUS0002686,2024-08-29,Email,Not Interested,False,0.0
CRS00008321,CMP0030,CUS0007231,2024-01-10,LINE OA,No Response,False,0.0
CRS00008322,CMP0017,CUS0002288,2024-11-03,SMS,Not Interested,False,0.0
CRS00008323,CMP0021,CUS0004928,2024-05-15,Branch,Not Interested,False,0.0
CRS00008324,CMP0021,CUS0009614,2024-07-28,Branch,Not Interested,False,0.0
CRS00008325,CMP0021,CUS0001884,2025-10-10,SMS,Opted Out,False,0.0
CRS00008326,CMP0026,CUS0009075,2024-10-25,Email,No Response,False,0.0
CRS00008327,CMP0011,CUS0006771,2025-11-27,Outbound Call,Not Interested,False,0.0
CRS00008328,CMP0013,CUS0009786,2026-02-18,Branch,Converted,True,101216.81
CRS00008329,CMP0002,CUS0009142,2025-08-19,Mobile App,Interested,False,0.0
CRS00008330,CMP0015,CUS0001930,2025-07-03,SMS,Interested,False,0.0
CRS00008331,CMP0017,CUS0003065,2024-04-12,Branch,No Response,False,0.0
CRS00008332,CMP0030,CUS0009418,2024-09-11,SMS,Not Interested,False,0.0
CRS00008333,CMP0003,CUS0007788,2025-11-10,SMS,No Response,False,0.0
CRS00008334,CMP0005,CUS0006930,2024-06-08,Email,No Response,False,0.0
CRS00008335,CMP0013,CUS0000893,2025-07-27,Branch,Interested,False,0.0
CRS00008336,CMP0017,CUS0003859,2024-05-20,Outbound Call,No Response,False,0.0
CRS00008337,CMP0004,CUS0007105,2025-06-13,Outbound Call,Converted,True,78255.39
CRS00008338,CMP0012,CUS0000128,2026-03-08,Branch,Not Interested,False,0.0
CRS00008339,CMP0002,CUS0003703,2026-01-04,Branch,Converted,True,137314.74
CRS00008340,CMP0014,CUS0000943,2025-07-22,Branch,Converted,True,101993.2
CRS00008341,CMP0001,CUS0003791,2024-09-02,LINE OA,No Response,False,0.0
CRS00008342,CMP0024,CUS0001481,2025-06-19,Mobile App,No Response,False,0.0
CRS00008343,CMP0007,CUS0005276,2024-03-31,LINE OA,Not Interested,False,0.0
CRS00008344,CMP0022,CUS0007152,2024-10-06,Outbound Call,Interested,False,0.0
CRS00008345,CMP0001,CUS0007974,2025-06-20,Mobile App,Converted,True,29946.54
CRS00008346,CMP0029,CUS0000248,2025-01-11,Outbound Call,Interested,False,0.0
CRS00008347,CMP0019,CUS0005124,2024-01-17,Branch,No Response,False,0.0
CRS00008348,CMP0015,CUS0004443,2024-10-22,Outbound Call,Opted Out,False,0.0
CRS00008349,CMP0005,CUS0007668,2024-02-07,SMS,No Response,False,0.0
CRS00008350,CMP0012,CUS0007510,2024-07-04,SMS,Interested,False,0.0
CRS00008351,CMP0001,CUS0000990,2026-01-01,Email,Not Interested,False,0.0
CRS00008352,CMP0023,CUS0009682,2024-02-01,LINE OA,No Response,False,0.0
CRS00008353,CMP0023,CUS0001295,2025-11-20,Outbound Call,No Response,False,0.0
CRS00008354,CMP0004,CUS0000356,2025-01-08,LINE OA,Interested,False,0.0
CRS00008355,CMP0030,CUS0005544,2024-10-29,Mobile App,Opted Out,False,0.0
CRS00008356,CMP0027,CUS0000723,2024-12-18,Mobile App,Not Interested,False,0.0
CRS00008357,CMP0019,CUS0008236,2024-02-25,Branch,Opted Out,False,0.0
