schedule_id,loan_id,installment_no,due_date,principal_due_thb,interest_due_thb,total_due_thb,paid
LRS00024954,LON0001090,6,2021-11-23,2715.35,1163.72,3879.07,True
LRS00024955,LON0001090,7,2021-12-23,2715.35,1163.72,3879.07,True
LRS00024956,LON0001090,8,2022-01-22,2715.35,1163.72,3879.07,True
LRS00024957,LON0001090,9,2022-02-21,2715.35,1163.72,3879.07,True
LRS00024958,LON0001090,10,2022-03-23,2715.35,1163.72,3879.07,True
LRS00024959,LON0001090,11,2022-04-22,2715.35,1163.72,3879.07,True
LRS00024960,LON0001090,12,2022-05-22,2715.35,1163.72,3879.07,True
LRS00024961,LON0001090,13,2022-06-21,2715.35,1163.72,3879.07,True
LRS00024962,LON0001090,14,2022-07-21,2715.35,1163.72,3879.07,True
LRS00024963,LON0001090,15,2022-08-20,2715.35,1163.72,3879.07,True
LRS00024964,LON0001090,16,2022-09-19,2715.35,1163.72,3879.07,True
LRS00024965,LON0001090,17,2022-10-19,2715.35,1163.72,3879.07,True
LRS00024966,LON0001090,18,2022-11-18,2715.35,1163.72,3879.07,True
LRS00024967,LON0001090,19,2022-12-18,2715.35,1163.72,3879.07,True
LRS00024968,LON0001090,20,2023-01-17,2715.35,1163.72,3879.07,False
LRS00024969,LON0001090,21,2023-02-16,2715.35,1163.72,3879.07,True
LRS00024970,LON0001090,22,2023-03-18,2715.35,1163.72,3879.07,True
LRS00024971,LON0001090,23,2023-04-17,2715.35,1163.72,3879.07,True
LRS00024972,LON0001090,24,2023-05-17,2715.35,1163.72,3879.07,True
LRS00024973,LON0001091,1,2021-11-18,67619.07,28979.6,96598.67,True
LRS00024974,LON0001091,2,2021-12-18,67619.07,28979.6,96598.67,True
LRS00024975,LON0001091,3,2022-01-17,67619.07,28979.6,96598.67,True
LRS00024976,LON0001091,4,2022-02-16,67619.07,28979.6,96598.67,True
LRS00024977,LON0001091,5,2022-03-18,67619.07,28979.6,96598.67,True
LRS00024978,LON0001091,6,2022-04-17,67619.07,28979.6,96598.67,True
LRS00024979,LON0001091,7,2022-05-17,67619.07,28979.6,96598.67,True
LRS00024980,LON0001091,8,2022-06-16,67619.07,28979.6,96598.67,True
LRS00024981,LON0001091,9,2022-07-16,67619.07,28979.6,96598.67,True
LRS00024982,LON0001091,10,2022-08-15,67619.07,28979.6,96598.67,False
LRS00024983,LON0001091,11,2022-09-14,67619.07,28979.6,96598.67,True
LRS00024984,LON0001091,12,2022-10-14,67619.07,28979.6,96598.67,True
LRS00024985,LON0001091,13,2022-11-13,67619.07,28979.6,96598.67,True
LRS00024986,LON0001091,14,2022-12-13,67619.07,28979.6,96598.67,True
LRS00024987,LON0001091,15,2023-01-12,67619.07,28979.6,96598.67,True
LRS00024988,LON0001091,16,2023-02-11,67619.07,28979.6,96598.67,True
LRS00024989,LON0001091,17,2023-03-13,67619.07,28979.6,96598.67,False
LRS00024990,LON0001091,18,2023-04-12,67619.07,28979.6,96598.67,False
LRS00024991,LON0001091,19,2023-05-12,67619.07,28979.6,96598.67,True
LRS00024992,LON0001091,20,2023-06-11,67619.07,28979.6,96598.67,True
LRS00024993,LON0001091,21,2023-07-11,67619.07,28979.6,96598.67,True
LRS00024994,LON0001091,22,2023-08-10,67619.07,28979.6,96598.67,True
LRS00024995,LON0001091,23,2023-09-09,67619.07,28979.6,96598.67,False
LRS00024996,LON0001091,24,2023-10-09,67619.07,28979.6,96598.67,True
LRS00024997,LON0001092,1,2022-07-27,45288.54,19409.38,64697.92,True
LRS00024998,LON0001092,2,2022-08-26,45288.54,19409.38,64697.92,False
LRS00024999,LON0001092,3,2022-09-25,45288.54,19409.38,64697.92,True
LRS00025000,LON0001092,4,2022-10-25,45288.54,19409.38,64697.92,True
LRS00025001,LON0001092,5,2022-11-24,45288.54,19409.38,64697.92,True
LRS00025002,LON0001092,6,2022-12-24,45288.54,19409.38,64697.92,True
LRS00025003,LON0001092,7,2023-01-23,45288.54,19409.38,64697.92,True
LRS00025004,LON0001092,8,2023-02-22,45288.54,19409.38,64697.92,True
LRS00025005,LON0001092,9,2023-03-24,45288.54,19409.38,64697.92,True
LRS00025006,LON0001092,10,2023-04-23,45288.54,19409.38,64697.92,True
LRS00025007,LON0001092,11,2023-05-23,45288.54,19409.38,64697.92,True
LRS00025008,LON0001092,12,2023-06-22,45288.54,19409.38,64697.92,True
LRS00025009,LON0001092,13,2023-07-22,45288.54,19409.38,64697.92,True
LRS00025010,LON0001092,14,2023-08-21,45288.54,19409.38,64697.92,True
LRS00025011,LON0001092,15,2023-09-20,45288.54,19409.38,64697.92,True
LRS00025012,LON0001092,16,2023-10-20,45288.54,19409.38,64697.92,True
LRS00025013,LON0001092,17,2023-11-19,45288.54,19409.38,64697.92,True
LRS00025014,LON0001092,18,2023-12-19,45288.54,19409.38,64697.92,True
LRS00025015,LON0001092,19,2024-01-18,45288.54,19409.38,64697.92,True
LRS00025016,LON0001092,20,2024-02-17,45288.54,19409.38,64697.92,True
LRS00025017,LON0001092,21,2024-03-18,45288.54,19409.38,64697.92,True
LRS00025018,LON0001092,22,2024-04-17,45288.54,19409.38,64697.92,True
LRS00025019,LON0001092,23,2024-05-17,45288.54,19409.38,64697.92,True
LRS00025020,LON0001092,24,2024-06-16,45288.54,19409.38,64697.92,True
LRS00025021,LON0001093,1,2022-04-03,194086.21,83179.8,277266.01,True
LRS00025022,LON0001093,2,2022-05-03,194086.21,83179.8,277266.01,True
LRS00025023,LON0001093,3,2022-06-02,194086.21,83179.8,277266.01,True
LRS00025024,LON0001093,4,2022-07-02,194086.21,83179.8,277266.01,True
LRS00025025,LON0001093,5,2022-08-01,194086.21,83179.8,277266.01,True
LRS00025026,LON0001093,6,2022-08-31,194086.21,83179.8,277266.01,True
LRS00025027,LON0001093,7,2022-09-30,194086.21,83179.8,277266.01,True
LRS00025028,LON0001093,8,2022-10-30,194086.21,83179.8,277266.01,True
LRS00025029,LON0001093,9,2022-11-29,194086.21,83179.8,277266.01,True
LRS00025030,LON0001093,10,2022-12-29,194086.21,83179.8,277266.01,True
LRS00025031,LON0001093,11,2023-01-28,194086.21,83179.8,277266.01,True
LRS00025032,LON0001093,12,2023-02-27,194086.21,83179.8,277266.01,True
LRS00025033,LON0001093,13,2023-03-29,194086.21,83179.8,277266.01,True
LRS00025034,LON0001093,14,2023-04-28,194086.21,83179.8,277266.01,True
LRS00025035,LON0001093,15,2023-05-28,194086.21,83179.8,277266.01,True
LRS00025036,LON0001093,16,2023-06-27,194086.21,83179.8,277266.01,True
LRS00025037,LON0001093,17,2023-07-27,194086.21,83179.8,277266.01,True
LRS00025038,LON0001093,18,2023-08-26,194086.21,83179.8,277266.01,True
LRS00025039,LON0001093,19,2023-09-25,194086.21,83179.8,277266.01,True
LRS00025040,LON0001093,20,2023-10-25,194086.21,83179.8,277266.01,True
LRS00025041,LON0001093,21,2023-11-24,194086.21,83179.8,277266.01,True
LRS00025042,LON0001093,22,2023-12-24,194086.21,83179.8,277266.01,True
LRS00025043,LON0001093,23,2024-01-23,194086.21,83179.8,277266.01,True
LRS00025044,LON0001093,24,2024-02-22,194086.21,83179.8,277266.01,False
LRS00025045,LON0001094,1,2022-06-20,2936.58,1258.54,4195.12,True
LRS00025046,LON0001094,2,2022-07-20,2936.58,1258.54,4195.12,True
LRS00025047,LON0001094,3,2022-08-19,2936.58,1258.54,4195.12,True
LRS00025048,LON0001094,4,2022-09-18,2936.58,1258.54,4195.12,True
LRS00025049,LON0001094,5,2022-10-18,2936.58,1258.54,4195.12,True
LRS00025050,LON0001094,6,2022-11-17,2936.58,1258.54,4195.12,True
LRS00025051,LON0001094,7,2022-12-17,2936.58,1258.54,4195.12,True
LRS00025052,LON0001094,8,2023-01-16,2936.58,1258.54,4195.12,True
LRS00025053,LON0001094,9,2023-02-15,2936.58,1258.54,4195.12,False
LRS00025054,LON0001094,10,2023-03-17,2936.58,1258.54,4195.12,True
LRS00025055,LON0001094,11,2023-04-16,2936.58,1258.54,4195.12,True
LRS00025056,LON0001094,12,2023-05-16,2936.58,1258.54,4195.12,True
LRS00025057,LON0001094,13,2023-06-15,2936.58,1258.54,4195.12,False
LRS00025058,LON0001094,14,2023-07-15,2936.58,1258.54,4195.12,True
LRS00025059,LON0001094,15,2023-08-14,2936.58,1258.54,4195.12,True
LRS00025060,LON0001094,16,2023-09-13,2936.58,1258.54,4195.12,True
LRS00025061,LON0001094,17,2023-10-13,2936.58,1258.54,4195.12,True
LRS00025062,LON0001094,18,2023-11-12,2936.58,1258.54,4195.12,True
LRS00025063,LON0001094,19,2023-12-12,2936.58,1258.54,4195.12,False
LRS00025064,LON0001094,20,2024-01-11,2936.58,1258.54,4195.12,True
LRS00025065,LON0001094,21,2024-02-10,2936.58,1258.54,4195.12,True
LRS00025066,LON0001094,22,2024-03-11,2936.58,1258.54,4195.12,True
LRS00025067,LON0001094,23,2024-04-10,2936.58,1258.54,4195.12,True
LRS00025068,LON0001094,24,2024-05-10,2936.58,1258.54,4195.12,True
LRS00025069,LON0001095,1,2023-11-01,23209.24,9946.82,33156.05,True
LRS00025070,LON0001095,2,2023-12-01,23209.24,9946.82,33156.05,True
LRS00025071,LON0001095,3,2023-12-31,23209.24,9946.82,33156.05,True
LRS00025072,LON0001095,4,2024-01-30,23209.24,9946.82,33156.05,True
LRS00025073,LON0001095,5,2024-02-29,23209.24,9946.82,33156.05,True
LRS00025074,LON0001095,6,2024-03-30,23209.24,9946.82,33156.05,True
LRS00025075,LON0001095,7,2024-04-29,23209.24,9946.82,33156.05,True
LRS00025076,LON0001095,8,2024-05-29,23209.24,9946.82,33156.05,True
LRS00025077,LON0001095,9,2024-06-28,23209.24,9946.82,33156.05,True
LRS00025078,LON0001095,10,2024-07-28,23209.24,9946.82,33156.05,True
LRS00025079,LON0001095,11,2024-08-27,23209.24,9946.82,33156.05,True
LRS00025080,LON0001095,12,2024-09-26,23209.24,9946.82,33156.05,True
LRS00025081,LON0001095,13,2024-10-26,23209.24,9946.82,33156.05,True
LRS00025082,LON0001095,14,2024-11-25,23209.24,9946.82,33156.05,True
LRS00025083,LON0001095,15,2024-12-25,23209.24,9946.82,33156.05,True
LRS00025084,LON0001095,16,2025-01-24,23209.24,9946.82,33156.05,True
LRS00025085,LON0001095,17,2025-02-23,23209.24,9946.82,33156.05,True
LRS00025086,LON0001095,18,2025-03-25,23209.24,9946.82,33156.05,True
LRS00025087,LON0001095,19,2025-04-24,23209.24,9946.82,33156.05,True
LRS00025088,LON0001095,20,2025-05-24,23209.24,9946.82,33156.05,True
LRS00025089,LON0001095,21,2025-06-23,23209.24,9946.82,33156.05,True
LRS00025090,LON0001095,22,2025-07-23,23209.24,9946.82,33156.05,True
LRS00025091,LON0001095,23,2025-08-22,23209.24,9946.82,33156.05,True
LRS00025092,LON0001095,24,2025-09-21,23209.24,9946.82,33156.05,True
LRS00025093,LON0001096,1,2025-09-12,136573.8,58531.63,195105.43,True
LRS00025094,LON0001096,2,2025-10-12,136573.8,58531.63,195105.43,False
LRS00025095,LON0001096,3,2025-11-11,136573.8,58531.63,195105.43,False
LRS00025096,LON0001096,4,2025-12-11,136573.8,58531.63,195105.43,True
LRS00025097,LON0001096,5,2026-01-10,136573.8,58531.63,195105.43,True
LRS00025098,LON0001096,6,2026-02-09,136573.8,58531.63,195105.43,True
LRS00025099,LON0001096,7,2026-03-11,136573.8,58531.63,195105.43,True
LRS00025100,LON0001096,8,2026-04-10,136573.8,58531.63,195105.43,True
LRS00025101,LON0001096,9,2026-05-10,136573.8,58531.63,195105.43,False
LRS00025102,LON0001096,10,2026-06-09,136573.8,58531.63,195105.43,False
LRS00025103,LON0001096,11,2026-07-09,136573.8,58531.63,195105.43,False
LRS00025104,LON0001096,12,2026-08-08,136573.8,58531.63,195105.43,False
LRS00025105,LON0001096,13,2026-09-07,136573.8,58531.63,195105.43,False
LRS00025106,LON0001096,14,2026-10-07,136573.8,58531.63,195105.43,False
LRS00025107,LON0001096,15,2026-11-06,136573.8,58531.63,195105.43,False
LRS00025108,LON0001096,16,2026-12-06,136573.8,58531.63,195105.43,False
LRS00025109,LON0001096,17,2027-01-05,136573.8,58531.63,195105.43,False
LRS00025110,LON0001096,18,2027-02-04,136573.8,58531.63,195105.43,False
LRS00025111,LON0001096,19,2027-03-06,136573.8,58531.63,195105.43,False
LRS00025112,LON0001096,20,2027-04-05,136573.8,58531.63,195105.43,False
LRS00025113,LON0001096,21,2027-05-05,136573.8,58531.63,195105.43,False
LRS00025114,LON0001096,22,2027-06-04,136573.8,58531.63,195105.43,False
LRS00025115,LON0001096,23,2027-07-04,136573.8,58531.63,195105.43,False
LRS00025116,LON0001096,24,2027-08-03,136573.8,58531.63,195105.43,False
LRS00025117,LON0001097,1,2024-09-30,22209.54,9518.37,31727.91,True
LRS00025118,LON0001097,2,2024-10-30,22209.54,9518.37,31727.91,True
LRS00025119,LON0001097,3,2024-11-29,22209.54,9518.37,31727.91,True
LRS00025120,LON0001097,4,2024-12-29,22209.54,9518.37,31727.91,True
LRS00025121,LON0001097,5,2025-01-28,22209.54,9518.37,31727.91,True
LRS00025122,LON0001097,6,2025-02-27,22209.54,9518.37,31727.91,True
LRS00025123,LON0001097,7,2025-03-29,22209.54,9518.37,31727.91,True
LRS00025124,LON0001097,8,2025-04-28,22209.54,9518.37,31727.91,True
LRS00025125,LON0001097,9,2025-05-28,22209.54,9518.37,31727.91,True
LRS00025126,LON0001097,10,2025-06-27,22209.54,9518.37,31727.91,True
LRS00025127,LON0001097,11,2025-07-27,22209.54,9518.37,31727.91,True
LRS00025128,LON0001097,12,2025-08-26,22209.54,9518.37,31727.91,True
LRS00025129,LON0001097,13,2025-09-25,22209.54,9518.37,31727.91,True
LRS00025130,LON0001097,14,2025-10-25,22209.54,9518.37,31727.91,True
LRS00025131,LON0001097,15,2025-11-24,22209.54,9518.37,31727.91,True
LRS00025132,LON0001097,16,2025-12-24,22209.54,9518.37,31727.91,True
LRS00025133,LON0001097,17,2026-01-23,22209.54,9518.37,31727.91,True
LRS00025134,LON0001097,18,2026-02-22,22209.54,9518.37,31727.91,True
LRS00025135,LON0001097,19,2026-03-24,22209.54,9518.37,31727.91,True
LRS00025136,LON0001097,20,2026-04-23,22209.54,9518.37,31727.91,True
LRS00025137,LON0001097,21,2026-05-23,22209.54,9518.37,31727.91,False
LRS00025138,LON0001097,22,2026-06-22,22209.54,9518.37,31727.91,False
LRS00025139,LON0001097,23,2026-07-22,22209.54,9518.37,31727.91,False
LRS00025140,LON0001097,24,2026-08-21,22209.54,9518.37,31727.91,False
LRS00025141,LON0001098,1,2025-07-27,9730.1,4170.05,13900.15,True
LRS00025142,LON0001098,2,2025-08-26,9730.1,4170.05,13900.15,True
LRS00025143,LON0001098,3,2025-09-25,9730.1,4170.05,13900.15,True
LRS00025144,LON0001098,4,2025-10-25,9730.1,4170.05,13900.15,True
LRS00025145,LON0001098,5,2025-11-24,9730.1,4170.05,13900.15,True
LRS00025146,LON0001098,6,2025-12-24,9730.1,4170.05,13900.15,True
LRS00025147,LON0001098,7,2026-01-23,9730.1,4170.05,13900.15,True
LRS00025148,LON0001098,8,2026-02-22,9730.1,4170.05,13900.15,True
LRS00025149,LON0001098,9,2026-03-24,9730.1,4170.05,13900.15,True
LRS00025150,LON0001098,10,2026-04-23,9730.1,4170.05,13900.15,True
LRS00025151,LON0001098,11,2026-05-23,9730.1,4170.05,13900.15,False
LRS00025152,LON0001098,12,2026-06-22,9730.1,4170.05,13900.15,False
LRS00025153,LON0001098,13,2026-07-22,9730.1,4170.05,13900.15,False
LRS00025154,LON0001098,14,2026-08-21,9730.1,4170.05,13900.15,False
LRS00025155,LON0001098,15,2026-09-20,9730.1,4170.05,13900.15,False
LRS00025156,LON0001098,16,2026-10-20,9730.1,4170.05,13900.15,False
LRS00025157,LON0001098,17,2026-11-19,9730.1,4170.05,13900.15,False
LRS00025158,LON0001098,18,2026-12-19,9730.1,4170.05,13900.15,False
LRS00025159,LON0001098,19,2027-01-18,9730.1,4170.05,13900.15,False
LRS00025160,LON0001098,20,2027-02-17,9730.1,4170.05,13900.15,False
LRS00025161,LON0001098,21,2027-03-19,9730.1,4170.05,13900.15,False
LRS00025162,LON0001098,22,2027-04-18,9730.1,4170.05,13900.15,False
LRS00025163,LON0001098,23,2027-05-18,9730.1,4170.05,13900.15,False
LRS00025164,LON0001098,24,2027-06-17,9730.1,4170.05,13900.15,False
LRS00025165,LON0001099,1,2022-10-18,10361.58,4440.68,14802.26,True
LRS00025166,LON0001099,2,2022-11-17,10361.58,4440.68,14802.26,True
LRS00025167,LON0001099,3,2022-12-17,10361.58,4440.68,14802.26,True
LRS00025168,LON0001099,4,2023-01-16,10361.58,4440.68,14802.26,True
LRS00025169,LON0001099,5,2023-02-15,10361.58,4440.68,14802.26,True
LRS00025170,LON0001099,6,2023-03-17,10361.58,4440.68,14802.26,True
LRS00025171,LON0001099,7,2023-04-16,10361.58,4440.68,14802.26,True
LRS00025172,LON0001099,8,2023-05-16,10361.58,4440.68,14802.26,True
LRS00025173,LON0001099,9,2023-06-15,10361.58,4440.68,14802.26,True
LRS00025174,LON0001099,10,2023-07-15,10361.58,4440.68,14802.26,True
LRS00025175,LON0001099,11,2023-08-14,10361.58,4440.68,14802.26,True
LRS00025176,LON0001099,12,2023-09-13,10361.58,4440.68,14802.26,True
LRS00025177,LON0001099,13,2023-10-13,10361.58,4440.68,14802.26,True
LRS00025178,LON0001099,14,2023-11-12,10361.58,4440.68,14802.26,True
LRS00025179,LON0001099,15,2023-12-12,10361.58,4440.68,14802.26,True
LRS00025180,LON0001099,16,2024-01-11,10361.58,4440.68,14802.26,True
LRS00025181,LON0001099,17,2024-02-10,10361.58,4440.68,14802.26,True
LRS00025182,LON0001099,18,2024-03-11,10361.58,4440.68,14802.26,True
LRS00025183,LON0001099,19,2024-04-10,10361.58,4440.68,14802.26,True
LRS00025184,LON0001099,20,2024-05-10,10361.58,4440.68,14802.26,True
LRS00025185,LON0001099,21,2024-06-09,10361.58,4440.68,14802.26,True
LRS00025186,LON0001099,22,2024-07-09,10361.58,4440.68,14802.26,True
LRS00025187,LON0001099,23,2024-08-08,10361.58,4440.68,14802.26,True
LRS00025188,LON0001099,24,2024-09-07,10361.58,4440.68,14802.26,True
LRS00025189,LON0001100,1,2024-05-23,180579.45,77391.19,257970.65,True
LRS00025190,LON0001100,2,2024-06-22,180579.45,77391.19,257970.65,True
LRS00025191,LON0001100,3,2024-07-22,180579.45,77391.19,257970.65,True
LRS00025192,LON0001100,4,2024-08-21,180579.45,77391.19,257970.65,True
LRS00025193,LON0001100,5,2024-09-20,180579.45,77391.19,257970.65,True
LRS00025194,LON0001100,6,2024-10-20,180579.45,77391.19,257970.65,True
LRS00025195,LON0001100,7,2024-11-19,180579.45,77391.19,257970.65,True
LRS00025196,LON0001100,8,2024-12-19,180579.45,77391.19,257970.65,True
LRS00025197,LON0001100,9,2025-01-18,180579.45,77391.19,257970.65,True
LRS00025198,LON0001100,10,2025-02-17,180579.45,77391.19,257970.65,False
LRS00025199,LON0001100,11,2025-03-19,180579.45,77391.19,257970.65,True
LRS00025200,LON0001100,12,2025-04-18,180579.45,77391.19,257970.65,True
LRS00025201,LON0001100,13,2025-05-18,180579.45,77391.19,257970.65,True
LRS00025202,LON0001100,14,2025-06-17,180579.45,77391.19,257970.65,True
LRS00025203,LON0001100,15,2025-07-17,180579.45,77391.19,257970.65,True
LRS00025204,LON0001100,16,2025-08-16,180579.45,77391.19,257970.65,True
LRS00025205,LON0001100,17,2025-09-15,180579.45,77391.19,257970.65,True
LRS00025206,LON0001100,18,2025-10-15,180579.45,77391.19,257970.65,True
LRS00025207,LON0001100,19,2025-11-14,180579.45,77391.19,257970.65,True
LRS00025208,LON0001100,20,2025-12-14,180579.45,77391.19,257970.65,True
LRS00025209,LON0001100,21,2026-01-13,180579.45,77391.19,257970.65,True
LRS00025210,LON0001100,22,2026-02-12,180579.45,77391.19,257970.65,True
LRS00025211,LON0001100,23,2026-03-14,180579.45,77391.19,257970.65,True
LRS00025212,LON0001100,24,2026-04-13,180579.45,77391.19,257970.65,True
LRS00025213,LON0001101,1,2024-09-29,32980.0,14134.28,47114.28,True
LRS00025214,LON0001101,2,2024-10-29,32980.0,14134.28,47114.28,True
LRS00025215,LON0001101,3,2024-11-28,32980.0,14134.28,47114.28,True
LRS00025216,LON0001101,4,2024-12-28,32980.0,14134.28,47114.28,False
LRS00025217,LON0001101,5,2025-01-27,32980.0,14134.28,47114.28,False
LRS00025218,LON0001101,6,2025-02-26,32980.0,14134.28,47114.28,True
LRS00025219,LON0001101,7,2025-03-28,32980.0,14134.28,47114.28,True
LRS00025220,LON0001101,8,2025-04-27,32980.0,14134.28,47114.28,True
LRS00025221,LON0001101,9,2025-05-27,32980.0,14134.28,47114.28,True
LRS00025222,LON0001101,10,2025-06-26,32980.0,14134.28,47114.28,True
LRS00025223,LON0001101,11,2025-07-26,32980.0,14134.28,47114.28,True
LRS00025224,LON0001101,12,2025-08-25,32980.0,14134.28,47114.28,True
LRS00025225,LON0001101,13,2025-09-24,32980.0,14134.28,47114.28,True
LRS00025226,LON0001101,14,2025-10-24,32980.0,14134.28,47114.28,True
LRS00025227,LON0001101,15,2025-11-23,32980.0,14134.28,47114.28,True
LRS00025228,LON0001101,16,2025-12-23,32980.0,14134.28,47114.28,True
LRS00025229,LON0001101,17,2026-01-22,32980.0,14134.28,47114.28,True
LRS00025230,LON0001101,18,2026-02-21,32980.0,14134.28,47114.28,True
LRS00025231,LON0001101,19,2026-03-23,32980.0,14134.28,47114.28,True
LRS00025232,LON0001101,20,2026-04-22,32980.0,14134.28,47114.28,True
LRS00025233,LON0001101,21,2026-05-22,32980.0,14134.28,47114.28,False
LRS00025234,LON0001101,22,2026-06-21,32980.0,14134.28,47114.28,False
LRS00025235,LON0001101,23,2026-07-21,32980.0,14134.28,47114.28,False
LRS00025236,LON0001101,24,2026-08-20,32980.0,14134.28,47114.28,False
LRS00025237,LON0001102,1,2023-11-01,33908.22,14532.1,48440.32,True
LRS00025238,LON0001102,2,2023-12-01,33908.22,14532.1,48440.32,True
LRS00025239,LON0001102,3,2023-12-31,33908.22,14532.1,48440.32,True
LRS00025240,LON0001102,4,2024-01-30,33908.22,14532.1,48440.32,False
LRS00025241,LON0001102,5,2024-02-29,33908.22,14532.1,48440.32,True
LRS00025242,LON0001102,6,2024-03-30,33908.22,14532.1,48440.32,True
LRS00025243,LON0001102,7,2024-04-29,33908.22,14532.1,48440.32,True
LRS00025244,LON0001102,8,2024-05-29,33908.22,14532.1,48440.32,False
LRS00025245,LON0001102,9,2024-06-28,33908.22,14532.1,48440.32,True
LRS00025246,LON0001102,10,2024-07-28,33908.22,14532.1,48440.32,True
LRS00025247,LON0001102,11,2024-08-27,33908.22,14532.1,48440.32,True
LRS00025248,LON0001102,12,2024-09-26,33908.22,14532.1,48440.32,True
LRS00025249,LON0001102,13,2024-10-26,33908.22,14532.1,48440.32,True
LRS00025250,LON0001102,14,2024-11-25,33908.22,14532.1,48440.32,True
LRS00025251,LON0001102,15,2024-12-25,33908.22,14532.1,48440.32,True
LRS00025252,LON0001102,16,2025-01-24,33908.22,14532.1,48440.32,True
LRS00025253,LON0001102,17,2025-02-23,33908.22,14532.1,48440.32,True
LRS00025254,LON0001102,18,2025-03-25,33908.22,14532.1,48440.32,True
LRS00025255,LON0001102,19,2025-04-24,33908.22,14532.1,48440.32,True
LRS00025256,LON0001102,20,2025-05-24,33908.22,14532.1,48440.32,True
LRS00025257,LON0001102,21,2025-06-23,33908.22,14532.1,48440.32,True
LRS00025258,LON0001102,22,2025-07-23,33908.22,14532.1,48440.32,True
LRS00025259,LON0001102,23,2025-08-22,33908.22,14532.1,48440.32,True
LRS00025260,LON0001102,24,2025-09-21,33908.22,14532.1,48440.32,True
LRS00025261,LON0001103,1,2020-11-29,42654.8,18280.63,60935.43,True
LRS00025262,LON0001103,2,2020-12-29,42654.8,18280.63,60935.43,True
LRS00025263,LON0001103,3,2021-01-28,42654.8,18280.63,60935.43,True
LRS00025264,LON0001103,4,2021-02-27,42654.8,18280.63,60935.43,True
LRS00025265,LON0001103,5,2021-03-29,42654.8,18280.63,60935.43,True
LRS00025266,LON0001103,6,2021-04-28,42654.8,18280.63,60935.43,False
LRS00025267,LON0001103,7,2021-05-28,42654.8,18280.63,60935.43,True
LRS00025268,LON0001103,8,2021-06-27,42654.8,18280.63,60935.43,True
LRS00025269,LON0001103,9,2021-07-27,42654.8,18280.63,60935.43,True
LRS00025270,LON0001103,10,2021-08-26,42654.8,18280.63,60935.43,True
LRS00025271,LON0001103,11,2021-09-25,42654.8,18280.63,60935.43,True
LRS00025272,LON0001103,12,2021-10-25,42654.8,18280.63,60935.43,True
LRS00025273,LON0001103,13,2021-11-24,42654.8,18280.63,60935.43,True
LRS00025274,LON0001103,14,2021-12-24,42654.8,18280.63,60935.43,True
LRS00025275,LON0001103,15,2022-01-23,42654.8,18280.63,60935.43,True
LRS00025276,LON0001103,16,2022-02-22,42654.8,18280.63,60935.43,False
LRS00025277,LON0001103,17,2022-03-24,42654.8,18280.63,60935.43,True
LRS00025278,LON0001103,18,2022-04-23,42654.8,18280.63,60935.43,True
LRS00025279,LON0001103,19,2022-05-23,42654.8,18280.63,60935.43,True
LRS00025280,LON0001103,20,2022-06-22,42654.8,18280.63,60935.43,True
LRS00025281,LON0001103,21,2022-07-22,42654.8,18280.63,60935.43,True
LRS00025282,LON0001103,22,2022-08-21,42654.8,18280.63,60935.43,True
LRS00025283,LON0001103,23,2022-09-20,42654.8,18280.63,60935.43,True
LRS00025284,LON0001103,24,2022-10-20,42654.8,18280.63,60935.43,True
LRS00025285,LON0001104,1,2026-03-29,3273.07,1402.75,4675.82,True
LRS00025286,LON0001104,2,2026-04-28,3273.07,1402.75,4675.82,True
LRS00025287,LON0001104,3,2026-05-28,3273.07,1402.75,4675.82,False
LRS00025288,LON0001104,4,2026-06-27,3273.07,1402.75,4675.82,False
LRS00025289,LON0001104,5,2026-07-27,3273.07,1402.75,4675.82,False
LRS00025290,LON0001104,6,2026-08-26,3273.07,1402.75,4675.82,False
LRS00025291,LON0001104,7,2026-09-25,3273.07,1402.75,4675.82,False
LRS00025292,LON0001104,8,2026-10-25,3273.07,1402.75,4675.82,False
LRS00025293,LON0001104,9,2026-11-24,3273.07,1402.75,4675.82,False
LRS00025294,LON0001104,10,2026-12-24,3273.07,1402.75,4675.82,False
LRS00025295,LON0001104,11,2027-01-23,3273.07,1402.75,4675.82,False
LRS00025296,LON0001104,12,2027-02-22,3273.07,1402.75,4675.82,False
LRS00025297,LON0001104,13,2027-03-24,3273.07,1402.75,4675.82,False
LRS00025298,LON0001104,14,2027-04-23,3273.07,1402.75,4675.82,False
LRS00025299,LON0001104,15,2027-05-23,3273.07,1402.75,4675.82,False
LRS00025300,LON0001104,16,2027-06-22,3273.07,1402.75,4675.82,False
LRS00025301,LON0001104,17,2027-07-22,3273.07,1402.75,4675.82,False
LRS00025302,LON0001104,18,2027-08-21,3273.07,1402.75,4675.82,False
LRS00025303,LON0001104,19,2027-09-20,3273.07,1402.75,4675.82,False
LRS00025304,LON0001104,20,2027-10-20,3273.07,1402.75,4675.82,False
LRS00025305,LON0001104,21,2027-11-19,3273.07,1402.75,4675.82,False
LRS00025306,LON0001104,22,2027-12-19,3273.07,1402.75,4675.82,False
LRS00025307,LON0001104,23,2028-01-18,3273.07,1402.75,4675.82,False
LRS00025308,LON0001104,24,2028-02-17,3273.07,1402.75,4675.82,False
LRS00025309,LON0001105,1,2023-05-09,32130.29,13770.13,45900.42,True
LRS00025310,LON0001105,2,2023-06-08,32130.29,13770.13,45900.42,False
