kyc_id,customer_id,kyc_tier,risk_rating,pep_flag,last_review,next_review,status
KYC0001926,CUS0001926,Tier1,Low,False,2024-07-28,2027-07-20,Approved
KYC0001927,CUS0001927,Tier1,Low,False,2024-11-29,2026-08-12,Approved
KYC0001928,CUS0001928,Tier1,Low,False,2026-01-23,2027-05-12,Approved
KYC0001929,CUS0001929,Tier2,Low,False,2025-03-25,2027-11-30,Approved
KYC0001930,CUS0001930,Tier1,High,False,2025-08-17,2027-12-16,Approved
KYC0001931,CUS0001931,Tier2,Low,False,2024-04-24,2027-09-06,Approved
KYC0001932,CUS0001932,Tier1,Medium,False,2025-07-11,2027-01-02,Approved
KYC0001933,CUS0001933,Tier2,Low,False,2024-01-23,2026-05-26,Approved
KYC0001934,CUS0001934,Tier1,Medium,False,2025-09-17,2027-10-08,Pending
KYC0001935,CUS0001935,Tier1,Low,False,2024-03-06,2026-11-20,Approved
KYC0001936,CUS0001936,Tier2,Medium,False,2026-04-02,2027-10-23,Approved
KYC0001937,CUS0001937,Tier2,Low,False,2024-10-01,2026-10-20,Approved
KYC0001938,CUS0001938,Tier2,Low,False,2025-06-24,2027-01-30,Approved
KYC0001939,CUS0001939,Tier2,Low,False,2024-09-03,2027-07-21,Approved
KYC0001940,CUS0001940,Tier1,Medium,False,2025-07-20,2027-04-19,Approved
KYC0001941,CUS0001941,Tier2,Low,False,2025-04-23,2026-06-25,Approved
KYC0001942,CUS0001942,Tier2,Low,False,2025-05-02,2026-06-21,Approved
KYC0001943,CUS0001943,Tier3,Medium,False,2025-06-23,2026-07-21,Approved
KYC0001944,CUS0001944,Tier1,Low,False,2026-03-06,2027-01-01,Approved
KYC0001945,CUS0001945,Tier1,Low,False,2024-05-12,2027-11-30,Approved
KYC0001946,CUS0001946,Tier2,Low,False,2025-11-01,2027-05-14,Approved
KYC0001947,CUS0001947,Tier2,Low,False,2025-05-12,2026-11-16,Approved
KYC0001948,CUS0001948,Tier1,Low,False,2025-06-15,2027-07-15,Approved
KYC0001949,CUS0001949,Tier1,High,False,2024-05-30,2027-06-10,Approved
KYC0001950,CUS0001950,Tier2,Low,False,2025-05-17,2026-11-13,Pending
KYC0001951,CUS0001951,Tier1,Low,False,2025-06-30,2027-11-13,Approved
KYC0001952,CUS0001952,Tier1,Low,False,2025-09-03,2027-08-08,Approved
KYC0001953,CUS0001953,Tier1,Medium,False,2024-01-29,2027-05-30,Approved
KYC0001954,CUS0001954,Tier1,Low,False,2025-10-19,2026-07-15,Approved
KYC0001955,CUS0001955,Tier2,Low,False,2024-03-23,2027-07-30,Approved
KYC0001956,CUS0001956,Tier2,Medium,False,2024-02-27,2026-07-22,Approved
KYC0001957,CUS0001957,Tier3,Low,False,2024-11-25,2026-10-01,Approved
KYC0001958,CUS0001958,Tier2,Low,False,2024-09-12,2026-08-07,Rejected
KYC0001959,CUS0001959,Tier1,Low,False,2025-12-21,2026-06-06,Pending
KYC0001960,CUS0001960,Tier2,Low,False,2025-07-21,2027-09-06,Approved
KYC0001961,CUS0001961,Tier1,Low,False,2024-07-08,2026-06-21,Approved
KYC0001962,CUS0001962,Tier3,Low,False,2024-09-15,2027-06-14,Approved
KYC0001963,CUS0001963,Tier1,Low,False,2024-05-21,2026-06-05,Pending
KYC0001964,CUS0001964,Tier1,Medium,False,2025-11-09,2027-11-01,Approved
KYC0001965,CUS0001965,Tier1,Low,False,2024-02-24,2027-08-20,Approved
KYC0001966,CUS0001966,Tier1,Low,False,2026-03-22,2027-12-13,Approved
KYC0001967,CUS0001967,Tier2,Low,False,2025-05-05,2027-11-02,Approved
KYC0001968,CUS0001968,Tier1,Medium,False,2024-11-01,2027-07-04,Approved
KYC0001969,CUS0001969,Tier2,Low,False,2026-02-09,2027-03-08,Approved
KYC0001970,CUS0001970,Tier2,Medium,False,2025-02-25,2026-07-09,Approved
KYC0001971,CUS0001971,Tier1,Medium,False,2024-09-27,2027-05-24,Approved
KYC0001972,CUS0001972,Tier1,Medium,False,2025-06-28,2027-04-22,Approved
KYC0001973,CUS0001973,Tier2,Low,False,2024-12-27,2027-08-05,Approved
KYC0001974,CUS0001974,Tier1,Low,False,2025-02-09,2026-12-13,Approved
KYC0001975,CUS0001975,Tier2,High,False,2025-12-08,2026-10-07,Pending
KYC0001976,CUS0001976,Tier1,Medium,False,2025-05-30,2027-09-14,Approved
KYC0001977,CUS0001977,Tier1,Low,False,2024-04-17,2027-10-12,Approved
KYC0001978,CUS0001978,Tier2,Medium,False,2024-03-05,2026-09-26,Approved
KYC0001979,CUS0001979,Tier3,Low,False,2024-08-06,2027-11-07,Approved
KYC0001980,CUS0001980,Tier2,Low,False,2025-04-07,2027-10-03,Approved
KYC0001981,CUS0001981,Tier1,Low,False,2024-03-30,2027-01-11,Approved
KYC0001982,CUS0001982,Tier1,Medium,False,2025-10-13,2027-09-08,Approved
KYC0001983,CUS0001983,Tier3,Low,False,2025-04-30,2026-06-24,Approved
KYC0001984,CUS0001984,Tier1,Low,False,2024-10-29,2026-12-22,Approved
KYC0001985,CUS0001985,Tier2,Low,False,2025-01-09,2027-02-20,Approved
KYC0001986,CUS0001986,Tier1,Low,False,2026-02-26,2026-10-11,Approved
KYC0001987,CUS0001987,Tier1,High,False,2024-10-19,2027-05-13,Approved
KYC0001988,CUS0001988,Tier3,High,False,2025-05-05,2026-11-28,Approved
KYC0001989,CUS0001989,Tier2,Low,False,2026-01-25,2027-05-04,Approved
KYC0001990,CUS0001990,Tier1,Low,False,2025-08-30,2027-11-13,Approved
KYC0001991,CUS0001991,Tier1,Low,False,2026-04-25,2026-06-14,Rejected
KYC0001992,CUS0001992,Tier1,Medium,False,2024-09-27,2027-12-31,Approved
KYC0001993,CUS0001993,Tier2,Medium,False,2025-12-29,2026-08-03,Pending
KYC0001994,CUS0001994,Tier2,Low,False,2026-03-24,2027-10-18,Approved
KYC0001995,CUS0001995,Tier2,Low,False,2024-04-14,2027-08-29,Approved
KYC0001996,CUS0001996,Tier1,Low,False,2024-07-09,2027-11-04,Approved
KYC0001997,CUS0001997,Tier2,Low,False,2024-11-27,2027-05-08,Approved
KYC0001998,CUS0001998,Tier2,Medium,False,2025-03-14,2027-08-02,Approved
KYC0001999,CUS0001999,Tier1,Low,False,2024-08-21,2027-03-16,Approved
KYC0002000,CUS0002000,Tier1,Low,False,2025-03-08,2027-07-07,Approved
KYC0002001,CUS0002001,Tier2,Low,False,2024-06-20,2026-07-02,Approved
KYC0002002,CUS0002002,Tier2,Medium,False,2026-04-06,2027-02-11,Approved
KYC0002003,CUS0002003,Tier1,Low,False,2024-08-20,2027-07-05,Approved
KYC0002004,CUS0002004,Tier1,High,False,2024-12-06,2027-02-10,Approved
KYC0002005,CUS0002005,Tier3,Low,False,2024-07-07,2027-10-17,Approved
KYC0002006,CUS0002006,Tier3,High,False,2024-11-18,2026-09-14,Approved
KYC0002007,CUS0002007,Tier1,Medium,False,2026-03-25,2027-02-24,Approved
KYC0002008,CUS0002008,Tier2,High,False,2026-01-21,2027-07-09,Approved
KYC0002009,CUS0002009,Tier1,Low,False,2024-04-03,2026-12-15,Approved
KYC0002010,CUS0002010,Tier1,Low,False,2024-03-08,2026-06-02,Approved
KYC0002011,CUS0002011,Tier1,High,False,2025-09-02,2026-06-09,Approved
KYC0002012,CUS0002012,Tier1,Low,False,2025-01-13,2027-06-24,Approved
KYC0002013,CUS0002013,Tier2,Low,False,2024-06-21,2026-09-19,Approved
KYC0002014,CUS0002014,Tier2,Low,False,2024-12-04,2026-09-25,Approved
KYC0002015,CUS0002015,Tier3,Medium,False,2024-03-08,2027-12-22,Approved
KYC0002016,CUS0002016,Tier1,Low,False,2025-07-26,2026-05-29,Approved
KYC0002017,CUS0002017,Tier2,Low,False,2025-12-06,2027-04-02,Approved
KYC0002018,CUS0002018,Tier2,Low,False,2025-01-17,2026-12-03,Approved
KYC0002019,CUS0002019,Tier2,Low,False,2024-08-15,2026-07-12,Approved
KYC0002020,CUS0002020,Tier2,High,False,2025-01-30,2026-07-14,Approved
KYC0002021,CUS0002021,Tier2,Low,False,2026-03-23,2026-06-15,Approved
KYC0002022,CUS0002022,Tier3,Low,False,2025-06-15,2027-02-12,Approved
KYC0002023,CUS0002023,Tier2,Medium,False,2025-06-02,2026-07-31,Approved
KYC0002024,CUS0002024,Tier2,Low,False,2024-11-01,2026-08-28,Approved
KYC0002025,CUS0002025,Tier3,Low,False,2024-06-14,2026-11-23,Approved
KYC0002026,CUS0002026,Tier1,Low,False,2025-07-30,2026-12-01,Approved
KYC0002027,CUS0002027,Tier2,Low,False,2024-07-12,2027-06-22,Approved
KYC0002028,CUS0002028,Tier3,Low,False,2026-01-18,2027-06-19,Approved
KYC0002029,CUS0002029,Tier2,Low,False,2024-03-07,2027-03-26,Approved
KYC0002030,CUS0002030,Tier1,Medium,False,2024-03-07,2027-05-24,Approved
KYC0002031,CUS0002031,Tier1,Low,False,2024-05-22,2027-11-13,Approved
KYC0002032,CUS0002032,Tier1,Low,False,2025-12-16,2027-08-03,Approved
KYC0002033,CUS0002033,Tier1,Low,False,2025-05-20,2026-07-24,Approved
KYC0002034,CUS0002034,Tier1,Low,False,2025-02-18,2027-09-21,Approved
KYC0002035,CUS0002035,Tier2,Low,False,2025-04-18,2027-02-17,Approved
KYC0002036,CUS0002036,Tier1,Low,False,2025-05-13,2027-09-28,Approved
KYC0002037,CUS0002037,Tier1,Medium,False,2024-06-13,2027-02-23,Approved
KYC0002038,CUS0002038,Tier1,Medium,False,2024-11-22,2027-12-29,Approved
KYC0002039,CUS0002039,Tier2,Low,False,2024-11-14,2026-05-24,Approved
KYC0002040,CUS0002040,Tier2,Low,False,2025-11-20,2026-08-30,Approved
KYC0002041,CUS0002041,Tier2,Low,False,2024-12-08,2027-09-08,Approved
KYC0002042,CUS0002042,Tier1,Low,False,2025-07-06,2027-05-05,Approved
KYC0002043,CUS0002043,Tier3,Low,False,2024-10-17,2026-06-02,Approved
KYC0002044,CUS0002044,Tier3,Low,False,2024-05-06,2026-10-27,Pending
KYC0002045,CUS0002045,Tier1,Low,False,2024-12-28,2027-03-30,Approved
KYC0002046,CUS0002046,Tier1,Medium,False,2025-08-03,2026-10-27,Approved
KYC0002047,CUS0002047,Tier1,Low,False,2025-03-28,2026-05-13,Approved
KYC0002048,CUS0002048,Tier1,High,False,2025-09-21,2026-08-19,Approved
KYC0002049,CUS0002049,Tier1,Low,False,2024-12-22,2027-02-16,Approved
KYC0002050,CUS0002050,Tier1,Low,False,2024-02-05,2027-12-18,Approved
KYC0002051,CUS0002051,Tier3,Medium,False,2026-01-02,2027-07-23,Approved
KYC0002052,CUS0002052,Tier1,Low,False,2024-11-30,2027-05-17,Approved
KYC0002053,CUS0002053,Tier2,Medium,False,2025-08-27,2027-11-28,Approved
KYC0002054,CUS0002054,Tier2,Low,False,2026-04-15,2027-06-07,Approved
KYC0002055,CUS0002055,Tier1,Medium,False,2025-02-12,2027-04-15,Approved
KYC0002056,CUS0002056,Tier1,High,False,2025-09-25,2027-01-03,Approved
KYC0002057,CUS0002057,Tier1,Low,False,2025-04-06,2026-10-31,Approved
KYC0002058,CUS0002058,Tier1,Low,False,2025-05-10,2027-10-22,Approved
KYC0002059,CUS0002059,Tier3,Medium,False,2025-12-28,2027-12-07,Pending
KYC0002060,CUS0002060,Tier3,Low,False,2026-03-30,2027-09-02,Approved
KYC0002061,CUS0002061,Tier1,Low,False,2025-10-20,2027-11-12,Approved
KYC0002062,CUS0002062,Tier1,Low,True,2024-07-07,2027-07-26,Approved
KYC0002063,CUS0002063,Tier1,Medium,False,2024-08-22,2026-05-27,Approved
KYC0002064,CUS0002064,Tier1,Low,False,2024-02-27,2026-12-02,Approved
KYC0002065,CUS0002065,Tier3,Low,False,2024-11-11,2026-05-19,Approved
KYC0002066,CUS0002066,Tier1,Medium,False,2025-09-18,2027-03-28,Approved
KYC0002067,CUS0002067,Tier1,Low,False,2026-03-17,2026-12-30,Approved
KYC0002068,CUS0002068,Tier1,Medium,False,2025-06-29,2026-09-26,Approved
KYC0002069,CUS0002069,Tier1,Low,False,2025-02-08,2027-09-08,Approved
KYC0002070,CUS0002070,Tier1,Low,False,2026-02-25,2026-10-25,Approved
KYC0002071,CUS0002071,Tier1,Medium,False,2025-10-07,2027-08-14,Approved
KYC0002072,CUS0002072,Tier3,Medium,False,2024-12-20,2026-10-07,Approved
KYC0002073,CUS0002073,Tier2,Low,False,2025-09-14,2026-05-26,Approved
KYC0002074,CUS0002074,Tier3,Low,False,2024-08-07,2027-01-16,Approved
KYC0002075,CUS0002075,Tier2,Low,False,2024-03-07,2026-12-03,Approved
KYC0002076,CUS0002076,Tier1,Low,False,2025-01-10,2027-07-27,Approved
KYC0002077,CUS0002077,Tier2,Low,False,2026-01-07,2027-07-11,Approved
KYC0002078,CUS0002078,Tier1,Low,False,2025-06-25,2027-10-28,Approved
KYC0002079,CUS0002079,Tier1,Low,False,2025-09-25,2026-05-09,Approved
KYC0002080,CUS0002080,Tier2,Low,False,2025-10-31,2027-05-23,Pending
KYC0002081,CUS0002081,Tier1,Low,False,2024-03-27,2026-08-16,Approved
KYC0002082,CUS0002082,Tier1,Low,False,2025-11-09,2027-09-10,Rejected
KYC0002083,CUS0002083,Tier2,Low,False,2025-03-11,2026-06-18,Approved
KYC0002084,CUS0002084,Tier1,Low,False,2026-01-20,2026-06-11,Approved
KYC0002085,CUS0002085,Tier2,Low,False,2024-06-08,2026-07-02,Approved
KYC0002086,CUS0002086,Tier2,Low,False,2024-11-03,2027-05-23,Approved
KYC0002087,CUS0002087,Tier1,Low,False,2025-08-17,2027-12-12,Approved
KYC0002088,CUS0002088,Tier2,Medium,False,2024-02-02,2026-07-17,Approved
KYC0002089,CUS0002089,Tier1,Medium,False,2025-05-20,2027-07-07,Approved
KYC0002090,CUS0002090,Tier1,Low,False,2025-02-15,2026-06-19,Approved
KYC0002091,CUS0002091,Tier1,Medium,False,2025-02-09,2026-06-04,Approved
KYC0002092,CUS0002092,Tier1,Low,False,2024-02-22,2026-12-25,Approved
KYC0002093,CUS0002093,Tier1,High,False,2026-03-11,2027-02-17,Approved
KYC0002094,CUS0002094,Tier2,Medium,False,2026-01-05,2027-11-13,Approved
KYC0002095,CUS0002095,Tier1,Medium,False,2025-09-07,2027-07-21,Approved
KYC0002096,CUS0002096,Tier1,Low,False,2024-08-03,2026-09-26,Approved
KYC0002097,CUS0002097,Tier2,High,False,2025-10-09,2027-02-25,Rejected
KYC0002098,CUS0002098,Tier1,Medium,False,2025-11-10,2026-05-12,Approved
KYC0002099,CUS0002099,Tier1,Low,False,2025-10-06,2027-09-25,Approved
KYC0002100,CUS0002100,Tier3,Low,False,2024-04-04,2027-01-09,Approved
KYC0002101,CUS0002101,Tier3,Low,False,2024-10-14,2026-05-22,Approved
KYC0002102,CUS0002102,Tier1,Low,False,2025-01-16,2027-02-22,Approved
KYC0002103,CUS0002103,Tier2,Low,False,2025-09-04,2027-03-14,Approved
KYC0002104,CUS0002104,Tier2,Low,False,2026-02-13,2027-08-16,Approved
KYC0002105,CUS0002105,Tier2,Low,False,2026-03-01,2027-08-13,Pending
KYC0002106,CUS0002106,Tier2,Low,False,2025-10-29,2026-09-05,Approved
KYC0002107,CUS0002107,Tier1,Medium,False,2024-11-11,2026-05-26,Approved
KYC0002108,CUS0002108,Tier1,Low,False,2024-10-12,2027-10-15,Approved
KYC0002109,CUS0002109,Tier1,Medium,False,2025-10-13,2027-06-05,Approved
KYC0002110,CUS0002110,Tier2,Medium,False,2024-04-17,2026-07-17,Approved
KYC0002111,CUS0002111,Tier1,Low,False,2025-05-25,2027-11-27,Approved
KYC0002112,CUS0002112,Tier1,Low,False,2025-09-11,2027-10-18,Approved
KYC0002113,CUS0002113,Tier1,Low,False,2025-05-12,2026-05-09,Rejected
KYC0002114,CUS0002114,Tier3,Medium,False,2024-05-01,2027-06-21,Approved
KYC0002115,CUS0002115,Tier1,High,False,2026-03-20,2027-12-10,Approved
KYC0002116,CUS0002116,Tier3,Medium,False,2024-12-07,2027-10-08,Approved
KYC0002117,CUS0002117,Tier3,Low,False,2024-04-17,2026-08-29,Approved
KYC0002118,CUS0002118,Tier1,Low,False,2025-08-29,2026-08-13,Approved
KYC0002119,CUS0002119,Tier1,Low,False,2025-11-22,2027-11-29,Approved
KYC0002120,CUS0002120,Tier1,Low,False,2024-12-24,2026-06-22,Approved
KYC0002121,CUS0002121,Tier3,Low,False,2026-02-02,2027-04-05,Approved
KYC0002122,CUS0002122,Tier1,Low,False,2024-09-29,2026-07-18,Approved
KYC0002123,CUS0002123,Tier2,Low,False,2024-01-07,2027-03-13,Approved
KYC0002124,CUS0002124,Tier1,Low,False,2024-10-11,2026-08-23,Approved
KYC0002125,CUS0002125,Tier3,Low,False,2024-04-16,2027-11-23,Approved
KYC0002126,CUS0002126,Tier2,Medium,False,2026-03-27,2026-06-30,Approved
KYC0002127,CUS0002127,Tier1,Low,False,2025-12-13,2026-09-07,Approved
KYC0002128,CUS0002128,Tier1,Low,False,2024-10-17,2027-02-24,Approved
KYC0002129,CUS0002129,Tier3,Low,False,2025-06-14,2027-01-29,Approved
KYC0002130,CUS0002130,Tier2,Low,False,2025-07-18,2027-09-04,Approved
KYC0002131,CUS0002131,Tier2,Medium,False,2025-09-07,2026-10-10,Approved
KYC0002132,CUS0002132,Tier2,Low,False,2025-09-25,2027-07-12,Approved
KYC0002133,CUS0002133,Tier2,Medium,False,2024-02-09,2027-06-02,Approved
KYC0002134,CUS0002134,Tier1,Medium,False,2024-10-25,2027-10-29,Approved
KYC0002135,CUS0002135,Tier1,Medium,False,2026-02-23,2026-10-24,Approved
KYC0002136,CUS0002136,Tier1,Medium,False,2025-01-09,2027-01-14,Approved
KYC0002137,CUS0002137,Tier1,Low,False,2025-04-11,2026-05-04,Pending
KYC0002138,CUS0002138,Tier1,Low,False,2025-01-07,2027-04-15,Approved
KYC0002139,CUS0002139,Tier1,Low,False,2024-11-21,2027-05-04,Approved
KYC0002140,CUS0002140,Tier2,Low,False,2024-04-30,2027-02-15,Approved
KYC0002141,CUS0002141,Tier3,Low,False,2025-03-21,2026-05-15,Approved
KYC0002142,CUS0002142,Tier2,Low,False,2026-04-10,2027-10-27,Approved
KYC0002143,CUS0002143,Tier1,High,False,2025-02-04,2027-11-15,Approved
KYC0002144,CUS0002144,Tier2,Low,False,2025-09-04,2026-05-14,Approved
KYC0002145,CUS0002145,Tier1,Low,False,2025-02-03,2026-08-02,Approved
KYC0002146,CUS0002146,Tier2,Low,False,2025-01-19,2026-09-10,Approved
KYC0002147,CUS0002147,Tier2,Low,False,2025-12-07,2027-09-22,Approved
KYC0002148,CUS0002148,Tier1,Medium,False,2025-10-26,2026-11-08,Approved
KYC0002149,CUS0002149,Tier1,Low,False,2024-04-30,2027-08-21,Approved
KYC0002150,CUS0002150,Tier3,Medium,False,2024-06-15,2027-09-19,Approved
KYC0002151,CUS0002151,Tier2,Low,False,2025-03-14,2027-06-16,Approved
KYC0002152,CUS0002152,Tier2,High,False,2025-01-16,2026-05-22,Approved
KYC0002153,CUS0002153,Tier3,High,False,2025-11-16,2027-04-02,Approved
KYC0002154,CUS0002154,Tier1,Low,False,2025-01-25,2026-07-04,Approved
KYC0002155,CUS0002155,Tier2,Low,False,2024-05-29,2027-06-14,Approved
KYC0002156,CUS0002156,Tier1,Medium,False,2025-02-04,2026-05-22,Approved
KYC0002157,CUS0002157,Tier3,Low,False,2024-09-10,2027-05-31,Approved
KYC0002158,CUS0002158,Tier1,Low,False,2026-03-30,2027-09-13,Approved
KYC0002159,CUS0002159,Tier1,Low,False,2025-06-28,2027-12-20,Approved
KYC0002160,CUS0002160,Tier2,Low,False,2025-03-06,2026-09-13,Approved
KYC0002161,CUS0002161,Tier1,Low,False,2025-02-18,2027-04-04,Approved
KYC0002162,CUS0002162,Tier1,Low,False,2024-12-09,2026-05-17,Approved
KYC0002163,CUS0002163,Tier1,Medium,False,2024-11-11,2026-11-08,Approved
KYC0002164,CUS0002164,Tier2,Low,False,2024-10-04,2026-05-15,Approved
KYC0002165,CUS0002165,Tier2,Low,False,2024-06-25,2027-06-30,Approved
KYC0002166,CUS0002166,Tier1,Low,False,2025-10-31,2026-09-25,Approved
KYC0002167,CUS0002167,Tier2,Low,False,2024-05-11,2026-06-22,Approved
KYC0002168,CUS0002168,Tier2,Medium,False,2025-01-02,2026-05-05,Approved
KYC0002169,CUS0002169,Tier2,Low,False,2025-09-22,2027-09-20,Approved
KYC0002170,CUS0002170,Tier2,Low,False,2024-08-29,2027-05-15,Approved
KYC0002171,CUS0002171,Tier2,Low,False,2025-03-06,2026-09-30,Approved
KYC0002172,CUS0002172,Tier1,Low,False,2025-02-28,2026-10-16,Approved
KYC0002173,CUS0002173,Tier1,Low,False,2024-07-17,2027-08-02,Approved
KYC0002174,CUS0002174,Tier2,Medium,False,2025-08-15,2026-08-23,Approved
KYC0002175,CUS0002175,Tier2,Medium,False,2025-11-24,2027-08-09,Approved
KYC0002176,CUS0002176,Tier3,High,False,2025-03-14,2027-11-15,Approved
KYC0002177,CUS0002177,Tier2,Low,False,2024-10-11,2026-05-02,Approved
KYC0002178,CUS0002178,Tier2,Medium,False,2025-01-13,2027-09-17,Approved
KYC0002179,CUS0002179,Tier1,Low,False,2025-10-26,2027-08-05,Approved
KYC0002180,CUS0002180,Tier2,Low,False,2025-05-21,2027-10-17,Approved
KYC0002181,CUS0002181,Tier2,Low,False,2024-07-05,2026-06-04,Approved
KYC0002182,CUS0002182,Tier1,Low,False,2026-04-14,2027-07-12,Approved
KYC0002183,CUS0002183,Tier1,Low,False,2024-03-24,2026-06-07,Approved
KYC0002184,CUS0002184,Tier1,Low,False,2026-02-22,2027-01-29,Approved
KYC0002185,CUS0002185,Tier1,Low,False,2026-04-03,2027-12-01,Rejected
KYC0002186,CUS0002186,Tier1,Low,False,2025-01-27,2027-03-13,Approved
KYC0002187,CUS0002187,Tier2,Low,False,2025-02-07,2027-05-29,Approved
KYC0002188,CUS0002188,Tier1,Medium,False,2024-06-16,2027-09-18,Approved
KYC0002189,CUS0002189,Tier1,Medium,False,2025-10-25,2027-02-06,Approved
KYC0002190,CUS0002190,Tier3,Medium,False,2025-04-25,2027-12-30,Approved
KYC0002191,CUS0002191,Tier1,Low,False,2024-08-02,2027-05-21,Pending
KYC0002192,CUS0002192,Tier2,Medium,False,2024-12-06,2027-02-26,Approved
KYC0002193,CUS0002193,Tier1,Low,False,2024-12-01,2027-10-05,Approved
KYC0002194,CUS0002194,Tier2,High,False,2024-11-03,2026-11-12,Approved
KYC0002195,CUS0002195,Tier1,High,False,2025-06-11,2026-07-31,Approved
KYC0002196,CUS0002196,Tier1,Medium,False,2025-07-05,2026-07-17,Approved
KYC0002197,CUS0002197,Tier1,Low,False,2026-01-28,2027-01-06,Approved
KYC0002198,CUS0002198,Tier1,Medium,False,2024-02-13,2027-04-19,Approved
KYC0002199,CUS0002199,Tier2,Low,False,2024-11-29,2027-12-14,Approved
KYC0002200,CUS0002200,Tier2,Low,False,2026-03-30,2027-12-14,Approved
KYC0002201,CUS0002201,Tier1,Medium,True,2024-07-16,2027-02-02,Approved
KYC0002202,CUS0002202,Tier2,High,False,2025-09-03,2027-02-13,Approved
KYC0002203,CUS0002203,Tier2,Low,False,2024-07-18,2026-08-13,Approved
KYC0002204,CUS0002204,Tier1,Low,False,2024-11-24,2027-08-17,Approved
KYC0002205,CUS0002205,Tier2,Medium,False,2024-04-10,2026-05-15,Approved
KYC0002206,CUS0002206,Tier1,Medium,False,2024-12-06,2026-10-08,Approved
KYC0002207,CUS0002207,Tier2,Low,False,2024-07-22,2027-09-30,Approved
KYC0002208,CUS0002208,Tier1,Low,False,2024-11-16,2027-06-09,Approved
KYC0002209,CUS0002209,Tier1,Medium,False,2025-10-11,2026-10-13,Approved
KYC0002210,CUS0002210,Tier1,Low,False,2025-02-16,2027-07-12,Approved
KYC0002211,CUS0002211,Tier2,Low,False,2024-11-27,2026-07-15,Approved
KYC0002212,CUS0002212,Tier3,Low,False,2025-09-06,2027-03-27,Approved
KYC0002213,CUS0002213,Tier2,Medium,False,2026-03-05,2027-11-30,Approved
KYC0002214,CUS0002214,Tier3,Low,False,2025-09-11,2027-08-15,Approved
KYC0002215,CUS0002215,Tier2,Low,False,2025-08-24,2027-06-03,Approved
KYC0002216,CUS0002216,Tier1,Low,False,2026-01-18,2026-11-19,Approved
KYC0002217,CUS0002217,Tier1,Low,False,2025-05-30,2027-11-21,Approved
KYC0002218,CUS0002218,Tier3,Medium,False,2026-03-25,2026-07-21,Approved
KYC0002219,CUS0002219,Tier2,Medium,False,2025-06-15,2026-05-11,Approved
KYC0002220,CUS0002220,Tier1,Low,False,2024-10-23,2026-09-24,Approved
KYC0002221,CUS0002221,Tier1,Low,False,2026-02-05,2026-10-07,Approved
KYC0002222,CUS0002222,Tier1,Low,False,2024-11-25,2027-06-27,Approved
KYC0002223,CUS0002223,Tier1,Low,False,2024-08-30,2027-03-30,Approved
KYC0002224,CUS0002224,Tier1,Medium,False,2024-07-24,2027-10-24,Approved
KYC0002225,CUS0002225,Tier1,Low,False,2024-11-25,2027-03-03,Approved
KYC0002226,CUS0002226,Tier1,Low,False,2025-06-21,2026-07-25,Approved
KYC0002227,CUS0002227,Tier2,Low,False,2025-03-02,2026-07-16,Approved
KYC0002228,CUS0002228,Tier2,Medium,False,2025-10-06,2026-10-15,Approved
KYC0002229,CUS0002229,Tier2,Low,False,2025-09-29,2027-12-08,Approved
KYC0002230,CUS0002230,Tier2,Low,False,2025-07-13,2027-03-05,Approved
KYC0002231,CUS0002231,Tier3,Medium,False,2026-04-08,2027-06-28,Approved
KYC0002232,CUS0002232,Tier1,High,False,2025-02-13,2026-10-30,Approved
KYC0002233,CUS0002233,Tier3,Low,False,2024-11-27,2027-01-24,Approved
KYC0002234,CUS0002234,Tier1,High,False,2025-10-12,2027-03-26,Approved
KYC0002235,CUS0002235,Tier1,Low,False,2024-03-04,2027-10-30,Approved
KYC0002236,CUS0002236,Tier1,Medium,False,2025-07-24,2026-05-22,Approved
KYC0002237,CUS0002237,Tier2,Low,False,2026-01-10,2027-11-12,Approved
KYC0002238,CUS0002238,Tier1,Low,False,2025-06-29,2027-04-07,Approved
KYC0002239,CUS0002239,Tier1,Low,False,2026-04-02,2027-04-03,Approved
KYC0002240,CUS0002240,Tier1,Low,False,2025-05-10,2026-08-24,Approved
KYC0002241,CUS0002241,Tier1,Low,False,2026-01-09,2026-09-07,Pending
KYC0002242,CUS0002242,Tier2,Low,False,2025-05-26,2027-08-08,Approved
KYC0002243,CUS0002243,Tier1,Low,False,2025-02-26,2027-12-12,Approved
KYC0002244,CUS0002244,Tier3,Low,False,2026-01-17,2027-03-09,Approved
KYC0002245,CUS0002245,Tier1,Low,False,2025-12-18,2027-04-25,Approved
KYC0002246,CUS0002246,Tier1,Low,False,2025-11-15,2027-02-21,Approved
KYC0002247,CUS0002247,Tier1,High,False,2024-07-25,2026-12-06,Approved
KYC0002248,CUS0002248,Tier2,Low,False,2024-05-09,2026-06-09,Pending
KYC0002249,CUS0002249,Tier3,Medium,False,2025-05-29,2027-03-04,Approved
KYC0002250,CUS0002250,Tier1,Low,False,2025-06-27,2027-09-30,Approved
KYC0002251,CUS0002251,Tier1,Medium,False,2025-08-09,2027-06-18,Approved
KYC0002252,CUS0002252,Tier2,Low,False,2024-05-03,2026-10-08,Approved
KYC0002253,CUS0002253,Tier1,Low,False,2024-11-20,2026-07-11,Approved
KYC0002254,CUS0002254,Tier1,Low,False,2025-12-25,2026-08-10,Approved
KYC0002255,CUS0002255,Tier2,Low,False,2024-02-15,2027-10-18,Approved
