loan_id,customer_id,product_id,branch_id,principal_thb,interest_rate_pct,term_months,start_date,end_date,monthly_payment_thb,outstanding_balance_thb,status
LON0000906,CUS0006006,PRD-LN03,BR0048,10705605.91,10.19,24,2024-03-02,2026-02-20,494948.74,5082030.46,Current
LON0000907,CUS0006999,PRD-LN04,BR0022,2187537.92,19.18,60,2025-03-18,2030-02-20,56962.82,221029.69,Current
LON0000908,CUS0000778,PRD-LN03,BR0035,7108021.98,18.77,36,2021-04-06,2024-03-21,259725.96,3103997.69,Current
LON0000909,CUS0006812,PRD-LN01,BR0010,1250798.38,20.79,60,2022-02-20,2027-01-25,33690.71,1014972.07,Current
LON0000910,CUS0000424,PRD-LN01,BR0002,1051052.65,20.42,180,2023-11-19,2038-09-01,18786.56,548762.77,Current
LON0000911,CUS0001685,PRD-LN01,BR0013,911209.39,11.11,84,2020-09-23,2027-08-18,15654.88,869343.38,Current
LON0000912,CUS0003963,PRD-LN02,BR0045,300893.61,17.01,12,2021-02-19,2022-02-14,27444.36,171351.7,Current
LON0000913,CUS0002657,PRD-LN04,BR0017,2764316.98,4.93,60,2026-01-16,2030-12-21,52077.47,508927.18,Current
LON0000914,CUS0004687,PRD-LN04,BR0018,3528436.23,21.13,360,2025-10-26,2055-05-22,62246.05,3418194.19,Current
LON0000915,CUS0008229,PRD-LN03,BR0020,14143703.02,14.51,120,2022-11-27,2032-10-05,223961.98,11983008.76,Current
LON0000916,CUS0006729,PRD-LN01,BR0039,1287328.3,12.77,12,2020-09-12,2021-09-07,114841.79,228616.71,Closed
LON0000917,CUS0006586,PRD-LN01,BR0006,1377130.27,12.5,84,2025-05-18,2032-04-11,24679.88,1297452.03,Late
LON0000918,CUS0009278,PRD-LN01,BR0032,607185.95,14.79,240,2025-12-05,2045-08-22,7901.31,99842.36,Current
LON0000919,CUS0004352,PRD-LN03,BR0023,1422294.99,6.02,48,2024-11-06,2028-10-16,33415.68,796968.4,Current
LON0000920,CUS0003449,PRD-LN02,BR0041,1649794.38,5.04,84,2023-11-22,2030-10-16,23349.06,1349800.46,Current
LON0000921,CUS0006632,PRD-LN01,BR0050,1226992.26,18.59,48,2020-08-10,2024-07-20,36422.28,503880.47,Late
LON0000922,CUS0009224,PRD-LN03,BR0040,5937793.22,11.1,48,2020-06-16,2024-05-26,153753.89,1239158.27,Current
LON0000923,CUS0001576,PRD-LN04,BR0025,8037020.06,10.0,120,2021-11-12,2031-09-21,106209.81,5863671.18,Current
LON0000924,CUS0009189,PRD-LN01,BR0045,247917.03,11.52,240,2021-10-12,2041-06-29,2647.28,27002.92,Late
LON0000925,CUS0003557,PRD-LN01,BR0025,726472.23,14.81,84,2024-07-17,2031-06-11,13941.23,605151.68,Current
LON0000926,CUS0009607,PRD-LN01,BR0048,1122916.77,14.71,36,2021-02-02,2024-01-18,38767.0,647114.9,Current
LON0000927,CUS0006760,PRD-LN04,BR0045,9691236.83,20.63,240,2025-11-21,2045-08-08,169442.2,7530205.77,Late
LON0000928,CUS0006513,PRD-LN01,BR0045,100214.21,17.04,360,2021-09-12,2051-04-08,1431.98,88825.53,Current
LON0000929,CUS0004563,PRD-LN01,BR0028,315150.51,14.24,12,2021-11-27,2022-11-22,28332.06,153990.88,Current
LON0000930,CUS0004519,PRD-LN01,BR0002,1499684.47,10.84,60,2026-03-21,2031-02-23,32487.24,1448835.37,Current
LON0000931,CUS0008731,PRD-LN01,BR0010,881119.13,18.87,24,2025-07-17,2027-07-07,44360.36,768087.05,Current
LON0000932,CUS0004076,PRD-LN03,BR0029,7600232.41,12.79,24,2023-11-10,2025-10-30,360579.68,1035830.04,Current
LON0000933,CUS0009003,PRD-LN03,BR0018,12293501.98,9.99,120,2021-09-05,2031-07-15,162391.47,8121485.03,Closed
LON0000934,CUS0003640,PRD-LN02,BR0030,1882216.81,20.1,120,2020-06-17,2030-04-26,36499.79,556388.4,Current
LON0000935,CUS0006047,PRD-LN02,BR0032,1513554.94,11.94,24,2020-09-05,2022-08-26,71205.88,736058.49,Late
LON0000936,CUS0003049,PRD-LN02,BR0013,1090640.64,18.09,360,2022-02-22,2051-09-18,16517.02,922755.22,Current
LON0000937,CUS0001230,PRD-LN04,BR0020,2149900.53,17.34,24,2025-06-22,2027-06-12,106647.51,229272.45,Current
LON0000938,CUS0003114,PRD-LN02,BR0030,1467777.4,18.64,120,2023-09-26,2033-08-04,27054.91,622925.97,Current
LON0000939,CUS0001335,PRD-LN03,BR0034,11466507.85,10.41,360,2020-09-22,2050-04-18,104117.89,10625811.98,Current
LON0000940,CUS0009378,PRD-LN01,BR0036,779476.63,8.88,240,2024-04-05,2043-12-22,6953.11,268388.32,Current
LON0000941,CUS0006031,PRD-LN04,BR0044,8469148.68,20.25,360,2023-09-18,2053-04-13,143263.47,3930922.57,Closed
LON0000942,CUS0009876,PRD-LN03,BR0037,4675314.78,9.98,360,2023-11-22,2053-06-17,40960.15,2723860.38,Current
LON0000943,CUS0009555,PRD-LN04,BR0026,4704166.68,14.1,120,2023-12-28,2033-11-05,73323.03,2803181.7,Late
LON0000944,CUS0004612,PRD-LN02,BR0026,1769040.49,18.54,60,2020-03-29,2025-03-03,45443.29,1607056.38,Current
LON0000945,CUS0009731,PRD-LN04,BR0040,1273200.61,18.06,84,2020-11-11,2027-10-06,26804.72,717921.25,Current
LON0000946,CUS0006858,PRD-LN04,BR0038,2726348.05,5.39,84,2021-05-27,2028-04-20,39035.55,934586.75,Closed
LON0000947,CUS0008606,PRD-LN04,BR0033,9465457.54,20.6,12,2021-02-18,2022-02-13,879548.36,7357401.87,Current
LON0000948,CUS0004193,PRD-LN04,BR0004,5052065.3,12.09,60,2023-02-08,2028-01-13,112610.31,2933656.31,Current
LON0000949,CUS0008610,PRD-LN03,BR0033,13684479.97,19.67,180,2021-01-27,2035-11-10,237010.46,10009500.04,Current
LON0000950,CUS0000430,PRD-LN02,BR0020,1419672.61,21.21,180,2022-12-09,2037-09-21,26211.78,373916.22,Current
LON0000951,CUS0005141,PRD-LN04,BR0011,1687821.25,6.95,84,2022-01-28,2028-12-22,25432.51,965162.58,Current
LON0000952,CUS0000964,PRD-LN01,BR0014,1215457.67,11.65,24,2025-12-01,2027-11-21,57017.35,389917.88,Current
LON0000953,CUS0003098,PRD-LN04,BR0049,5164476.12,5.78,36,2024-12-03,2027-11-18,156599.08,658825.84,Closed
LON0000954,CUS0002637,PRD-LN02,BR0018,1261383.05,14.68,12,2023-04-20,2024-04-14,113659.93,972650.96,Current
LON0000955,CUS0008282,PRD-LN02,BR0049,2482210.97,6.79,36,2025-12-31,2028-12-15,76405.36,1912650.73,Current
LON0000956,CUS0005308,PRD-LN04,BR0001,7518528.43,11.02,180,2022-01-22,2036-11-04,85549.81,7385768.54,Current
LON0000957,CUS0007011,PRD-LN04,BR0036,4586526.52,15.9,12,2025-09-05,2026-08-31,415922.47,512233.16,Current
LON0000958,CUS0007968,PRD-LN04,BR0009,7376636.78,10.31,84,2024-06-14,2031-05-09,123645.7,3653491.36,Current
LON0000959,CUS0007735,PRD-LN03,BR0036,8370411.4,20.59,36,2021-12-27,2024-12-11,313596.51,3011240.1,Current
LON0000960,CUS0005459,PRD-LN04,BR0039,845221.66,9.33,180,2021-07-21,2036-05-03,8739.52,767831.44,Current
LON0000961,CUS0000443,PRD-LN01,BR0035,1416636.1,7.94,240,2023-06-20,2043-03-07,11796.47,1198132.29,Closed
LON0000962,CUS0002581,PRD-LN01,BR0049,1275148.58,6.65,60,2025-01-25,2029-12-30,25039.44,1224224.18,Current
LON0000963,CUS0005781,PRD-LN04,BR0028,6369340.57,13.22,24,2020-11-19,2022-11-09,303468.66,2165635.69,Current
LON0000964,CUS0004413,PRD-LN01,BR0007,345467.33,20.64,48,2024-12-12,2028-11-21,10630.86,116759.84,Current
LON0000965,CUS0008100,PRD-LN02,BR0045,881847.24,19.36,36,2020-02-26,2023-02-10,32485.74,289521.66,Current
LON0000966,CUS0000981,PRD-LN02,BR0043,1763685.78,13.64,84,2021-05-22,2028-04-15,32701.74,966584.67,Late
LON0000967,CUS0000705,PRD-LN02,BR0040,600380.27,19.72,180,2023-07-21,2038-05-03,10420.47,364642.0,Current
LON0000968,CUS0000469,PRD-LN03,BR0024,14338010.28,14.42,120,2021-12-03,2031-10-12,226256.17,3766484.72,Current
LON0000969,CUS0003387,PRD-LN04,BR0006,4909900.14,16.17,12,2023-08-11,2024-08-05,445874.54,2551223.85,Late
LON0000970,CUS0008348,PRD-LN01,BR0049,538635.16,16.81,240,2025-01-08,2044-09-25,7822.97,308355.17,Current
LON0000971,CUS0009412,PRD-LN03,BR0005,9960883.47,21.91,24,2024-04-27,2026-04-17,516309.65,4251758.3,Current
LON0000972,CUS0007961,PRD-LN02,BR0015,1944106.8,20.78,48,2022-04-03,2026-03-13,59970.81,873122.19,Current
LON0000973,CUS0000003,PRD-LN03,BR0010,3869665.84,12.34,60,2025-05-05,2030-04-09,86744.91,552920.56,Current
LON0000974,CUS0004603,PRD-LN02,BR0038,1909597.03,9.32,24,2023-11-03,2025-10-23,87520.09,574480.77,Current
LON0000975,CUS0009189,PRD-LN03,BR0041,10053164.06,4.72,240,2020-01-17,2039-10-04,64801.32,10037284.32,Current
LON0000976,CUS0003257,PRD-LN02,BR0022,594520.22,8.52,180,2023-10-10,2038-07-23,5861.45,491765.44,Current
LON0000977,CUS0005845,PRD-LN03,BR0017,13611012.99,18.36,120,2022-01-30,2031-12-09,248413.62,7025574.98,Default
LON0000978,CUS0008422,PRD-LN04,BR0048,4170142.28,8.41,360,2021-03-08,2050-10-02,31799.18,2282225.15,Current
LON0000979,CUS0006080,PRD-LN01,BR0031,965519.94,10.02,36,2025-12-07,2028-11-21,31163.68,226749.82,Late
LON0000980,CUS0007323,PRD-LN03,BR0038,7784952.14,18.34,240,2020-11-29,2040-08-16,122186.9,5274746.63,Current
LON0000981,CUS0007776,PRD-LN03,BR0019,2108117.35,8.61,36,2020-06-11,2023-05-27,66655.58,1766663.72,Current
LON0000982,CUS0003989,PRD-LN04,BR0042,7882627.05,19.58,84,2025-03-20,2032-02-12,173055.19,5723115.43,Current
LON0000983,CUS0006513,PRD-LN03,BR0030,6006582.18,15.51,36,2025-08-18,2028-08-02,209723.41,751161.57,Current
LON0000984,CUS0005892,PRD-LN02,BR0030,1704790.33,12.82,360,2022-11-09,2052-06-04,18618.83,1614452.22,Current
LON0000985,CUS0004012,PRD-LN01,BR0018,1313558.57,13.36,12,2024-09-27,2025-09-22,117545.45,1302377.78,Late
LON0000986,CUS0004350,PRD-LN03,BR0014,5083387.06,21.8,120,2022-02-06,2031-12-16,104380.68,5022425.84,Current
LON0000987,CUS0006321,PRD-LN02,BR0036,1647939.54,6.59,36,2023-08-03,2026-07-18,50575.24,1117430.83,Current
LON0000988,CUS0002715,PRD-LN03,BR0002,13308525.51,21.58,84,2022-11-23,2029-10-17,308322.02,7763135.95,Current
LON0000989,CUS0007509,PRD-LN01,BR0045,149342.83,10.74,240,2023-12-28,2043-09-14,1515.16,43746.92,Current
LON0000990,CUS0008584,PRD-LN03,BR0021,13664786.74,12.2,120,2025-12-26,2035-11-04,197633.11,2876514.96,Closed
LON0000991,CUS0009059,PRD-LN02,BR0016,608179.58,11.14,180,2025-04-03,2040-01-15,6966.11,506039.37,Current
LON0000992,CUS0005075,PRD-LN02,BR0018,1929571.59,4.09,60,2023-01-13,2027-12-18,35614.42,1374100.18,Default
LON0000993,CUS0004246,PRD-LN03,BR0010,3763903.44,18.6,120,2024-11-01,2034-09-10,69280.57,897318.33,Current
LON0000994,CUS0008455,PRD-LN04,BR0020,3977721.44,21.89,180,2020-07-03,2035-04-16,75475.34,2030075.97,Current
LON0000995,CUS0007403,PRD-LN01,BR0038,621936.56,16.72,120,2022-09-04,2032-07-13,10699.02,235304.91,Current
LON0000996,CUS0006431,PRD-LN01,BR0017,354559.95,14.3,120,2023-06-12,2033-04-20,5569.26,131202.72,Current
LON0000997,CUS0006694,PRD-LN02,BR0042,1025687.3,6.98,36,2021-08-03,2024-07-18,31660.87,877275.12,Current
LON0000998,CUS0008779,PRD-LN04,BR0018,8695749.6,4.38,120,2025-03-02,2035-01-09,89619.21,8386520.76,Current
LON0000999,CUS0007733,PRD-LN04,BR0029,1739318.99,16.76,60,2025-01-19,2029-12-24,43002.42,703077.16,Current
LON0001000,CUS0007504,PRD-LN01,BR0040,1305730.44,20.87,12,2025-10-12,2026-10-07,121500.04,569450.5,Current
LON0001001,CUS0000189,PRD-LN03,BR0027,12496779.89,18.64,360,2023-02-06,2052-09-01,194874.96,8121099.81,Current
LON0001002,CUS0002121,PRD-LN03,BR0016,8552291.62,8.29,240,2023-05-11,2043-01-26,73086.01,2527067.01,Late
LON0001003,CUS0006244,PRD-LN04,BR0034,5138210.48,15.75,120,2024-07-30,2034-06-08,85272.96,3180449.79,Current
LON0001004,CUS0007989,PRD-LN01,BR0015,1392805.82,19.29,48,2025-08-08,2029-07-18,41858.5,691428.74,Closed
LON0001005,CUS0002560,PRD-LN02,BR0044,408203.66,5.37,48,2021-05-14,2025-04-23,9469.21,197372.41,Closed
LON0001006,CUS0008986,PRD-LN02,BR0008,1298244.53,5.65,12,2024-07-12,2025-07-07,111526.53,941873.9,Current
LON0001007,CUS0000161,PRD-LN04,BR0033,8192585.13,18.38,120,2023-08-11,2033-06-19,149628.37,4576035.31,Current
LON0001008,CUS0007175,PRD-LN03,BR0025,10919475.59,6.45,24,2023-02-25,2025-02-14,486174.98,4737892.8,Current
LON0001009,CUS0004022,PRD-LN04,BR0050,5236429.18,7.16,12,2023-01-08,2024-01-03,453477.51,2671936.42,Current
LON0001010,CUS0008419,PRD-LN03,BR0046,8022810.12,15.52,240,2025-11-28,2045-08-15,108738.79,6026500.91,Late
LON0001011,CUS0005448,PRD-LN02,BR0027,1442712.87,6.38,60,2020-10-27,2025-10-01,28147.31,1144039.1,Closed
LON0001012,CUS0009400,PRD-LN04,BR0033,9582646.96,5.69,12,2020-04-07,2021-04-02,823379.45,7426765.89,Current
LON0001013,CUS0005778,PRD-LN03,BR0036,11765081.46,10.64,240,2023-01-09,2042-09-26,118568.68,9954662.53,Current
LON0001014,CUS0007128,PRD-LN02,BR0020,1301143.38,9.78,180,2024-03-30,2039-01-11,13807.55,676446.04,Current
LON0001015,CUS0000090,PRD-LN02,BR0044,2479259.11,13.21,84,2020-08-19,2027-07-14,45386.13,2455994.54,Late
LON0001016,CUS0004713,PRD-LN04,BR0036,8938464.55,20.67,240,2020-01-11,2039-09-28,156562.83,6817577.42,Current
LON0001017,CUS0007716,PRD-LN03,BR0006,3375485.76,8.83,120,2023-01-26,2032-12-04,42449.29,1730897.47,Closed
LON0001018,CUS0002837,PRD-LN04,BR0010,1188977.87,6.82,60,2021-10-12,2026-09-16,23442.34,1027251.2,Current
LON0001019,CUS0003248,PRD-LN04,BR0049,849830.11,7.7,84,2024-09-24,2031-08-19,13118.97,476210.0,Current
LON0001020,CUS0003355,PRD-LN02,BR0030,377313.27,13.31,36,2020-03-30,2023-03-15,12769.59,300001.53,Current
LON0001021,CUS0009003,PRD-LN04,BR0022,5576938.16,14.97,240,2020-02-27,2039-11-14,73312.95,5304085.2,Current
LON0001022,CUS0008866,PRD-LN02,BR0008,2385554.06,14.06,12,2025-02-06,2026-02-01,214259.38,1150744.67,Current
LON0001023,CUS0005952,PRD-LN02,BR0047,2266127.48,21.32,60,2023-05-14,2028-04-17,61714.99,607583.94,Current
LON0001024,CUS0005120,PRD-LN03,BR0039,11254742.41,3.6,240,2025-09-14,2045-06-01,65852.79,1709944.88,Current
LON0001025,CUS0008564,PRD-LN02,BR0029,1645740.14,18.15,60,2023-02-01,2028-01-06,41925.39,178463.75,Current
LON0001026,CUS0000746,PRD-LN04,BR0024,8219894.81,4.06,240,2025-09-16,2045-06-03,50071.21,7806532.17,Current
LON0001027,CUS0001823,PRD-LN03,BR0040,2189818.76,5.46,180,2020-10-18,2035-08-01,17846.2,2026406.07,Late
LON0001028,CUS0006987,PRD-LN03,BR0009,6883978.63,15.63,36,2023-10-29,2026-10-13,240764.65,1613393.39,Current
LON0001029,CUS0002521,PRD-LN03,BR0004,2773874.84,9.82,24,2021-02-15,2023-02-05,127769.92,2636555.33,Current
LON0001030,CUS0001834,PRD-LN04,BR0012,8536716.35,12.72,120,2020-06-30,2030-05-09,126056.39,4675278.96,Current
LON0001031,CUS0008529,PRD-LN04,BR0016,5024820.14,17.92,60,2025-07-06,2030-06-10,127378.83,3185099.18,Current
LON0001032,CUS0006740,PRD-LN01,BR0049,565947.55,6.21,180,2020-04-09,2035-01-21,4840.23,168544.07,Current
LON0001033,CUS0005255,PRD-LN04,BR0029,7897714.45,14.31,36,2022-07-25,2025-07-09,271115.8,2978524.22,Current
LON0001034,CUS0002147,PRD-LN01,BR0050,378868.48,16.82,240,2021-04-22,2041-01-07,5505.44,103847.28,Current
LON0001035,CUS0005266,PRD-LN03,BR0005,14088788.9,6.6,360,2021-09-10,2051-04-06,89979.29,6943511.54,Current
LON0001036,CUS0001073,PRD-LN04,BR0003,8628827.98,8.09,60,2025-02-09,2030-01-14,175333.42,6281031.57,Current
LON0001037,CUS0002496,PRD-LN02,BR0045,1087410.61,21.48,12,2024-08-11,2025-08-06,101503.58,471217.75,Closed
LON0001038,CUS0001357,PRD-LN01,BR0034,360250.87,7.02,84,2025-05-26,2032-04-19,5440.67,136211.68,Current
LON0001039,CUS0002322,PRD-LN01,BR0013,880623.01,9.12,36,2023-04-21,2026-04-05,28052.78,373853.19,Closed
LON0001040,CUS0009977,PRD-LN03,BR0029,9494453.32,13.44,36,2020-11-26,2023-11-11,321921.53,2394680.94,Current
LON0001041,CUS0006515,PRD-LN03,BR0007,14469115.43,6.51,360,2021-04-17,2050-11-11,91549.83,3786070.6,Current
LON0001042,CUS0009728,PRD-LN01,BR0046,220376.26,14.91,240,2025-01-13,2044-09-30,2887.25,163678.9,Current
LON0001043,CUS0002657,PRD-LN02,BR0044,738322.75,13.55,48,2021-03-29,2025-03-08,20009.49,732071.37,Current
LON0001044,CUS0003708,PRD-LN03,BR0024,7042762.32,13.53,240,2023-03-17,2042-12-02,85184.59,2231109.61,Current
LON0001045,CUS0004809,PRD-LN04,BR0005,3097173.21,20.32,180,2021-03-24,2036-01-05,55129.17,2291935.39,Current
LON0001046,CUS0006820,PRD-LN01,BR0012,71320.36,6.82,120,2020-09-16,2030-07-26,821.49,30315.19,Current
LON0001047,CUS0007260,PRD-LN02,BR0044,925145.54,4.93,48,2020-07-28,2024-07-07,21276.13,242921.49,Current
LON0001048,CUS0004511,PRD-LN01,BR0001,599362.76,21.88,180,2025-08-25,2040-06-07,11368.1,589174.95,Current
LON0001049,CUS0008757,PRD-LN03,BR0031,1804767.69,12.19,84,2023-09-26,2030-08-20,32042.75,592748.19,Current
LON0001050,CUS0007097,PRD-LN01,BR0029,1305871.43,5.28,12,2024-07-13,2025-07-08,111960.0,850280.01,Closed
LON0001051,CUS0000378,PRD-LN04,BR0002,982683.02,9.91,120,2022-03-17,2032-01-24,12937.3,102481.01,Current
LON0001052,CUS0008784,PRD-LN04,BR0024,7621535.73,16.18,12,2025-06-30,2026-06-25,692157.84,1486318.48,Current
LON0001053,CUS0008876,PRD-LN02,BR0026,713099.84,12.83,60,2021-09-05,2026-08-10,16163.22,116636.79,Late
LON0001054,CUS0002314,PRD-LN02,BR0038,696126.45,21.43,240,2025-09-15,2045-06-02,12611.88,496000.79,Current
LON0001055,CUS0001651,PRD-LN04,BR0006,8278575.61,20.94,240,2021-05-15,2041-01-30,146770.55,4338853.5,Current
LON0001056,CUS0009542,PRD-LN03,BR0018,5472853.48,21.56,180,2023-01-20,2037-11-02,102484.38,1592930.4,Current
LON0001057,CUS0006751,PRD-LN02,BR0005,2384057.2,16.18,360,2021-10-19,2051-05-15,32406.04,2131188.68,Current
LON0001058,CUS0002898,PRD-LN02,BR0009,776328.78,6.13,240,2022-11-08,2042-07-26,5620.24,683471.11,Current
LON0001059,CUS0008060,PRD-LN02,BR0015,2101937.09,14.58,360,2026-03-22,2055-10-16,25873.27,1531493.17,Current
LON0001060,CUS0003150,PRD-LN01,BR0028,987529.62,16.84,12,2020-09-21,2021-09-16,89992.43,463034.91,Current
LON0001061,CUS0002924,PRD-LN03,BR0041,10882277.92,8.95,36,2022-11-24,2025-11-08,345800.35,4421450.3,Current
LON0001062,CUS0009722,PRD-LN03,BR0021,10132758.87,20.29,36,2022-10-15,2025-09-29,378068.54,3275694.74,Late
LON0001063,CUS0005417,PRD-LN02,BR0009,1488288.14,5.09,240,2022-03-21,2041-12-06,9896.19,417304.69,Current
LON0001064,CUS0001917,PRD-LN04,BR0040,7013718.3,13.01,180,2026-02-02,2040-11-15,88786.68,2527670.01,Current
LON0001065,CUS0006549,PRD-LN01,BR0030,1040511.32,21.49,12,2024-07-13,2025-07-08,97130.8,663957.87,Current
LON0001066,CUS0009391,PRD-LN01,BR0023,640744.03,5.42,360,2022-09-20,2052-04-15,3605.98,438432.92,Current
LON0001067,CUS0008206,PRD-LN04,BR0044,7232833.74,21.22,84,2025-08-28,2032-07-22,165968.87,5528986.71,Current
LON0001068,CUS0004699,PRD-LN04,BR0040,5360792.18,5.08,360,2024-08-09,2054-03-05,29040.56,3847152.32,Late
LON0001069,CUS0001553,PRD-LN02,BR0045,1729235.02,19.56,36,2024-06-05,2027-05-21,63877.55,1000830.69,Current
LON0001070,CUS0002600,PRD-LN04,BR0043,8425214.24,16.23,84,2024-07-13,2031-06-07,168447.69,2355563.66,Current
LON0001071,CUS0005985,PRD-LN02,BR0029,513514.36,14.17,60,2021-08-31,2026-08-05,11993.89,227421.48,Current
LON0001072,CUS0004676,PRD-LN02,BR0046,1806710.64,12.0,84,2021-05-06,2028-03-30,31893.38,445351.17,Current
LON0001073,CUS0009058,PRD-LN03,BR0014,2559312.04,3.95,12,2025-11-09,2026-11-04,217866.71,2554245.82,Current
LON0001074,CUS0002296,PRD-LN04,BR0027,7062527.59,3.82,12,2020-11-12,2021-11-07,600792.88,4744235.69,Current
LON0001075,CUS0002790,PRD-LN01,BR0001,1141191.98,17.14,360,2021-08-20,2051-03-16,16399.45,572277.9,Current
LON0001076,CUS0001443,PRD-LN01,BR0039,277448.57,14.25,180,2024-03-15,2038-12-27,3741.62,89612.58,Current
LON0001077,CUS0009539,PRD-LN02,BR0009,1344474.7,12.63,60,2021-08-02,2026-07-07,30336.88,560197.06,Current
LON0001078,CUS0002086,PRD-LN01,BR0015,837274.44,20.41,120,2020-06-17,2030-04-26,16409.06,658637.65,Closed
LON0001079,CUS0007844,PRD-LN01,BR0015,742161.55,4.74,60,2025-02-01,2030-01-06,13917.27,391071.72,Current
LON0001080,CUS0006893,PRD-LN03,BR0015,14634445.29,21.83,12,2025-07-28,2026-07-23,1368504.77,9397489.02,Current
LON0001081,CUS0005216,PRD-LN01,BR0008,933678.28,14.42,12,2022-07-02,2023-06-27,84016.9,135078.91,Current
LON0001082,CUS0008644,PRD-LN01,BR0037,1053413.3,5.41,120,2021-03-02,2031-01-09,11385.38,640719.42,Current
LON0001083,CUS0009788,PRD-LN04,BR0008,7880551.19,9.73,48,2024-10-25,2028-10-04,198850.85,3098064.25,Current
LON0001084,CUS0009177,PRD-LN03,BR0024,5655838.91,19.84,60,2022-07-09,2027-06-13,149342.06,2353752.6,Current
LON0001085,CUS0009444,PRD-LN01,BR0018,1359188.63,6.84,12,2022-07-06,2023-07-01,117505.94,165448.06,Current
LON0001086,CUS0003583,PRD-LN02,BR0049,2242519.07,5.66,120,2021-02-26,2031-01-05,24515.4,1386117.66,Current
LON0001087,CUS0000959,PRD-LN04,BR0048,2814036.75,20.52,36,2022-10-09,2025-09-23,105326.77,775772.62,Current
LON0001088,CUS0000364,PRD-LN03,BR0016,3057464.14,6.18,84,2023-02-01,2029-12-26,44929.43,2398842.66,Current
LON0001089,CUS0008940,PRD-LN01,BR0017,1175204.5,19.52,12,2022-10-15,2023-10-10,108594.69,247240.85,Current
LON0001090,CUS0001963,PRD-LN02,BR0003,460863.3,5.96,180,2021-05-27,2036-03-09,3879.07,314314.17,Current
LON0001091,CUS0003420,PRD-LN03,BR0043,9608578.11,3.85,120,2021-10-19,2031-08-28,96598.67,8041477.32,Late
LON0001092,CUS0008569,PRD-LN04,BR0040,4991482.04,9.54,120,2022-06-27,2032-05-05,64697.92,1660561.45,Current
LON0001093,CUS0004591,PRD-LN04,BR0018,6268016.75,5.81,24,2022-03-04,2024-02-22,277266.01,4212616.61,Current
LON0001094,CUS0003853,PRD-LN01,BR0006,81858.74,20.72,24,2022-05-21,2024-05-10,4195.12,28853.79,Current
LON0001095,CUS0007347,PRD-LN04,BR0015,5433600.49,4.08,240,2023-10-02,2043-06-19,33156.05,2767396.34,Current
LON0001096,CUS0001752,PRD-LN04,BR0012,6566733.54,4.42,36,2025-08-13,2028-07-28,195105.43,3319519.75,Closed
LON0001097,CUS0006690,PRD-LN01,BR0002,1351512.15,5.98,48,2024-08-31,2028-08-10,31727.91,1286465.23,Current
LON0001098,CUS0009075,PRD-LN01,BR0040,1158243.1,7.75,120,2025-06-27,2035-05-06,13900.15,425428.02,Current
LON0001099,CUS0004282,PRD-LN01,BR0041,412008.83,17.55,36,2022-09-18,2025-09-02,14802.26,290745.84,Closed
LON0001100,CUS0001097,PRD-LN03,BR0029,14744120.78,19.91,180,2024-04-23,2039-02-04,257970.65,6399217.92,Current
LON0001101,CUS0005350,PRD-LN03,BR0023,2545251.82,18.76,120,2024-08-30,2034-07-09,47114.28,697493.47,Current
LON0001102,CUS0002812,PRD-LN01,BR0041,1268560.16,21.99,36,2023-10-02,2026-09-16,48440.32,1108200.9,Current
LON0001103,CUS0003550,PRD-LN04,BR0048,5635678.23,12.68,360,2020-10-30,2050-05-26,60935.43,3701178.41,Current
LON0001104,CUS0001043,PRD-LN01,BR0002,203073.17,13.53,60,2026-02-27,2031-02-01,4675.82,196207.95,Current
LON0001105,CUS0005414,PRD-LN01,BR0044,925483.24,17.32,24,2023-04-09,2025-03-29,45900.42,245893.54,Current
LON0001106,CUS0008832,PRD-LN03,BR0012,3843742.16,4.16,84,2026-01-29,2032-12-23,52822.93,1240644.24,Current
LON0001107,CUS0004769,PRD-LN02,BR0002,1730310.96,4.16,360,2024-09-08,2054-04-04,8421.17,1589091.76,Current
LON0001108,CUS0005289,PRD-LN03,BR0016,11973508.28,9.94,12,2024-04-13,2025-04-08,1052327.51,11915662.18,Current
LON0001109,CUS0009426,PRD-LN03,BR0015,2835676.13,13.68,360,2022-06-20,2052-01-14,32882.23,2371168.32,Current
LON0001110,CUS0004228,PRD-LN01,BR0050,1046180.16,9.65,60,2025-06-02,2030-05-07,22048.5,668349.07,Current
LON0001111,CUS0002435,PRD-LN01,BR0004,150512.2,14.96,36,2022-03-29,2025-03-13,5214.61,102241.04,Current
LON0001112,CUS0000058,PRD-LN03,BR0040,14017789.0,12.05,24,2024-06-18,2026-06-08,660193.36,11441767.93,Current
LON0001113,CUS0000607,PRD-LN03,BR0049,3347551.21,15.88,36,2020-08-18,2023-08-03,117491.74,932029.67,Current
LON0001114,CUS0001695,PRD-LN02,BR0022,1249560.01,14.68,24,2023-08-29,2025-08-18,60397.17,765593.71,Current
LON0001115,CUS0001013,PRD-LN03,BR0012,2409777.98,3.63,120,2021-03-24,2031-01-31,23976.33,859632.93,Closed
LON0001116,CUS0007419,PRD-LN03,BR0048,11253906.79,20.35,360,2022-10-09,2052-05-04,191296.84,7313218.96,Current
LON0001117,CUS0005231,PRD-LN02,BR0028,540332.8,14.17,60,2020-10-28,2025-10-02,12620.27,145362.22,Current
LON0001118,CUS0007560,PRD-LN04,BR0002,8278439.66,5.19,120,2026-03-24,2036-01-31,88576.53,4392629.11,Current
