ticket_id,customer_id,assigned_employee_id,category,channel,priority,status,opened_at,closed_at,subject,csat_score
TCK0000793,CUS0001796,EMP00500,ATM dispute,Call Center,Medium,Open,2024-07-28T13:45:00,,[Branch service complaint] กะเพราแมลงหน้าที่ไต้หวันคู่ ,
TCK0000794,CUS0002636,EMP00317,Fee inquiry,Call Center,Medium,In Progress,2025-04-10T16:46:00,,[Mobile banking issue] ศาลากลางแม่มดซ่อนรถทัวร์กลหาม้ายโรงสี ,
TCK0000795,CUS0009807,EMP00463,Account closure,Call Center,Critical,Resolved,2025-05-18T14:54:00,2025-05-25T04:54:00,[Account closure] น้ำเย็นเคเอฟซีดูกรรมการร่างกาย ,4.0
TCK0000796,CUS0001936,EMP00354,Mobile banking issue,Branch,Medium,Escalated,2024-02-12T08:10:00,,[Loan inquiry] ดาวเทียมสำนักงานแถบสหภาพแก้วกำบันได ,
TCK0000797,CUS0003729,EMP00424,PromptPay issue,LINE OA,Medium,Resolved,2024-08-28T14:44:00,2024-08-29T19:44:00,[Branch service complaint] เขยื้อนต่อตับกล่าวขี้ไคลเชื้อโรครัฐประหารกีฬา ,3.0
TCK0000798,CUS0005309,EMP00293,Branch service complaint,Email,Critical,Resolved,2025-05-02T14:54:00,2025-05-07T23:54:00,[Card lost/stolen] ต่อร่มรื่นรู้จักคอกฉีดสารวัตรแม่มด ,5.0
TCK0000799,CUS0000720,EMP00466,ATM dispute,Email,Critical,Closed,2025-10-20T14:59:00,2025-10-22T08:59:00,[Loan inquiry] อาสาห่วงใยทหารแข็งกตัญญูใหม่แจ่มใสลืมคาว ,
TCK0000800,CUS0003636,EMP00088,Branch service complaint,Branch,Critical,Open,2025-11-27T21:38:00,,[Loan inquiry] ตัวอย่างกับใบไม้ถีบ ,
TCK0000801,CUS0003499,EMP00060,Fraud report,Call Center,Medium,Resolved,2024-06-30T21:16:00,2024-07-05T17:16:00,[Statement request] แกะหล่นระเบียงศาลากลางเห็นสหภาพทำสวนแม้ ,4.0
TCK0000802,CUS0002243,EMP00259,Fee inquiry,Call Center,Medium,In Progress,2025-10-09T15:00:00,,[Fraud report] กล่องกล้าชาวเผื่อทุ่มย้ำตีนแกะ ,
TCK0000803,CUS0008609,EMP00097,Statement request,Mobile App,Low,Open,2025-01-01T10:31:00,,[ATM dispute] ลูกรากวิ่งหาม้ายร่างกายตั้งแต่ ,
TCK0000804,CUS0005506,EMP00255,Account closure,LINE OA,Critical,Resolved,2024-11-02T20:53:00,2024-11-07T00:53:00,[Mobile banking issue] ชูเดี่ยวสีแดงคั่วลูกตาลูกชิ้น ,1.0
TCK0000805,CUS0004041,EMP00335,PromptPay issue,Email,Medium,In Progress,2024-04-13T18:37:00,,[PromptPay issue] ประพฤติหอยพนมมือดำแม่อายุข้าว ,
TCK0000806,CUS0004694,EMP00179,PromptPay issue,Mobile App,Medium,Resolved,2024-06-20T18:12:00,2024-06-23T21:12:00,[Statement request] ห้างตับติดจาก ,5.0
TCK0000807,CUS0009542,EMP00019,Card lost/stolen,Email,Medium,Resolved,2025-12-02T08:52:00,2025-12-08T08:52:00,[Loan inquiry] สาธารณรัฐหลบแม้ทหารสุขภาพวินโดวส์เอิด ,
TCK0000808,CUS0009897,EMP00003,Mobile banking issue,Mobile App,Critical,Closed,2024-01-25T00:58:00,2024-01-28T05:58:00,[Loan inquiry] ไอโอเอสต่อคนตาย ,3.0
TCK0000809,CUS0005331,EMP00301,Card lost/stolen,Email,Low,In Progress,2024-07-08T20:44:00,,[PromptPay issue] กล้ากรดไหลย้อนตู่รังแก ,
TCK0000810,CUS0006161,EMP00098,PromptPay issue,Call Center,High,Resolved,2024-05-13T10:30:00,2024-05-17T08:30:00,[Branch service complaint] พยาธิไต้เป้าโดยสหภาพดึก ,4.0
TCK0000811,CUS0000438,EMP00228,Fee inquiry,Call Center,Low,Closed,2025-09-17T07:29:00,2025-09-25T19:29:00,[Card lost/stolen] ปิ่นโตตกลงยูทูบแกะข้าวตั้งแต่ ,5.0
TCK0000812,CUS0002935,EMP00255,PromptPay issue,Mobile App,Critical,Resolved,2025-01-23T00:50:00,2025-01-29T13:50:00,[Statement request] ตั้งแต่เรื่อยเอสซีบีคลานกีฬา ,
TCK0000813,CUS0004270,EMP00400,Loan inquiry,Email,Medium,Closed,2024-07-07T09:39:00,2024-07-09T19:39:00,[Fee inquiry] เรียงทดน้อง ,2.0
TCK0000814,CUS0003676,EMP00024,Fraud report,Branch,Medium,Closed,2024-08-12T11:40:00,2024-08-19T06:40:00,[ATM dispute] งมเงาตีนรถบัสแรงงานแก้ ,3.0
TCK0000815,CUS0005545,EMP00242,Card lost/stolen,LINE OA,High,Resolved,2024-08-29T01:59:00,2024-09-03T22:59:00,[ATM dispute] ผู้ร้ายก้างดองพ่อ ,
TCK0000816,CUS0001264,EMP00486,ATM dispute,Mobile App,Critical,Open,2026-01-24T07:00:00,,[Fraud report] สีหยอกชุมนุมเศษอาหารเศรษฐกิจ ,
TCK0000817,CUS0009427,EMP00009,Mobile banking issue,Mobile App,High,Open,2025-09-19T13:57:00,,[ATM dispute] แท็บลอยด์ติดสำหรับซ่อน ,
TCK0000818,CUS0000499,EMP00127,Loan inquiry,Branch,Critical,Resolved,2024-01-11T02:37:00,2024-01-15T10:37:00,[Account closure] แม่โผล่ถางเฉยที่ดินนั่งก้าง ,
TCK0000819,CUS0007624,EMP00234,Statement request,Mobile App,Low,Closed,2026-02-17T10:38:00,2026-02-22T18:38:00,[Card lost/stolen] แปรงดองศาลากลางและผีกอนุบาลคนตาย ,
TCK0000820,CUS0005338,EMP00073,Account closure,Mobile App,Low,Closed,2025-11-05T04:48:00,2025-11-08T14:48:00,[Mobile banking issue] แม่แมคเตียนราก ,2.0
TCK0000821,CUS0002606,EMP00127,Fraud report,LINE OA,Low,In Progress,2026-03-13T10:13:00,,[PromptPay issue] ขนมชาวดำอ่อนหวาน ,
TCK0000822,CUS0008082,EMP00144,Fraud report,Branch,Medium,Open,2024-03-30T12:00:00,,[Fee inquiry] ศิษย์เทเลแกรมประสบการณ์ธาตุ ,
TCK0000823,CUS0005652,EMP00061,Fee inquiry,Email,Critical,Closed,2024-12-07T18:44:00,2024-12-16T20:44:00,[Fraud report] กลางคืนยีราฟผิดศาลากลางซ่อนก้างถกเถียงปิ่นโต ,3.0
TCK0000824,CUS0001736,EMP00024,Account closure,Branch,High,Closed,2026-04-03T14:04:00,2026-04-09T11:04:00,[Fee inquiry] เขยื้อนครูลืมคาวแต่งกิโลเมตรปี่ ,3.0
TCK0000825,CUS0007387,EMP00464,Branch service complaint,Call Center,Medium,Open,2025-03-26T08:39:00,,[Mobile banking issue] รถบัสขี้ไคลยาดอกไม้ ,
TCK0000826,CUS0006576,EMP00201,Statement request,Mobile App,Low,Resolved,2024-05-24T15:35:00,2024-05-27T19:35:00,[Card lost/stolen] รากรู้จักใจประสบการณ์ร่างกายลูกตา ,4.0
TCK0000827,CUS0000454,EMP00484,Loan inquiry,Email,Medium,Closed,2025-04-05T22:51:00,2025-04-13T05:51:00,[Loan inquiry] กะละมังบาดลืมคาวเย็บโผล่รถทัวร์ ,4.0
TCK0000828,CUS0001162,EMP00186,Loan inquiry,Call Center,High,Resolved,2026-01-11T15:17:00,2026-01-21T13:17:00,[Account closure] เล่มเช้าห่มผ้ารัฐบาลผลเขยิบเขยื้อน ,1.0
TCK0000829,CUS0006780,EMP00321,PromptPay issue,Mobile App,Low,Closed,2025-01-03T05:32:00,2025-01-07T18:32:00,[Card lost/stolen] หนุนอ่อนหวานเศษ ,3.0
TCK0000830,CUS0005461,EMP00095,Loan inquiry,Email,Low,Closed,2025-01-26T17:12:00,2025-02-05T16:12:00,[PromptPay issue] ยันผลิตแผนที่ผีกแคะ ,4.0
TCK0000831,CUS0007145,EMP00250,Card lost/stolen,Branch,Medium,Escalated,2025-05-11T07:16:00,,[Loan inquiry] จัดขี้ดินคาวแก้ว ,
TCK0000832,CUS0008536,EMP00087,Account closure,LINE OA,Medium,Closed,2024-01-06T13:43:00,2024-01-07T15:43:00,[Fraud report] ข้าวเจ้ามลายูอ่อนหวานโควิดถึงสีเทาหลบ ,4.0
TCK0000833,CUS0005690,EMP00377,ATM dispute,Mobile App,Low,Resolved,2024-03-20T02:49:00,2024-03-25T00:49:00,[Card lost/stolen] ตอกพนมมือพิพักพิพ่วน ,3.0
TCK0000834,CUS0006383,EMP00276,Fee inquiry,Email,Critical,In Progress,2025-02-18T07:02:00,,[Loan inquiry] ไข่โผล่สุขภาพเขยิบ ,
TCK0000835,CUS0007594,EMP00374,Mobile banking issue,Call Center,Critical,Resolved,2024-11-29T12:12:00,2024-12-08T09:12:00,[Mobile banking issue] พักผ่อนสนองแปรงทั่วร่างกายโง่ ,3.0
TCK0000836,CUS0001858,EMP00440,Loan inquiry,LINE OA,Critical,Closed,2024-09-24T12:39:00,2024-09-28T13:39:00,[Loan inquiry] ด้วยสหภาพกะเพรากินแถบแต่ห่มผ้า ,
TCK0000837,CUS0009430,EMP00178,Fraud report,LINE OA,High,Resolved,2024-05-12T02:03:00,2024-05-15T14:03:00,[PromptPay issue] ขี้ไคลกลเทเลแกรมเคารพเฉยห้องเรียน ,4.0
TCK0000838,CUS0007559,EMP00006,Statement request,Branch,Critical,Closed,2025-05-22T21:07:00,2025-05-29T07:07:00,[Fraud report] แก่สีเทาวัฒนธรรมผลกำไรเอิด ,1.0
TCK0000839,CUS0005702,EMP00068,Mobile banking issue,Email,High,Closed,2026-03-04T19:09:00,2026-03-05T10:09:00,[Branch service complaint] คาวฉีดรัฐบาลผลิตสำนักงานเตียน ,
TCK0000840,CUS0008229,EMP00052,Account closure,Branch,Medium,Resolved,2024-02-23T05:23:00,2024-02-27T02:23:00,[Fee inquiry] เดี่ยวเดี่ยวพับอนุบาลคู่ยึดหลบ ,2.0
TCK0000841,CUS0005498,EMP00223,Loan inquiry,Call Center,High,Resolved,2026-01-15T02:23:00,2026-01-22T22:23:00,[Fee inquiry] ผลิตคมนาคมวินโดวส์ ,4.0
TCK0000842,CUS0003534,EMP00309,Account closure,Branch,Low,Closed,2024-01-20T22:12:00,2024-01-27T10:12:00,[Mobile banking issue] เดี่ยวหลงหรือเย็บธาตุ ,5.0
TCK0000843,CUS0005249,EMP00451,Statement request,Call Center,Medium,Open,2025-08-17T08:42:00,,[Branch service complaint] ทุ่มรถโดยสารกลางคืนจากสีเทามัสยิด ,
TCK0000844,CUS0003287,EMP00225,Fraud report,LINE OA,High,Closed,2024-12-18T06:18:00,2024-12-24T01:18:00,[PromptPay issue] หายรากปี่เบียร์คนตายการ ,3.0
TCK0000845,CUS0003060,EMP00115,ATM dispute,Branch,Critical,Open,2025-11-09T14:55:00,,[Statement request] แกะเข้ารหัสมัสยิดข้าวหมูแดง ,
TCK0000846,CUS0007286,EMP00307,Fraud report,LINE OA,High,Closed,2024-06-15T02:10:00,2024-06-20T11:10:00,[Loan inquiry] เล่มฉีดปิ่นโตทวิตเตอร์ ,
TCK0000847,CUS0002784,EMP00016,Fraud report,Mobile App,Critical,Closed,2024-10-10T00:37:00,2024-10-20T00:37:00,[Card lost/stolen] โผล่มิตรรถโดยสารกว้าง ,5.0
TCK0000848,CUS0004510,EMP00411,Fraud report,Mobile App,High,Closed,2026-04-10T10:09:00,2026-04-19T09:09:00,[Loan inquiry] ดองสมองวัฒนธรรมทวดยีราฟสลับแมคอินเทอร์เน็ต ,1.0
TCK0000849,CUS0006983,EMP00160,Account closure,Branch,Critical,Resolved,2026-04-21T23:00:00,2026-04-26T12:00:00,[Fee inquiry] เตารถบัสตีนขนมชั้นผู้ร้าย ,1.0
TCK0000850,CUS0008384,EMP00108,Account closure,Email,Medium,Resolved,2025-06-01T00:32:00,2025-06-02T10:32:00,[Branch service complaint] หาบริมกลางตื่นล่อ ,2.0
TCK0000851,CUS0007836,EMP00472,Card lost/stolen,LINE OA,High,In Progress,2026-03-03T09:54:00,,[Statement request] กว้างเฉยครูเย็นตำลึง ,
TCK0000852,CUS0009234,EMP00099,ATM dispute,Branch,Medium,In Progress,2026-04-21T04:22:00,,[Fee inquiry] แต่หรือกิโลเมตรช้าโง่ ,
TCK0000853,CUS0006923,EMP00259,Loan inquiry,Call Center,High,Escalated,2026-01-12T07:31:00,,[Card lost/stolen] เห็นซ่อนยึดย่อเศษปี่ ,
TCK0000854,CUS0000008,EMP00334,Mobile banking issue,Email,High,In Progress,2025-10-21T06:18:00,,[Statement request] งมผสมสหกรณ์กิโลเมตรร่มรื่น ,
TCK0000855,CUS0002174,EMP00118,ATM dispute,Branch,High,Escalated,2026-01-20T12:52:00,,[PromptPay issue] ติดร่มรื่นลูกตาคั่ว ,
TCK0000856,CUS0006064,EMP00362,Card lost/stolen,Mobile App,Medium,Resolved,2024-05-17T17:51:00,2024-05-25T00:51:00,[PromptPay issue] สนองสดชื่นสหภาพชิงชูตอกเขยิบ ,4.0
TCK0000857,CUS0000047,EMP00295,Loan inquiry,Call Center,High,Closed,2026-03-09T20:51:00,2026-03-18T18:51:00,[Fraud report] ประชาธิปไตยหน้ากากการ ,5.0
TCK0000858,CUS0008911,EMP00385,Fraud report,Call Center,Low,Resolved,2025-10-22T13:08:00,2025-10-27T13:08:00,[Mobile banking issue] แผนที่ซ่อมเบิ่งเศรษฐกิจอดไค้หัน ,5.0
TCK0000859,CUS0005318,EMP00247,Loan inquiry,LINE OA,High,In Progress,2025-12-27T19:16:00,,[Card lost/stolen] หุ้มเอสซีบีไต้เหตุตรวจลูกตา ,
TCK0000860,CUS0006682,EMP00280,Fraud report,LINE OA,Low,Escalated,2025-08-20T17:06:00,,[Account closure] เคยล่อเล่มตรวจครองกล ,
TCK0000861,CUS0004522,EMP00153,ATM dispute,Branch,High,Closed,2025-07-14T03:43:00,2025-07-17T21:43:00,[Mobile banking issue] หน้าที่ซ่อนเป็น ,4.0
TCK0000862,CUS0006973,EMP00094,ATM dispute,Branch,High,Resolved,2024-02-29T15:14:00,2024-03-07T23:14:00,[Loan inquiry] ลูกตาเสียบหนุนผสมวินโดวส์เกาหลี ,1.0
TCK0000863,CUS0007227,EMP00082,Fee inquiry,LINE OA,Low,Resolved,2024-10-25T06:41:00,2024-11-01T08:41:00,[Fraud report] ล่อหอยชูหลังคาท้องฟ้าชนิดเครื่องบินขาดเคิ่ง ,3.0
TCK0000864,CUS0008938,EMP00213,Loan inquiry,Call Center,Medium,Resolved,2024-12-26T08:52:00,2025-01-03T05:52:00,[Loan inquiry] ต่อโตยแมลงได้แก่ ,
TCK0000865,CUS0006492,EMP00184,Statement request,Call Center,High,Escalated,2024-10-23T17:23:00,,[Branch service complaint] สหภาพตลอดสุขภาพเช้าสหภาพโต ,
TCK0000866,CUS0006612,EMP00064,Account closure,LINE OA,Medium,Escalated,2024-06-14T20:04:00,,[ATM dispute] คำถามอาสาห่อข้าวชะนีกิ่งไม้และอุปโภค ,
TCK0000867,CUS0002732,EMP00111,Account closure,Mobile App,Critical,Resolved,2025-03-23T23:16:00,2025-03-25T17:16:00,[ATM dispute] ปูเครื่องบินโก๋แก่วาดเคารพกระจายตลอด ,2.0
TCK0000868,CUS0006213,EMP00429,Card lost/stolen,LINE OA,Low,In Progress,2024-01-08T16:32:00,,[Mobile banking issue] อ่อนหวานจากรถถังหมี ,
TCK0000869,CUS0003293,EMP00327,Account closure,LINE OA,Low,Resolved,2024-05-16T17:54:00,2024-05-21T08:54:00,[PromptPay issue] ซี่ดาวเทียมคะแนนศิษย์ ,2.0
TCK0000870,CUS0008743,EMP00023,PromptPay issue,LINE OA,High,In Progress,2025-10-11T13:22:00,,[Fraud report] หน้าต่างเอสซีบีใหม่ ,
TCK0000871,CUS0009309,EMP00122,Fee inquiry,Mobile App,Critical,Open,2024-10-21T19:46:00,,[Loan inquiry] เนื้อกิจกรรมหลบเช้าล่อ ,
TCK0000872,CUS0001854,EMP00280,Fee inquiry,Email,Critical,Resolved,2025-04-01T12:02:00,2025-04-09T20:02:00,[Fraud report] ขัดปีสำนักงานคำสั่งชาวนา ,2.0
TCK0000873,CUS0007773,EMP00018,Statement request,Call Center,Low,In Progress,2025-09-05T06:41:00,,[Mobile banking issue] อดกินเยาวชนสหกรณ์พนมมือดึกผสม ,
TCK0000874,CUS0005680,EMP00107,Fraud report,Branch,High,Closed,2024-06-23T17:49:00,2024-06-28T14:49:00,[Fee inquiry] ฉีดที่ดินขี่ ,1.0
TCK0000875,CUS0007530,EMP00378,PromptPay issue,LINE OA,Critical,Resolved,2024-01-12T20:41:00,2024-01-12T22:41:00,[ATM dispute] แกกลางคืนตีนสด ,
TCK0000876,CUS0006026,EMP00114,PromptPay issue,Mobile App,Low,Resolved,2024-10-20T12:51:00,2024-10-27T03:51:00,[Card lost/stolen] น้ำหวานถึงขันน้ำเพลงสีหึงสา ,5.0
TCK0000877,CUS0000916,EMP00474,Card lost/stolen,Email,High,Escalated,2024-02-06T21:33:00,,[ATM dispute] ชูย้ำแปรงเสรีภาพ ,
TCK0000878,CUS0003490,EMP00147,Statement request,Mobile App,Critical,Resolved,2025-06-23T04:49:00,2025-06-30T00:49:00,[ATM dispute] สดชื่นแลกผสมกลางคำสั่งทำสวน ,3.0
TCK0000879,CUS0009307,EMP00489,Loan inquiry,Call Center,Critical,Closed,2025-01-25T04:47:00,2025-01-27T04:47:00,[Branch service complaint] อวัยวะอิฐกำไร ,
TCK0000880,CUS0000221,EMP00490,Account closure,Branch,Critical,Resolved,2025-10-14T13:29:00,2025-10-15T07:29:00,[Fee inquiry] คบกินโตยมลายูแหย่ ,5.0
TCK0000881,CUS0001623,EMP00017,PromptPay issue,Call Center,Medium,Resolved,2025-11-01T18:45:00,2025-11-07T11:45:00,[Account closure] น้ากิ่งไม้มิตรทดอบอุ่นรังแก ,1.0
TCK0000882,CUS0002644,EMP00105,Card lost/stolen,Email,Low,Resolved,2025-12-07T11:23:00,2025-12-15T05:23:00,[Branch service complaint] คะแนนยูทูบหอย ,1.0
TCK0000883,CUS0000682,EMP00184,Statement request,Email,Medium,Open,2025-03-25T08:43:00,,[PromptPay issue] ขนมชั้นโผล่ร้อนดำศาลากลาง ,
TCK0000884,CUS0008601,EMP00138,PromptPay issue,Call Center,Critical,Resolved,2025-12-26T23:55:00,2026-01-04T22:55:00,[Mobile banking issue] ขี้ดินหยักยาเป้า ,2.0
TCK0000885,CUS0009544,EMP00091,ATM dispute,Email,High,In Progress,2025-12-04T00:33:00,,[Branch service complaint] ตื่นวิชาชีพวิ่งเงากาม ,
TCK0000886,CUS0003166,EMP00094,Statement request,Call Center,Critical,Resolved,2025-12-09T10:28:00,2025-12-18T19:28:00,[Fraud report] ดึกกีฬาผ่อเมตตาดีจาก ,4.0
TCK0000887,CUS0008724,EMP00476,Statement request,Mobile App,High,Closed,2026-02-16T16:25:00,2026-02-23T00:25:00,[Loan inquiry] นั่งระยำแข็งอายุ ,
TCK0000888,CUS0003117,EMP00271,Mobile banking issue,LINE OA,Low,Closed,2024-05-23T02:48:00,2024-05-31T01:48:00,[PromptPay issue] ถึงเหตุกล้านุ่นเมาะมะเขือเทศ ,
TCK0000889,CUS0005020,EMP00172,Branch service complaint,Mobile App,Medium,Escalated,2024-07-23T22:41:00,,[PromptPay issue] พับขี่ห้างกลางคืน ,
TCK0000890,CUS0002011,EMP00042,Card lost/stolen,Mobile App,Low,Resolved,2025-07-30T16:42:00,2025-08-05T18:42:00,[Loan inquiry] สุขภาพรัฐบาลคมนาคมกิ่งไม้น้ำหวานอายุกลอินสตาแกรม ,1.0
TCK0000891,CUS0008777,EMP00157,PromptPay issue,Mobile App,Critical,Closed,2025-05-19T01:15:00,2025-05-25T05:15:00,[Mobile banking issue] อบอุ่นรถทัวร์วินโดวส์ฤดูจะไปพั่งแพ้ ,
TCK0000892,CUS0007749,EMP00203,Branch service complaint,Email,Critical,In Progress,2024-04-24T08:24:00,,[Branch service complaint] แต่งสุดท้ายเชื้อโรค ,
TCK0000893,CUS0007342,EMP00088,Statement request,Mobile App,Critical,Closed,2024-05-17T05:43:00,2024-05-27T04:43:00,[Card lost/stolen] ผักในพิการแลก ,
TCK0000894,CUS0003549,EMP00386,Branch service complaint,Mobile App,Medium,Resolved,2024-08-31T00:04:00,2024-08-31T20:04:00,[Fraud report] โผล่แข้งกระจายอัศจรรย์เย็นขันน้ำกู ,
TCK0000895,CUS0004864,EMP00456,Branch service complaint,Branch,Critical,Closed,2024-04-09T12:18:00,2024-04-09T17:18:00,[Statement request] ห้องเรียนรังแกผิดสมองบอกวิ่งกระจาย ,
TCK0000896,CUS0000641,EMP00282,Fee inquiry,Mobile App,Low,Resolved,2025-04-13T00:29:00,2025-04-21T06:29:00,[Loan inquiry] ดังนี้แหย่ถีบโก๋แก่ ,4.0
TCK0000897,CUS0002386,EMP00246,Loan inquiry,Branch,Medium,In Progress,2024-04-19T16:04:00,,[Fraud report] พิพักพิพ่วนไชโยชิงเกม ,
TCK0000898,CUS0008186,EMP00059,ATM dispute,LINE OA,High,Resolved,2024-09-07T21:49:00,2024-09-16T09:49:00,[Fraud report] กับลูกข้าว ,4.0
TCK0000899,CUS0000669,EMP00164,Fraud report,LINE OA,Critical,Resolved,2024-03-25T19:49:00,2024-03-27T21:49:00,[Fee inquiry] กตัญญูสหภาพแก้วดีนุ่นสม่ำเสมอ ,5.0
TCK0000900,CUS0002478,EMP00424,Mobile banking issue,Email,High,In Progress,2025-02-24T15:59:00,,[Statement request] ห้างอนุบาลวิ่งเช้าเมาะ ,
TCK0000901,CUS0004769,EMP00404,PromptPay issue,Email,Medium,Closed,2024-07-31T11:11:00,2024-08-06T07:11:00,[Branch service complaint] กับควรหอยครองบัดนี้กรรมการพับ ,5.0
TCK0000902,CUS0007981,EMP00102,Account closure,LINE OA,Medium,Resolved,2024-09-07T13:28:00,2024-09-10T00:28:00,[Fraud report] ปูลูกตาตรวจปี่สนองมิตรดอง ,
TCK0000903,CUS0002855,EMP00179,ATM dispute,Email,Medium,Resolved,2025-06-29T17:14:00,2025-07-01T21:14:00,[Card lost/stolen] ตัวอย่างบันไดแกะฤดูอิสลาม ,
TCK0000904,CUS0002133,EMP00068,Account closure,Email,High,Open,2024-09-05T04:05:00,,[Branch service complaint] ตะปูเข้ารหัสซี่พิพักพิพ่วนยูทูบ ,
TCK0000905,CUS0004427,EMP00179,Branch service complaint,Email,Low,In Progress,2025-06-29T14:42:00,,[Card lost/stolen] ไอโอเอสเล่มรากคบปี ,
TCK0000906,CUS0003349,EMP00215,Branch service complaint,LINE OA,Medium,Open,2025-04-06T20:00:00,,[PromptPay issue] นั่งแผนที่พนมมือแกแข้ง ,
TCK0000907,CUS0007786,EMP00471,Mobile banking issue,Mobile App,High,Resolved,2025-07-06T00:08:00,2025-07-08T14:08:00,[Account closure] สีตู้ศาลากลางด้วยเชื้อโรคโตยโผล่ข้าวเจ้า ,3.0
TCK0000908,CUS0005679,EMP00099,Account closure,Email,Low,Resolved,2025-12-30T02:45:00,2026-01-09T00:45:00,[Card lost/stolen] มิตรแคะกรดไหลย้อนบูดหลบอบอุ่นระเบียง ,1.0
TCK0000909,CUS0008812,EMP00107,Fee inquiry,Branch,Low,Closed,2025-09-21T07:41:00,2025-09-23T03:41:00,[Fraud report] หม้อประชาธิปไตยกูทอดมันชุมนุม ,3.0
TCK0000910,CUS0005759,EMP00485,Loan inquiry,Call Center,Medium,Resolved,2026-01-19T18:16:00,2026-01-25T10:16:00,[ATM dispute] กับฝากลูกตาพับทวด ,3.0
TCK0000911,CUS0003230,EMP00247,Loan inquiry,Call Center,Critical,Resolved,2024-08-26T20:44:00,2024-09-04T09:44:00,[Fraud report] ระเบียงใหม่เอสซีบีหลงเคยดีสารวัตร ,4.0
TCK0000912,CUS0001799,EMP00453,Branch service complaint,Mobile App,High,Closed,2026-01-27T11:36:00,2026-02-01T14:36:00,[Account closure] บัดนี้สหกรณ์เฉยหลบสมาคมอ่อนหวาน ,4.0
TCK0000913,CUS0006149,EMP00333,Statement request,Email,Low,Resolved,2026-04-13T15:30:00,2026-04-18T07:30:00,[Card lost/stolen] รถโดยสารตอกปกครอง ,4.0
TCK0000914,CUS0007046,EMP00438,Loan inquiry,Mobile App,Critical,In Progress,2025-12-18T15:48:00,,[Loan inquiry] ทหารบาดวินโดวส์โก๋แก่บูด ,
TCK0000915,CUS0000658,EMP00019,Statement request,Call Center,Medium,Closed,2024-10-02T18:23:00,2024-10-09T08:23:00,[ATM dispute] บัดนี้ซ่อนสหภาพกล่าวขนมชั้นโง่ ,4.0
TCK0000916,CUS0006067,EMP00026,PromptPay issue,Mobile App,Critical,In Progress,2024-07-28T13:17:00,,[Statement request] ลูกชิ้นเขยื้อนเฟซบุ๊กเศรษฐกิจ ,
TCK0000917,CUS0004114,EMP00313,Loan inquiry,LINE OA,Low,Closed,2025-03-14T06:59:00,2025-03-21T06:59:00,[Branch service complaint] คั่วประพฤติอาสาสถานีหน้าที่เพียง ,5.0
TCK0000918,CUS0003615,EMP00212,Statement request,Mobile App,High,Closed,2025-06-14T02:02:00,2025-06-18T13:02:00,[Mobile banking issue] ตะแกรงอุปโภคคาวศาลากลางกับรังแกแต่ ,2.0
TCK0000919,CUS0006775,EMP00064,ATM dispute,Call Center,Critical,In Progress,2025-02-25T12:03:00,,[Fee inquiry] กลางคืนและแผนที่เย็บเผื่อเสียบชิงจาก ,
TCK0000920,CUS0006517,EMP00064,PromptPay issue,Mobile App,High,Resolved,2025-02-22T14:35:00,2025-03-02T05:35:00,[Account closure] โรงสีการอาหารพ่อ ,
TCK0000921,CUS0007590,EMP00230,Fee inquiry,Branch,Low,Closed,2025-02-16T00:07:00,2025-02-22T23:07:00,[Card lost/stolen] เครื่องบินหลงคลาน ,
TCK0000922,CUS0008475,EMP00251,Mobile banking issue,Mobile App,Critical,Closed,2026-03-18T19:50:00,2026-03-20T19:50:00,[PromptPay issue] ผักน้องกว้างกิจกรรม ,2.0
TCK0000923,CUS0008862,EMP00073,Mobile banking issue,Mobile App,Critical,Resolved,2026-03-22T16:18:00,2026-03-31T03:18:00,[Fee inquiry] กามยูทูบเมล็ดทั่วเป็นหุ้ม ,
TCK0000924,CUS0006287,EMP00486,Branch service complaint,LINE OA,High,Closed,2024-04-01T12:20:00,2024-04-03T03:20:00,[Mobile banking issue] แมลงตรวจอบอุ่นตีนบริษัทแถบ ,2.0
TCK0000925,CUS0008555,EMP00397,Fraud report,Branch,Medium,In Progress,2025-03-11T19:55:00,,[Card lost/stolen] แก่ร่างหมีประพฤติทำสวนเงา ,
TCK0000926,CUS0009490,EMP00292,ATM dispute,LINE OA,Low,Closed,2024-02-06T18:13:00,2024-02-11T04:13:00,[ATM dispute] เข้ารหัสทหารสม่ำเสมอหายคลานก้างจะไปพั่งวัง ,2.0
TCK0000927,CUS0005676,EMP00314,Mobile banking issue,Email,Critical,Resolved,2024-04-12T18:08:00,2024-04-19T03:08:00,[Branch service complaint] แรงงานกิ่งไม้ปกครองหรือทอด ,
TCK0000928,CUS0004833,EMP00389,PromptPay issue,Mobile App,Medium,In Progress,2025-09-20T22:37:00,,[PromptPay issue] กล่าวตอกอธิษฐานหลบอิฐเมล็ด ,
TCK0000929,CUS0006400,EMP00470,Card lost/stolen,Branch,Low,Closed,2024-12-24T01:50:00,2024-12-26T00:50:00,[Card lost/stolen] ห้องเรียนหว่านอินเทอร์เน็ตรถโดยสารแข้งวัฒนธรรม ,1.0
TCK0000930,CUS0009986,EMP00031,Statement request,LINE OA,Low,Resolved,2026-04-16T06:27:00,2026-04-19T06:27:00,[Fee inquiry] ชาวทดทรัพย์สินเย็บเห็นรถบัสนุ่นใบไม้ ,3.0
