history_id,customer_id,segment_id,valid_from,valid_to,is_current
CSH0002968,CUS0002968,SEG-MASS,2020-08-05,,True
CSH0002969,CUS0002969,SEG-AFFL,2025-02-21,,True
CSH0002970,CUS0002970,SEG-AFFL,2019-08-21,,True
CSH0002971,CUS0002971,SEG-PRIV,2022-07-16,,True
CSH0002972,CUS0002972,SEG-AFFL,2022-07-26,,True
CSH0002973,CUS0002973,SEG-AFFL,2018-06-10,,True
CSH0002974,CUS0002974,SEG-AFFL,2019-06-09,,True
CSH0002975,CUS0002975,SEG-AFFL,2023-03-18,,True
CSH0002976,CUS0002976,SEG-MAFF,2023-12-29,,True
CSH0002977,CUS0002977,SEG-SME,2021-05-04,,True
CSH0002978,CUS0002978,SEG-MASS,2022-07-29,,True
CSH0002979,CUS0002979,SEG-MASS,2019-04-03,,True
CSH0002980,CUS0002980,SEG-AFFL,2018-07-14,,True
CSH0002981,CUS0002981,SEG-MAFF,2019-02-20,,True
CSH0002982,CUS0002982,SEG-MAFF,2019-08-01,,True
CSH0002983,CUS0002983,SEG-MASS,2020-03-25,,True
CSH0002984,CUS0002984,SEG-CORP,2020-03-22,,True
CSH0002985,CUS0002985,SEG-MAFF,2021-09-20,,True
CSH0002986,CUS0002986,SEG-AFFL,2024-11-01,,True
CSH0002987,CUS0002987,SEG-PRIV,2023-01-04,,True
CSH0002988,CUS0002988,SEG-MAFF,2024-07-15,,True
CSH0002989,CUS0002989,SEG-MASS,2022-12-25,,True
CSH0002990,CUS0002990,SEG-AFFL,2022-08-13,,True
CSH0002991,CUS0002991,SEG-CORP,2023-11-13,,True
CSH0002992,CUS0002992,SEG-MASS,2018-02-08,,True
CSH0002993,CUS0002993,SEG-AFFL,2023-02-09,,True
CSH0002994,CUS0002994,SEG-MAFF,2020-12-07,,True
CSH0002995,CUS0002995,SEG-MASS,2018-02-19,,True
CSH0002996,CUS0002996,SEG-AFFL,2021-05-26,,True
CSH0002997,CUS0002997,SEG-PRIV,2018-10-16,,True
CSH0002998,CUS0002998,SEG-MAFF,2024-04-01,,True
CSH0002999,CUS0002999,SEG-MAFF,2023-12-28,,True
CSH0003000,CUS0003000,SEG-AFFL,2023-05-28,,True
CSH0003001,CUS0003001,SEG-CORP,2025-08-26,,True
CSH0003002,CUS0003002,SEG-SME,2026-01-13,,True
CSH0003003,CUS0003003,SEG-AFFL,2022-06-14,,True
CSH0003004,CUS0003004,SEG-MAFF,2019-07-09,,True
CSH0003005,CUS0003005,SEG-MASS,2023-10-25,,True
CSH0003006,CUS0003006,SEG-CORP,2023-09-19,,True
CSH0003007,CUS0003007,SEG-MAFF,2025-02-02,,True
CSH0003008,CUS0003008,SEG-MASS,2023-03-06,,True
CSH0003009,CUS0003009,SEG-AFFL,2025-07-17,,True
CSH0003010,CUS0003010,SEG-CORP,2019-12-12,,True
CSH0003011,CUS0003011,SEG-AFFL,2020-09-03,,True
CSH0003012,CUS0003012,SEG-AFFL,2025-02-05,,True
CSH0003013,CUS0003013,SEG-MASS,2019-01-20,,True
CSH0003014,CUS0003014,SEG-PRIV,2025-04-21,,True
CSH0003015,CUS0003015,SEG-CORP,2022-02-06,,True
CSH0003016,CUS0003016,SEG-AFFL,2025-05-15,,True
CSH0003017,CUS0003017,SEG-AFFL,2021-05-17,,True
CSH0003018,CUS0003018,SEG-PRIV,2022-04-15,,True
CSH0003019,CUS0003019,SEG-PRIV,2019-08-04,,True
CSH0003020,CUS0003020,SEG-AFFL,2019-10-31,,True
CSH0003021,CUS0003021,SEG-MAFF,2023-05-31,,True
CSH0003022,CUS0003022,SEG-PRIV,2023-12-03,,True
CSH0003023,CUS0003023,SEG-CORP,2022-08-24,,True
CSH0003024,CUS0003024,SEG-AFFL,2022-02-07,,True
CSH0003025,CUS0003025,SEG-MAFF,2022-01-24,,True
CSH0003026,CUS0003026,SEG-MAFF,2019-12-18,,True
CSH0003027,CUS0003027,SEG-SME,2020-10-01,,True
CSH0003028,CUS0003028,SEG-SME,2019-06-16,,True
CSH0003029,CUS0003029,SEG-MAFF,2023-11-30,,True
CSH0003030,CUS0003030,SEG-AFFL,2018-06-17,,True
CSH0003031,CUS0003031,SEG-CORP,2020-03-25,,True
CSH0003032,CUS0003032,SEG-MASS,2024-01-29,,True
CSH0003033,CUS0003033,SEG-MAFF,2019-03-14,,True
CSH0003034,CUS0003034,SEG-CORP,2023-03-01,,True
CSH0003035,CUS0003035,SEG-SME,2021-04-29,,True
CSH0003036,CUS0003036,SEG-MAFF,2021-11-29,,True
CSH0003037,CUS0003037,SEG-AFFL,2019-09-10,,True
CSH0003038,CUS0003038,SEG-MASS,2018-09-08,,True
CSH0003039,CUS0003039,SEG-CORP,2023-12-11,,True
CSH0003040,CUS0003040,SEG-MAFF,2025-11-14,,True
CSH0003041,CUS0003041,SEG-MAFF,2025-08-15,,True
CSH0003042,CUS0003042,SEG-PRIV,2019-05-15,,True
CSH0003043,CUS0003043,SEG-PRIV,2024-04-21,,True
CSH0003044,CUS0003044,SEG-CORP,2025-03-11,,True
CSH0003045,CUS0003045,SEG-MAFF,2021-10-17,,True
CSH0003046,CUS0003046,SEG-MASS,2022-07-13,,True
CSH0003047,CUS0003047,SEG-MAFF,2025-12-29,,True
CSH0003048,CUS0003048,SEG-MASS,2025-10-30,,True
CSH0003049,CUS0003049,SEG-MAFF,2020-07-10,,True
CSH0003050,CUS0003050,SEG-CORP,2018-07-17,,True
CSH0003051,CUS0003051,SEG-SME,2019-11-06,,True
CSH0003052,CUS0003052,SEG-MASS,2026-02-03,,True
CSH0003053,CUS0003053,SEG-MASS,2022-05-23,,True
CSH0003054,CUS0003054,SEG-MASS,2020-02-01,,True
CSH0003055,CUS0003055,SEG-AFFL,2020-11-27,,True
CSH0003056,CUS0003056,SEG-CORP,2021-08-21,,True
CSH0003057,CUS0003057,SEG-MAFF,2022-01-04,,True
CSH0003058,CUS0003058,SEG-CORP,2024-03-01,,True
CSH0003059,CUS0003059,SEG-MAFF,2022-12-10,,True
CSH0003060,CUS0003060,SEG-MASS,2021-04-12,,True
CSH0003061,CUS0003061,SEG-AFFL,2024-09-05,,True
CSH0003062,CUS0003062,SEG-CORP,2021-09-01,,True
CSH0003063,CUS0003063,SEG-MAFF,2020-08-31,,True
CSH0003064,CUS0003064,SEG-CORP,2018-01-12,,True
CSH0003065,CUS0003065,SEG-SME,2021-08-08,,True
CSH0003066,CUS0003066,SEG-MAFF,2019-07-07,,True
CSH0003067,CUS0003067,SEG-MAFF,2020-02-22,,True
CSH0003068,CUS0003068,SEG-AFFL,2023-03-31,,True
CSH0003069,CUS0003069,SEG-MAFF,2019-06-19,,True
CSH0003070,CUS0003070,SEG-AFFL,2025-01-19,,True
CSH0003071,CUS0003071,SEG-MASS,2023-06-04,,True
CSH0003072,CUS0003072,SEG-MASS,2019-08-23,,True
CSH0003073,CUS0003073,SEG-MAFF,2019-06-15,,True
CSH0003074,CUS0003074,SEG-AFFL,2021-05-26,,True
CSH0003075,CUS0003075,SEG-AFFL,2022-08-01,,True
CSH0003076,CUS0003076,SEG-MASS,2022-09-23,,True
CSH0003077,CUS0003077,SEG-CORP,2020-11-03,,True
CSH0003078,CUS0003078,SEG-AFFL,2024-12-01,,True
CSH0003079,CUS0003079,SEG-MAFF,2018-11-16,,True
CSH0003080,CUS0003080,SEG-AFFL,2021-06-19,,True
CSH0003081,CUS0003081,SEG-MAFF,2024-12-23,,True
CSH0003082,CUS0003082,SEG-AFFL,2018-05-04,,True
CSH0003083,CUS0003083,SEG-AFFL,2022-01-04,,True
CSH0003084,CUS0003084,SEG-MASS,2021-12-31,,True
CSH0003085,CUS0003085,SEG-MASS,2024-12-13,,True
CSH0003086,CUS0003086,SEG-MAFF,2023-07-11,,True
CSH0003087,CUS0003087,SEG-MAFF,2022-08-28,,True
CSH0003088,CUS0003088,SEG-CORP,2022-08-30,,True
CSH0003089,CUS0003089,SEG-PRIV,2021-12-24,,True
CSH0003090,CUS0003090,SEG-CORP,2023-07-28,,True
CSH0003091,CUS0003091,SEG-AFFL,2022-04-20,,True
CSH0003092,CUS0003092,SEG-MASS,2024-02-11,,True
CSH0003093,CUS0003093,SEG-SME,2020-10-05,,True
CSH0003094,CUS0003094,SEG-SME,2022-06-20,,True
CSH0003095,CUS0003095,SEG-MAFF,2022-11-21,,True
CSH0003096,CUS0003096,SEG-AFFL,2021-05-20,,True
CSH0003097,CUS0003097,SEG-PRIV,2019-07-22,,True
CSH0003098,CUS0003098,SEG-MASS,2020-11-08,,True
CSH0003099,CUS0003099,SEG-AFFL,2022-08-16,,True
CSH0003100,CUS0003100,SEG-AFFL,2018-03-23,,True
CSH0003101,CUS0003101,SEG-PRIV,2026-01-04,,True
CSH0003102,CUS0003102,SEG-AFFL,2025-10-16,,True
CSH0003103,CUS0003103,SEG-MASS,2018-09-23,,True
CSH0003104,CUS0003104,SEG-CORP,2021-06-22,,True
CSH0003105,CUS0003105,SEG-MASS,2023-09-26,,True
CSH0003106,CUS0003106,SEG-AFFL,2019-12-20,,True
CSH0003107,CUS0003107,SEG-MAFF,2025-08-21,,True
CSH0003108,CUS0003108,SEG-MAFF,2024-01-01,,True
CSH0003109,CUS0003109,SEG-MASS,2023-12-11,,True
CSH0003110,CUS0003110,SEG-MAFF,2024-12-03,,True
CSH0003111,CUS0003111,SEG-MASS,2025-01-06,,True
CSH0003112,CUS0003112,SEG-AFFL,2023-03-21,,True
CSH0003113,CUS0003113,SEG-MASS,2024-12-11,,True
CSH0003114,CUS0003114,SEG-AFFL,2020-06-09,,True
CSH0003115,CUS0003115,SEG-MASS,2018-05-22,,True
CSH0003116,CUS0003116,SEG-AFFL,2022-05-04,,True
CSH0003117,CUS0003117,SEG-MAFF,2022-08-03,,True
CSH0003118,CUS0003118,SEG-MASS,2020-04-03,,True
CSH0003119,CUS0003119,SEG-MAFF,2018-07-02,,True
CSH0003120,CUS0003120,SEG-PRIV,2019-09-13,,True
CSH0003121,CUS0003121,SEG-AFFL,2018-09-01,,True
CSH0003122,CUS0003122,SEG-MASS,2020-10-20,,True
CSH0003123,CUS0003123,SEG-AFFL,2019-07-12,,True
CSH0003124,CUS0003124,SEG-SME,2018-05-25,,True
CSH0003125,CUS0003125,SEG-MASS,2025-01-10,,True
CSH0003126,CUS0003126,SEG-AFFL,2021-04-21,,True
CSH0003127,CUS0003127,SEG-MASS,2023-03-06,,True
CSH0003128,CUS0003128,SEG-CORP,2021-06-10,,True
CSH0003129,CUS0003129,SEG-MASS,2020-05-13,,True
CSH0003130,CUS0003130,SEG-MASS,2023-02-03,,True
CSH0003131,CUS0003131,SEG-AFFL,2025-06-21,,True
CSH0003132,CUS0003132,SEG-AFFL,2025-05-08,,True
CSH0003133,CUS0003133,SEG-SME,2022-07-03,,True
CSH0003134,CUS0003134,SEG-SME,2022-03-13,,True
CSH0003135,CUS0003135,SEG-AFFL,2025-03-28,,True
CSH0003136,CUS0003136,SEG-PRIV,2020-06-08,,True
CSH0003137,CUS0003137,SEG-AFFL,2022-05-03,,True
CSH0003138,CUS0003138,SEG-MAFF,2025-07-28,,True
CSH0003139,CUS0003139,SEG-MASS,2023-12-01,,True
CSH0003140,CUS0003140,SEG-MAFF,2018-02-08,,True
CSH0003141,CUS0003141,SEG-MAFF,2025-09-02,,True
CSH0003142,CUS0003142,SEG-MASS,2025-02-16,,True
CSH0003143,CUS0003143,SEG-MAFF,2025-05-23,,True
CSH0003144,CUS0003144,SEG-MASS,2021-06-26,,True
CSH0003145,CUS0003145,SEG-MASS,2020-10-22,,True
CSH0003146,CUS0003146,SEG-MAFF,2025-10-12,,True
CSH0003147,CUS0003147,SEG-CORP,2020-08-11,,True
CSH0003148,CUS0003148,SEG-MAFF,2019-09-14,,True
CSH0003149,CUS0003149,SEG-MAFF,2025-02-17,,True
CSH0003150,CUS0003150,SEG-AFFL,2021-08-11,,True
CSH0003151,CUS0003151,SEG-AFFL,2021-10-13,,True
CSH0003152,CUS0003152,SEG-AFFL,2022-05-01,,True
CSH0003153,CUS0003153,SEG-MASS,2019-01-21,,True
CSH0003154,CUS0003154,SEG-AFFL,2018-03-13,,True
CSH0003155,CUS0003155,SEG-MASS,2022-03-05,,True
CSH0003156,CUS0003156,SEG-MAFF,2025-02-02,,True
CSH0003157,CUS0003157,SEG-MAFF,2021-12-28,,True
CSH0003158,CUS0003158,SEG-MAFF,2020-06-27,,True
CSH0003159,CUS0003159,SEG-AFFL,2026-02-22,,True
CSH0003160,CUS0003160,SEG-AFFL,2018-04-12,,True
CSH0003161,CUS0003161,SEG-MAFF,2025-11-11,,True
CSH0003162,CUS0003162,SEG-MAFF,2021-01-06,,True
CSH0003163,CUS0003163,SEG-MASS,2025-09-05,,True
CSH0003164,CUS0003164,SEG-AFFL,2018-02-19,,True
CSH0003165,CUS0003165,SEG-CORP,2024-10-03,,True
CSH0003166,CUS0003166,SEG-MAFF,2023-05-07,,True
CSH0003167,CUS0003167,SEG-PRIV,2021-05-02,,True
CSH0003168,CUS0003168,SEG-PRIV,2023-07-17,,True
CSH0003169,CUS0003169,SEG-MAFF,2018-09-16,,True
CSH0003170,CUS0003170,SEG-PRIV,2025-04-29,,True
CSH0003171,CUS0003171,SEG-PRIV,2023-12-02,,True
CSH0003172,CUS0003172,SEG-MASS,2020-01-19,,True
CSH0003173,CUS0003173,SEG-MASS,2025-05-29,,True
CSH0003174,CUS0003174,SEG-MASS,2019-08-03,,True
CSH0003175,CUS0003175,SEG-SME,2023-09-17,,True
CSH0003176,CUS0003176,SEG-PRIV,2020-04-13,,True
CSH0003177,CUS0003177,SEG-MASS,2022-01-14,,True
CSH0003178,CUS0003178,SEG-SME,2026-03-10,,True
CSH0003179,CUS0003179,SEG-MAFF,2023-10-21,,True
CSH0003180,CUS0003180,SEG-MAFF,2021-12-03,,True
CSH0003181,CUS0003181,SEG-MAFF,2021-02-02,,True
CSH0003182,CUS0003182,SEG-MASS,2019-10-05,,True
CSH0003183,CUS0003183,SEG-AFFL,2019-05-12,,True
CSH0003184,CUS0003184,SEG-AFFL,2021-12-31,,True
CSH0003185,CUS0003185,SEG-MASS,2021-09-08,,True
CSH0003186,CUS0003186,SEG-PRIV,2025-03-22,,True
CSH0003187,CUS0003187,SEG-AFFL,2020-08-23,,True
CSH0003188,CUS0003188,SEG-AFFL,2019-11-13,,True
CSH0003189,CUS0003189,SEG-CORP,2023-10-30,,True
CSH0003190,CUS0003190,SEG-AFFL,2018-09-14,,True
CSH0003191,CUS0003191,SEG-MASS,2019-10-15,,True
CSH0003192,CUS0003192,SEG-MAFF,2018-07-01,,True
CSH0003193,CUS0003193,SEG-MAFF,2021-11-15,,True
CSH0003194,CUS0003194,SEG-AFFL,2018-09-30,,True
CSH0003195,CUS0003195,SEG-MASS,2024-06-24,,True
CSH0003196,CUS0003196,SEG-MAFF,2021-07-04,,True
CSH0003197,CUS0003197,SEG-MASS,2019-06-13,,True
CSH0003198,CUS0003198,SEG-MASS,2020-02-20,,True
CSH0003199,CUS0003199,SEG-PRIV,2025-03-15,,True
CSH0003200,CUS0003200,SEG-MAFF,2019-06-18,,True
CSH0003201,CUS0003201,SEG-MASS,2021-01-17,,True
CSH0003202,CUS0003202,SEG-MAFF,2019-02-01,,True
CSH0003203,CUS0003203,SEG-MAFF,2026-04-21,,True
CSH0003204,CUS0003204,SEG-AFFL,2019-07-29,,True
CSH0003205,CUS0003205,SEG-AFFL,2021-09-07,,True
CSH0003206,CUS0003206,SEG-MASS,2019-04-07,,True
CSH0003207,CUS0003207,SEG-AFFL,2024-11-05,,True
CSH0003208,CUS0003208,SEG-MAFF,2024-02-08,,True
CSH0003209,CUS0003209,SEG-SME,2025-09-13,,True
CSH0003210,CUS0003210,SEG-MASS,2024-04-18,,True
CSH0003211,CUS0003211,SEG-SME,2020-12-17,,True
CSH0003212,CUS0003212,SEG-MAFF,2020-04-07,,True
CSH0003213,CUS0003213,SEG-AFFL,2025-03-25,,True
CSH0003214,CUS0003214,SEG-AFFL,2018-01-19,,True
CSH0003215,CUS0003215,SEG-PRIV,2020-05-02,,True
CSH0003216,CUS0003216,SEG-CORP,2019-11-10,,True
CSH0003217,CUS0003217,SEG-SME,2025-02-24,,True
CSH0003218,CUS0003218,SEG-SME,2018-04-26,,True
CSH0003219,CUS0003219,SEG-MAFF,2018-06-26,,True
CSH0003220,CUS0003220,SEG-MASS,2025-04-18,,True
CSH0003221,CUS0003221,SEG-MAFF,2024-02-05,,True
CSH0003222,CUS0003222,SEG-MAFF,2020-04-28,,True
CSH0003223,CUS0003223,SEG-MAFF,2018-12-01,,True
CSH0003224,CUS0003224,SEG-AFFL,2024-05-16,,True
CSH0003225,CUS0003225,SEG-MAFF,2021-02-10,,True
CSH0003226,CUS0003226,SEG-MASS,2022-07-16,,True
CSH0003227,CUS0003227,SEG-MAFF,2025-05-24,,True
CSH0003228,CUS0003228,SEG-CORP,2025-05-23,,True
CSH0003229,CUS0003229,SEG-AFFL,2023-01-22,,True
CSH0003230,CUS0003230,SEG-CORP,2020-01-03,,True
CSH0003231,CUS0003231,SEG-AFFL,2022-12-05,,True
CSH0003232,CUS0003232,SEG-MASS,2024-07-10,,True
CSH0003233,CUS0003233,SEG-MAFF,2018-10-17,,True
CSH0003234,CUS0003234,SEG-MAFF,2025-06-12,,True
CSH0003235,CUS0003235,SEG-MASS,2024-10-04,,True
CSH0003236,CUS0003236,SEG-PRIV,2018-04-16,,True
CSH0003237,CUS0003237,SEG-MASS,2023-02-21,,True
CSH0003238,CUS0003238,SEG-MASS,2019-03-29,,True
CSH0003239,CUS0003239,SEG-MASS,2023-11-11,,True
CSH0003240,CUS0003240,SEG-MASS,2026-01-16,,True
CSH0003241,CUS0003241,SEG-AFFL,2021-05-17,,True
CSH0003242,CUS0003242,SEG-CORP,2026-02-03,,True
CSH0003243,CUS0003243,SEG-AFFL,2019-08-14,,True
CSH0003244,CUS0003244,SEG-SME,2018-10-11,,True
CSH0003245,CUS0003245,SEG-SME,2023-12-02,,True
CSH0003246,CUS0003246,SEG-MASS,2023-01-25,,True
CSH0003247,CUS0003247,SEG-MAFF,2023-11-08,,True
CSH0003248,CUS0003248,SEG-MASS,2025-03-17,,True
CSH0003249,CUS0003249,SEG-MASS,2018-08-03,,True
CSH0003250,CUS0003250,SEG-AFFL,2018-01-29,,True
CSH0003251,CUS0003251,SEG-MAFF,2023-01-30,,True
CSH0003252,CUS0003252,SEG-AFFL,2023-09-28,,True
CSH0003253,CUS0003253,SEG-AFFL,2024-01-19,,True
CSH0003254,CUS0003254,SEG-MAFF,2025-03-05,,True
CSH0003255,CUS0003255,SEG-PRIV,2021-03-19,,True
CSH0003256,CUS0003256,SEG-AFFL,2025-12-05,,True
CSH0003257,CUS0003257,SEG-CORP,2025-01-09,,True
CSH0003258,CUS0003258,SEG-MAFF,2022-05-21,,True
CSH0003259,CUS0003259,SEG-AFFL,2024-05-12,,True
CSH0003260,CUS0003260,SEG-SME,2020-07-01,,True
CSH0003261,CUS0003261,SEG-SME,2026-03-15,,True
CSH0003262,CUS0003262,SEG-MASS,2025-09-13,,True
CSH0003263,CUS0003263,SEG-MASS,2024-06-14,,True
CSH0003264,CUS0003264,SEG-MAFF,2022-02-06,,True
CSH0003265,CUS0003265,SEG-AFFL,2024-01-19,,True
CSH0003266,CUS0003266,SEG-MASS,2022-06-17,,True
CSH0003267,CUS0003267,SEG-AFFL,2024-08-04,,True
CSH0003268,CUS0003268,SEG-AFFL,2022-07-03,,True
CSH0003269,CUS0003269,SEG-AFFL,2025-07-13,,True
CSH0003270,CUS0003270,SEG-AFFL,2023-07-02,,True
CSH0003271,CUS0003271,SEG-AFFL,2018-06-06,,True
CSH0003272,CUS0003272,SEG-AFFL,2022-12-25,,True
CSH0003273,CUS0003273,SEG-MASS,2021-12-30,,True
CSH0003274,CUS0003274,SEG-MASS,2020-06-05,,True
CSH0003275,CUS0003275,SEG-MASS,2025-12-08,,True
CSH0003276,CUS0003276,SEG-AFFL,2021-12-08,,True
CSH0003277,CUS0003277,SEG-AFFL,2021-02-10,,True
CSH0003278,CUS0003278,SEG-MASS,2018-05-08,,True
CSH0003279,CUS0003279,SEG-MAFF,2025-11-12,,True
CSH0003280,CUS0003280,SEG-AFFL,2018-02-13,,True
CSH0003281,CUS0003281,SEG-AFFL,2024-07-25,,True
CSH0003282,CUS0003282,SEG-AFFL,2025-09-21,,True
CSH0003283,CUS0003283,SEG-AFFL,2025-03-25,,True
CSH0003284,CUS0003284,SEG-CORP,2019-02-28,,True
CSH0003285,CUS0003285,SEG-PRIV,2025-12-09,,True
CSH0003286,CUS0003286,SEG-AFFL,2026-04-15,,True
CSH0003287,CUS0003287,SEG-AFFL,2025-09-15,,True
CSH0003288,CUS0003288,SEG-MASS,2018-03-30,,True
CSH0003289,CUS0003289,SEG-AFFL,2019-12-02,,True
CSH0003290,CUS0003290,SEG-MAFF,2020-04-04,,True
CSH0003291,CUS0003291,SEG-MASS,2019-09-09,,True
CSH0003292,CUS0003292,SEG-MAFF,2024-07-30,,True
CSH0003293,CUS0003293,SEG-PRIV,2019-02-14,,True
CSH0003294,CUS0003294,SEG-AFFL,2019-09-03,,True
CSH0003295,CUS0003295,SEG-MAFF,2023-01-26,,True
CSH0003296,CUS0003296,SEG-SME,2022-05-29,,True
CSH0003297,CUS0003297,SEG-AFFL,2020-04-25,,True
CSH0003298,CUS0003298,SEG-MAFF,2022-07-12,,True
CSH0003299,CUS0003299,SEG-CORP,2018-12-05,,True
CSH0003300,CUS0003300,SEG-MAFF,2023-08-01,,True
CSH0003301,CUS0003301,SEG-CORP,2024-05-04,,True
CSH0003302,CUS0003302,SEG-AFFL,2021-10-04,,True
CSH0003303,CUS0003303,SEG-MAFF,2018-07-26,,True
CSH0003304,CUS0003304,SEG-CORP,2018-10-09,,True
CSH0003305,CUS0003305,SEG-MASS,2018-06-18,,True
CSH0003306,CUS0003306,SEG-MASS,2023-07-23,,True
CSH0003307,CUS0003307,SEG-CORP,2022-04-25,,True
CSH0003308,CUS0003308,SEG-MASS,2025-08-22,,True
CSH0003309,CUS0003309,SEG-MASS,2025-06-10,,True
CSH0003310,CUS0003310,SEG-PRIV,2021-03-30,,True
CSH0003311,CUS0003311,SEG-MAFF,2024-01-06,,True
CSH0003312,CUS0003312,SEG-MAFF,2018-02-12,,True
CSH0003313,CUS0003313,SEG-MAFF,2023-08-14,,True
CSH0003314,CUS0003314,SEG-MASS,2018-04-03,,True
CSH0003315,CUS0003315,SEG-PRIV,2021-12-20,,True
CSH0003316,CUS0003316,SEG-AFFL,2019-11-14,,True
CSH0003317,CUS0003317,SEG-MASS,2021-05-03,,True
CSH0003318,CUS0003318,SEG-MASS,2021-04-09,,True
CSH0003319,CUS0003319,SEG-MAFF,2019-07-28,,True
CSH0003320,CUS0003320,SEG-MASS,2024-02-12,,True
CSH0003321,CUS0003321,SEG-MAFF,2021-11-28,,True
CSH0003322,CUS0003322,SEG-MAFF,2020-05-12,,True
CSH0003323,CUS0003323,SEG-AFFL,2026-04-19,,True
CSH0003324,CUS0003324,SEG-AFFL,2020-09-10,,True
CSH0003325,CUS0003325,SEG-AFFL,2025-09-17,,True
CSH0003326,CUS0003326,SEG-MAFF,2020-07-24,,True
CSH0003327,CUS0003327,SEG-PRIV,2019-08-21,,True
CSH0003328,CUS0003328,SEG-MASS,2018-05-17,,True
CSH0003329,CUS0003329,SEG-AFFL,2018-09-14,,True
CSH0003330,CUS0003330,SEG-AFFL,2024-06-04,,True
CSH0003331,CUS0003331,SEG-SME,2020-07-10,,True
CSH0003332,CUS0003332,SEG-MAFF,2025-09-02,,True
CSH0003333,CUS0003333,SEG-MASS,2021-03-01,,True
CSH0003334,CUS0003334,SEG-AFFL,2020-07-31,,True
CSH0003335,CUS0003335,SEG-CORP,2023-09-03,,True
CSH0003336,CUS0003336,SEG-MAFF,2020-01-14,,True
CSH0003337,CUS0003337,SEG-AFFL,2023-03-26,,True
CSH0003338,CUS0003338,SEG-PRIV,2023-07-22,,True
CSH0003339,CUS0003339,SEG-SME,2024-01-03,,True
CSH0003340,CUS0003340,SEG-MAFF,2024-06-08,,True
CSH0003341,CUS0003341,SEG-MASS,2024-09-19,,True
CSH0003342,CUS0003342,SEG-PRIV,2019-01-24,,True
CSH0003343,CUS0003343,SEG-SME,2024-05-07,,True
CSH0003344,CUS0003344,SEG-MAFF,2019-04-12,,True
CSH0003345,CUS0003345,SEG-MASS,2020-01-30,,True
CSH0003346,CUS0003346,SEG-CORP,2022-04-06,,True
CSH0003347,CUS0003347,SEG-MAFF,2023-12-02,,True
CSH0003348,CUS0003348,SEG-MASS,2021-01-16,,True
CSH0003349,CUS0003349,SEG-AFFL,2020-12-29,,True
CSH0003350,CUS0003350,SEG-MASS,2020-07-28,,True
CSH0003351,CUS0003351,SEG-CORP,2020-06-14,,True
CSH0003352,CUS0003352,SEG-AFFL,2022-04-02,,True
CSH0003353,CUS0003353,SEG-MASS,2024-12-03,,True
CSH0003354,CUS0003354,SEG-MAFF,2025-02-28,,True
CSH0003355,CUS0003355,SEG-AFFL,2025-10-02,,True
CSH0003356,CUS0003356,SEG-MAFF,2019-11-18,,True
CSH0003357,CUS0003357,SEG-PRIV,2020-05-18,,True
CSH0003358,CUS0003358,SEG-AFFL,2018-12-18,,True
CSH0003359,CUS0003359,SEG-MAFF,2025-04-19,,True
CSH0003360,CUS0003360,SEG-AFFL,2025-02-28,,True
CSH0003361,CUS0003361,SEG-AFFL,2024-12-17,,True
CSH0003362,CUS0003362,SEG-SME,2020-01-23,,True
CSH0003363,CUS0003363,SEG-MASS,2020-05-19,,True
CSH0003364,CUS0003364,SEG-MAFF,2022-06-16,,True
CSH0003365,CUS0003365,SEG-AFFL,2023-09-12,,True
CSH0003366,CUS0003366,SEG-PRIV,2024-06-06,,True
CSH0003367,CUS0003367,SEG-MAFF,2021-07-22,,True
CSH0003368,CUS0003368,SEG-PRIV,2024-11-10,,True
CSH0003369,CUS0003369,SEG-CORP,2023-06-01,,True
CSH0003370,CUS0003370,SEG-AFFL,2019-02-16,,True
CSH0003371,CUS0003371,SEG-MAFF,2020-07-07,,True
CSH0003372,CUS0003372,SEG-MASS,2022-07-25,,True
CSH0003373,CUS0003373,SEG-AFFL,2025-07-21,,True
CSH0003374,CUS0003374,SEG-SME,2020-04-08,,True
CSH0003375,CUS0003375,SEG-AFFL,2023-12-27,,True
CSH0003376,CUS0003376,SEG-AFFL,2021-12-30,,True
CSH0003377,CUS0003377,SEG-MASS,2021-04-18,,True
CSH0003378,CUS0003378,SEG-PRIV,2018-11-08,,True
CSH0003379,CUS0003379,SEG-AFFL,2022-01-18,,True
CSH0003380,CUS0003380,SEG-AFFL,2025-04-02,,True
CSH0003381,CUS0003381,SEG-PRIV,2025-07-26,,True
CSH0003382,CUS0003382,SEG-CORP,2026-02-17,,True
CSH0003383,CUS0003383,SEG-MASS,2021-01-05,,True
CSH0003384,CUS0003384,SEG-AFFL,2022-12-26,,True
CSH0003385,CUS0003385,SEG-MASS,2026-01-21,,True
CSH0003386,CUS0003386,SEG-AFFL,2023-10-21,,True
CSH0003387,CUS0003387,SEG-SME,2021-01-03,,True
CSH0003388,CUS0003388,SEG-SME,2021-11-15,,True
CSH0003389,CUS0003389,SEG-CORP,2023-08-14,,True
CSH0003390,CUS0003390,SEG-MAFF,2020-08-05,,True
CSH0003391,CUS0003391,SEG-CORP,2018-11-06,,True
CSH0003392,CUS0003392,SEG-MAFF,2024-04-11,,True
CSH0003393,CUS0003393,SEG-AFFL,2025-01-17,,True
CSH0003394,CUS0003394,SEG-MAFF,2022-04-02,,True
CSH0003395,CUS0003395,SEG-MASS,2021-11-24,,True
CSH0003396,CUS0003396,SEG-AFFL,2022-05-27,,True
