fd_id,customer_id,product_id,branch_id,principal_thb,interest_rate_pct,term_months,start_date,maturity_date,auto_rollover,status
FD0000640,CUS0008283,PRD-FD01,BR0014,70443.67,2.46,6,2026-03-16,2026-09-12,False,Matured
FD0000641,CUS0001672,PRD-FD01,BR0006,4747748.76,3.38,6,2023-04-17,2023-10-14,True,Active
FD0000642,CUS0001134,PRD-FD01,BR0005,4451518.75,2.38,6,2022-10-01,2023-03-30,False,Active
FD0000643,CUS0001475,PRD-FD02,BR0010,2918056.53,2.91,12,2026-01-10,2027-01-05,False,Matured
FD0000644,CUS0002099,PRD-FD01,BR0048,2413979.75,2.35,6,2025-03-23,2025-09-19,False,Matured
FD0000645,CUS0004131,PRD-FD01,BR0008,4404170.41,3.38,6,2024-03-03,2024-08-30,True,Matured
FD0000646,CUS0003759,PRD-FD01,BR0030,441070.73,1.54,6,2023-05-25,2023-11-21,True,Active
FD0000647,CUS0007385,PRD-FD01,BR0034,4736384.17,1.45,6,2022-07-17,2023-01-13,False,Active
FD0000648,CUS0007606,PRD-FD03,BR0041,1500561.09,1.85,24,2022-12-13,2024-12-02,False,Matured
FD0000649,CUS0003764,PRD-FD02,BR0017,2685293.69,1.39,12,2026-01-24,2027-01-19,False,Active
FD0000650,CUS0001577,PRD-FD03,BR0006,2273311.32,1.63,24,2022-08-13,2024-08-02,True,Active
FD0000651,CUS0006178,PRD-FD02,BR0010,3284167.92,1.27,12,2025-10-30,2026-10-25,True,Active
FD0000652,CUS0009386,PRD-FD02,BR0019,4559427.55,3.47,12,2025-05-24,2026-05-19,True,Matured
FD0000653,CUS0005637,PRD-FD01,BR0042,1105643.54,2.86,6,2024-07-26,2025-01-22,False,Active
FD0000654,CUS0004510,PRD-FD02,BR0035,3643779.39,1.93,12,2024-07-22,2025-07-17,False,Matured
FD0000655,CUS0009514,PRD-FD01,BR0001,2798836.47,2.72,6,2022-02-12,2022-08-11,True,Active
FD0000656,CUS0002950,PRD-FD02,BR0005,2644840.12,1.45,12,2024-04-01,2025-03-27,True,Matured
FD0000657,CUS0003543,PRD-FD02,BR0020,1352334.85,1.97,12,2023-01-08,2024-01-03,False,Active
FD0000658,CUS0003006,PRD-FD01,BR0050,2973895.64,1.91,6,2023-08-07,2024-02-03,True,Matured
FD0000659,CUS0007354,PRD-FD02,BR0045,3653798.54,2.63,12,2023-07-06,2024-06-30,True,Active
FD0000660,CUS0002684,PRD-FD03,BR0009,56102.64,1.23,24,2025-09-10,2027-08-31,True,Active
FD0000661,CUS0000454,PRD-FD02,BR0028,2736101.12,2.52,12,2024-09-02,2025-08-28,True,Active
FD0000662,CUS0004410,PRD-FD03,BR0007,2784910.97,2.37,24,2023-07-23,2025-07-12,False,Active
FD0000663,CUS0006491,PRD-FD01,BR0035,1060733.85,2.78,6,2023-10-17,2024-04-14,False,Active
FD0000664,CUS0007236,PRD-FD01,BR0033,3510945.05,2.91,6,2023-07-28,2024-01-24,True,Active
FD0000665,CUS0002331,PRD-FD03,BR0012,1920001.01,2.32,24,2024-03-26,2026-03-16,True,Active
FD0000666,CUS0003679,PRD-FD02,BR0023,2090290.5,2.03,12,2024-12-05,2025-11-30,False,Active
FD0000667,CUS0006613,PRD-FD03,BR0024,2077700.83,1.7,24,2025-01-09,2026-12-30,True,Active
FD0000668,CUS0003839,PRD-FD02,BR0048,4897392.9,1.59,12,2026-04-13,2027-04-08,False,Active
FD0000669,CUS0009061,PRD-FD02,BR0032,1288798.23,3.13,12,2023-12-29,2024-12-23,True,Active
FD0000670,CUS0009514,PRD-FD03,BR0030,2770282.89,1.36,24,2022-09-15,2024-09-04,False,Active
FD0000671,CUS0003422,PRD-FD03,BR0037,4587726.21,2.21,24,2025-09-03,2027-08-24,False,Matured
FD0000672,CUS0001074,PRD-FD02,BR0034,3835613.39,2.11,12,2023-04-16,2024-04-10,False,Active
FD0000673,CUS0007172,PRD-FD03,BR0028,4224668.96,2.46,24,2024-12-30,2026-12-20,True,Active
FD0000674,CUS0003555,PRD-FD01,BR0010,4636767.15,3.46,6,2022-10-09,2023-04-07,True,Active
FD0000675,CUS0009919,PRD-FD01,BR0010,2851611.0,1.87,6,2022-12-05,2023-06-03,True,Matured
FD0000676,CUS0008947,PRD-FD02,BR0017,4695645.52,2.92,12,2022-01-14,2023-01-09,True,Active
FD0000677,CUS0003729,PRD-FD02,BR0020,4948854.87,1.7,12,2025-07-20,2026-07-15,True,Active
FD0000678,CUS0004734,PRD-FD02,BR0017,4704247.71,2.76,12,2023-08-29,2024-08-23,True,Active
FD0000679,CUS0002999,PRD-FD03,BR0019,3246912.93,1.43,24,2022-12-22,2024-12-11,False,Active
FD0000680,CUS0003245,PRD-FD02,BR0032,4614514.27,3.45,12,2023-10-14,2024-10-08,True,Active
FD0000681,CUS0009887,PRD-FD02,BR0043,3160294.03,2.65,12,2025-08-19,2026-08-14,True,Active
FD0000682,CUS0001955,PRD-FD03,BR0029,1010085.71,3.07,24,2023-03-19,2025-03-08,False,Active
FD0000683,CUS0005704,PRD-FD02,BR0018,3124738.79,2.31,12,2023-04-03,2024-03-28,False,Matured
FD0000684,CUS0008484,PRD-FD02,BR0047,2845114.16,3.33,12,2023-05-09,2024-05-03,False,Matured
FD0000685,CUS0007587,PRD-FD03,BR0047,532223.73,1.64,24,2024-10-21,2026-10-11,True,Active
FD0000686,CUS0000033,PRD-FD01,BR0021,666404.75,2.21,6,2025-06-11,2025-12-08,False,Active
FD0000687,CUS0002215,PRD-FD01,BR0042,1505047.69,2.97,6,2025-07-10,2026-01-06,False,Active
FD0000688,CUS0003812,PRD-FD01,BR0006,608368.11,1.75,6,2025-03-04,2025-08-31,True,Matured
FD0000689,CUS0009410,PRD-FD01,BR0021,1584280.41,1.69,6,2023-02-01,2023-07-31,True,Matured
FD0000690,CUS0002618,PRD-FD01,BR0006,4853293.58,2.25,6,2022-10-23,2023-04-21,True,Matured
FD0000691,CUS0001099,PRD-FD01,BR0004,685803.93,3.49,6,2022-08-01,2023-01-28,False,Active
FD0000692,CUS0007254,PRD-FD01,BR0004,879352.02,2.84,6,2025-12-06,2026-06-04,False,Active
FD0000693,CUS0002838,PRD-FD01,BR0013,1031711.71,1.87,6,2022-11-22,2023-05-21,True,Matured
FD0000694,CUS0000347,PRD-FD02,BR0029,3803621.89,1.4,12,2025-11-27,2026-11-22,False,Active
FD0000695,CUS0003459,PRD-FD01,BR0010,3607396.79,1.31,6,2023-11-24,2024-05-22,True,Active
FD0000696,CUS0000814,PRD-FD01,BR0013,4795941.2,2.95,6,2026-04-27,2026-10-24,True,Active
FD0000697,CUS0009790,PRD-FD01,BR0028,480196.99,2.51,6,2023-06-26,2023-12-23,True,Active
FD0000698,CUS0005335,PRD-FD01,BR0014,604427.88,1.61,6,2023-11-23,2024-05-21,False,Matured
FD0000699,CUS0004687,PRD-FD01,BR0044,3198213.3,3.44,6,2024-01-17,2024-07-15,True,Active
FD0000700,CUS0001579,PRD-FD01,BR0001,2325442.2,2.43,6,2025-09-05,2026-03-04,True,Matured
FD0000701,CUS0003049,PRD-FD02,BR0031,4938739.4,1.72,12,2025-12-20,2026-12-15,False,Active
FD0000702,CUS0006644,PRD-FD02,BR0040,2956323.01,2.1,12,2023-05-08,2024-05-02,True,Active
FD0000703,CUS0009563,PRD-FD02,BR0012,444349.32,1.82,12,2025-09-05,2026-08-31,True,Active
FD0000704,CUS0007339,PRD-FD03,BR0049,4691355.62,3.33,24,2024-01-21,2026-01-10,True,Active
FD0000705,CUS0001927,PRD-FD03,BR0031,3752318.45,1.34,24,2025-08-08,2027-07-29,False,Matured
FD0000706,CUS0008156,PRD-FD01,BR0003,2646941.19,2.23,6,2023-09-03,2024-03-01,True,Active
FD0000707,CUS0000788,PRD-FD02,BR0015,4339901.37,3.27,12,2024-11-28,2025-11-23,True,Active
FD0000708,CUS0004328,PRD-FD03,BR0039,446584.72,2.49,24,2022-09-03,2024-08-23,True,Active
FD0000709,CUS0004520,PRD-FD03,BR0024,3966470.85,1.63,24,2023-08-22,2025-08-11,True,Active
FD0000710,CUS0001580,PRD-FD01,BR0001,1455738.35,1.68,6,2023-12-28,2024-06-25,False,Matured
FD0000711,CUS0002487,PRD-FD03,BR0014,4772024.0,1.61,24,2024-11-15,2026-11-05,True,Matured
FD0000712,CUS0005282,PRD-FD01,BR0047,827592.38,2.81,6,2022-10-23,2023-04-21,True,Matured
FD0000713,CUS0008007,PRD-FD01,BR0009,2230087.69,3.16,6,2026-02-28,2026-08-27,True,Active
FD0000714,CUS0008108,PRD-FD01,BR0006,2112965.13,1.28,6,2026-04-24,2026-10-21,True,Active
FD0000715,CUS0000557,PRD-FD02,BR0014,367737.07,1.71,12,2023-12-06,2024-11-30,False,Active
FD0000716,CUS0004720,PRD-FD01,BR0014,4987664.44,3.4,6,2023-01-15,2023-07-14,True,Active
FD0000717,CUS0006728,PRD-FD02,BR0036,1531494.56,1.29,12,2025-05-16,2026-05-11,False,Active
FD0000718,CUS0006030,PRD-FD03,BR0018,3922788.82,1.71,24,2025-05-28,2027-05-18,True,Matured
FD0000719,CUS0006948,PRD-FD02,BR0023,55687.51,2.26,12,2023-03-06,2024-02-29,False,Active
FD0000720,CUS0002463,PRD-FD03,BR0006,1635023.74,2.6,24,2024-01-05,2025-12-25,True,Active
FD0000721,CUS0003523,PRD-FD01,BR0047,1020039.0,2.66,6,2024-04-23,2024-10-20,False,Matured
FD0000722,CUS0005374,PRD-FD01,BR0030,1276956.42,2.32,6,2023-05-17,2023-11-13,False,Active
FD0000723,CUS0009291,PRD-FD02,BR0049,1298085.25,2.11,12,2025-11-25,2026-11-20,True,Active
FD0000724,CUS0004655,PRD-FD01,BR0005,2262933.28,2.32,6,2026-03-29,2026-09-25,True,Matured
FD0000725,CUS0002594,PRD-FD01,BR0026,3170488.36,2.93,6,2023-09-17,2024-03-15,False,Active
FD0000726,CUS0002290,PRD-FD02,BR0010,4601210.31,2.09,12,2024-05-14,2025-05-09,True,Active
FD0000727,CUS0004609,PRD-FD01,BR0014,3871712.33,3.0,6,2026-04-03,2026-09-30,True,Matured
FD0000728,CUS0009046,PRD-FD03,BR0030,1223442.43,1.41,24,2023-05-28,2025-05-17,False,Active
FD0000729,CUS0009651,PRD-FD03,BR0038,817265.68,2.54,24,2022-11-19,2024-11-08,False,Matured
FD0000730,CUS0009256,PRD-FD01,BR0026,230781.34,3.35,6,2025-08-16,2026-02-12,True,Matured
FD0000731,CUS0002614,PRD-FD03,BR0044,2805557.46,1.91,24,2024-03-28,2026-03-18,True,Matured
FD0000732,CUS0002706,PRD-FD02,BR0007,1832874.5,2.12,12,2025-01-12,2026-01-07,True,Active
FD0000733,CUS0009526,PRD-FD01,BR0016,4107179.43,1.94,6,2024-12-08,2025-06-06,False,Active
FD0000734,CUS0002051,PRD-FD01,BR0008,4742150.9,2.45,6,2025-02-07,2025-08-06,True,Matured
FD0000735,CUS0005532,PRD-FD01,BR0014,1750154.48,3.22,6,2022-04-05,2022-10-02,False,Active
FD0000736,CUS0004890,PRD-FD01,BR0007,3162860.59,2.83,6,2024-11-29,2025-05-28,False,Active
FD0000737,CUS0000260,PRD-FD03,BR0030,1625367.23,3.17,24,2025-12-15,2027-12-05,False,Matured
FD0000738,CUS0004530,PRD-FD01,BR0005,3581548.79,1.95,6,2024-10-17,2025-04-15,True,Active
FD0000739,CUS0004253,PRD-FD02,BR0002,3437289.69,1.76,12,2022-08-05,2023-07-31,False,Matured
FD0000740,CUS0006395,PRD-FD02,BR0022,4711612.26,3.16,12,2023-04-01,2024-03-26,True,Matured
FD0000741,CUS0000272,PRD-FD03,BR0011,1268585.12,2.28,24,2022-01-23,2024-01-13,True,Active
FD0000742,CUS0008778,PRD-FD02,BR0035,4140340.52,1.34,12,2025-10-30,2026-10-25,False,Active
FD0000743,CUS0003122,PRD-FD03,BR0009,2336280.92,2.51,24,2023-02-06,2025-01-26,True,Matured
FD0000744,CUS0003044,PRD-FD03,BR0022,4237150.64,1.92,24,2025-08-25,2027-08-15,True,Matured
FD0000745,CUS0000461,PRD-FD02,BR0013,2588386.78,2.03,12,2023-11-12,2024-11-06,False,Active
FD0000746,CUS0000244,PRD-FD03,BR0034,1630602.3,3.44,24,2024-06-05,2026-05-26,False,Active
FD0000747,CUS0003134,PRD-FD02,BR0039,2180897.04,3.34,12,2026-02-01,2027-01-27,True,Active
FD0000748,CUS0003414,PRD-FD02,BR0045,2009549.05,2.36,12,2025-03-03,2026-02-26,False,Active
FD0000749,CUS0007043,PRD-FD03,BR0021,4518600.49,2.19,24,2026-04-05,2028-03-25,False,Active
FD0000750,CUS0002394,PRD-FD02,BR0022,2509462.86,2.53,12,2025-03-17,2026-03-12,True,Active
FD0000751,CUS0001959,PRD-FD01,BR0036,1818607.87,2.12,6,2024-02-16,2024-08-14,True,Active
FD0000752,CUS0007055,PRD-FD01,BR0016,2105301.02,1.38,6,2022-04-26,2022-10-23,True,Matured
FD0000753,CUS0000492,PRD-FD01,BR0045,4543649.44,1.42,6,2022-09-02,2023-03-01,True,Active
FD0000754,CUS0009584,PRD-FD01,BR0028,1648681.43,2.47,6,2022-06-13,2022-12-10,True,Active
FD0000755,CUS0008946,PRD-FD01,BR0021,277593.38,1.49,6,2024-09-07,2025-03-06,False,Active
FD0000756,CUS0009665,PRD-FD01,BR0049,2240024.33,2.63,6,2023-12-01,2024-05-29,False,Active
FD0000757,CUS0000495,PRD-FD02,BR0002,376402.46,2.02,12,2022-10-24,2023-10-19,False,Active
FD0000758,CUS0006593,PRD-FD01,BR0003,2023108.64,1.54,6,2026-03-05,2026-09-01,True,Matured
FD0000759,CUS0005945,PRD-FD02,BR0046,2637223.94,3.19,12,2022-06-11,2023-06-06,True,Active
FD0000760,CUS0003167,PRD-FD01,BR0016,3197692.64,2.57,6,2023-02-23,2023-08-22,False,Active
FD0000761,CUS0004344,PRD-FD02,BR0013,2600303.97,2.35,12,2026-02-17,2027-02-12,False,Active
FD0000762,CUS0005826,PRD-FD01,BR0002,866034.71,1.83,6,2025-11-07,2026-05-06,True,Active
FD0000763,CUS0008433,PRD-FD02,BR0023,2619224.54,1.52,12,2024-01-27,2025-01-21,True,Matured
FD0000764,CUS0000551,PRD-FD03,BR0001,4022986.75,3.35,24,2022-02-26,2024-02-16,False,Matured
FD0000765,CUS0001164,PRD-FD02,BR0030,2682372.66,3.39,12,2024-05-09,2025-05-04,True,Active
FD0000766,CUS0007864,PRD-FD02,BR0045,455613.63,3.12,12,2023-12-21,2024-12-15,True,Matured
FD0000767,CUS0008253,PRD-FD03,BR0039,1392892.17,1.48,24,2023-12-09,2025-11-28,False,Active
FD0000768,CUS0001822,PRD-FD03,BR0017,3632479.38,1.24,24,2025-07-09,2027-06-29,True,Active
FD0000769,CUS0008446,PRD-FD02,BR0027,2396156.85,2.55,12,2025-04-16,2026-04-11,True,Active
FD0000770,CUS0005071,PRD-FD02,BR0043,3262882.38,2.53,12,2025-09-18,2026-09-13,False,Active
FD0000771,CUS0004949,PRD-FD01,BR0019,1289563.9,2.93,6,2024-08-01,2025-01-28,True,Active
FD0000772,CUS0004631,PRD-FD01,BR0035,448907.96,2.92,6,2023-03-21,2023-09-17,False,Active
FD0000773,CUS0009262,PRD-FD02,BR0016,3942114.48,2.89,12,2024-06-25,2025-06-20,True,Active
FD0000774,CUS0002698,PRD-FD02,BR0015,579713.2,2.17,12,2025-11-22,2026-11-17,True,Matured
FD0000775,CUS0009686,PRD-FD01,BR0015,927731.14,3.46,6,2022-06-12,2022-12-09,True,Matured
FD0000776,CUS0000056,PRD-FD01,BR0005,817888.33,1.86,6,2026-03-10,2026-09-06,True,Active
FD0000777,CUS0000481,PRD-FD02,BR0035,4269889.88,1.24,12,2024-10-16,2025-10-11,True,Matured
FD0000778,CUS0005055,PRD-FD02,BR0011,2385933.39,1.95,12,2024-02-16,2025-02-10,True,Active
FD0000779,CUS0006196,PRD-FD02,BR0047,4146281.47,1.92,12,2024-01-21,2025-01-15,True,Matured
FD0000780,CUS0000553,PRD-FD02,BR0019,3696746.47,1.99,12,2025-06-28,2026-06-23,True,Matured
FD0000781,CUS0001080,PRD-FD02,BR0005,1034049.17,2.41,12,2024-07-05,2025-06-30,True,Active
FD0000782,CUS0005047,PRD-FD03,BR0038,2336078.87,1.56,24,2024-02-17,2026-02-06,True,Active
FD0000783,CUS0006258,PRD-FD02,BR0034,4709955.49,3.29,12,2022-03-15,2023-03-10,True,Active
FD0000784,CUS0006877,PRD-FD03,BR0001,2012775.94,2.24,24,2024-12-30,2026-12-20,False,Active
FD0000785,CUS0009337,PRD-FD02,BR0002,4231612.11,1.34,12,2025-12-02,2026-11-27,False,Active
FD0000786,CUS0003423,PRD-FD02,BR0013,3549102.67,3.28,12,2022-10-26,2023-10-21,True,Active
FD0000787,CUS0007269,PRD-FD01,BR0019,253515.79,3.04,6,2023-02-11,2023-08-10,True,Active
FD0000788,CUS0002057,PRD-FD03,BR0029,4370877.71,3.26,24,2022-04-23,2024-04-12,False,Matured
FD0000789,CUS0005972,PRD-FD03,BR0050,2377363.73,3.32,24,2022-03-26,2024-03-15,False,Active
FD0000790,CUS0003915,PRD-FD03,BR0007,3442909.19,1.58,24,2025-02-10,2027-01-31,False,Matured
FD0000791,CUS0001583,PRD-FD01,BR0006,4262856.79,2.29,6,2022-07-08,2023-01-04,False,Active
FD0000792,CUS0009936,PRD-FD02,BR0001,2301426.49,2.17,12,2024-03-29,2025-03-24,True,Active
FD0000793,CUS0000907,PRD-FD03,BR0014,2557982.53,2.89,24,2022-08-30,2024-08-19,True,Active
FD0000794,CUS0009289,PRD-FD01,BR0046,732481.13,1.33,6,2024-06-22,2024-12-19,True,Matured
FD0000795,CUS0001840,PRD-FD03,BR0010,4305047.29,3.04,24,2023-05-24,2025-05-13,True,Matured
FD0000796,CUS0003988,PRD-FD01,BR0003,4554797.06,2.91,6,2022-10-13,2023-04-11,True,Matured
FD0000797,CUS0005755,PRD-FD03,BR0038,4710279.96,3.0,24,2024-04-15,2026-04-05,True,Active
FD0000798,CUS0001294,PRD-FD01,BR0017,1388023.52,3.19,6,2022-05-13,2022-11-09,True,Active
FD0000799,CUS0000890,PRD-FD03,BR0046,4473844.57,1.63,24,2025-10-15,2027-10-05,True,Active
FD0000800,CUS0003932,PRD-FD03,BR0001,2283228.13,3.06,24,2022-01-23,2024-01-13,True,Matured
FD0000801,CUS0001641,PRD-FD01,BR0010,3116106.44,2.93,6,2024-07-15,2025-01-11,True,Active
FD0000802,CUS0009468,PRD-FD01,BR0017,2788932.36,2.73,6,2026-02-24,2026-08-23,True,Active
FD0000803,CUS0004588,PRD-FD03,BR0009,3231316.88,2.79,24,2024-12-13,2026-12-03,True,Matured
FD0000804,CUS0003504,PRD-FD02,BR0002,2363712.7,1.35,12,2025-02-05,2026-01-31,True,Active
FD0000805,CUS0009775,PRD-FD02,BR0013,1063631.53,1.51,12,2023-01-20,2024-01-15,False,Active
FD0000806,CUS0001175,PRD-FD03,BR0016,1239171.15,1.52,24,2023-08-31,2025-08-20,True,Active
FD0000807,CUS0008019,PRD-FD02,BR0014,3236396.84,2.23,12,2024-11-17,2025-11-12,True,Active
FD0000808,CUS0002841,PRD-FD03,BR0033,4328677.7,3.43,24,2024-05-21,2026-05-11,False,Matured
FD0000809,CUS0000257,PRD-FD02,BR0045,2784103.7,1.88,12,2023-06-30,2024-06-24,True,Active
FD0000810,CUS0007048,PRD-FD02,BR0047,1077339.96,3.02,12,2025-12-19,2026-12-14,True,Active
FD0000811,CUS0002400,PRD-FD03,BR0039,3561642.36,2.43,24,2025-08-31,2027-08-21,True,Active
FD0000812,CUS0000326,PRD-FD02,BR0012,4644539.08,2.06,12,2023-11-03,2024-10-28,False,Matured
FD0000813,CUS0009321,PRD-FD03,BR0027,2106164.59,1.51,24,2023-09-19,2025-09-08,True,Matured
FD0000814,CUS0004013,PRD-FD01,BR0035,841401.67,2.39,6,2022-06-26,2022-12-23,True,Active
FD0000815,CUS0005435,PRD-FD03,BR0014,949793.83,1.21,24,2025-11-16,2027-11-06,True,Active
FD0000816,CUS0005416,PRD-FD03,BR0016,736060.25,2.24,24,2023-04-24,2025-04-13,False,Matured
FD0000817,CUS0009243,PRD-FD01,BR0026,2720871.97,3.44,6,2024-01-22,2024-07-20,True,Active
FD0000818,CUS0008428,PRD-FD02,BR0043,1590660.26,3.19,12,2024-04-03,2025-03-29,True,Matured
FD0000819,CUS0003435,PRD-FD01,BR0028,2455748.23,1.74,6,2025-10-09,2026-04-07,True,Active
FD0000820,CUS0005368,PRD-FD01,BR0046,4632458.67,1.72,6,2022-12-15,2023-06-13,True,Active
FD0000821,CUS0009029,PRD-FD02,BR0017,1410780.88,2.89,12,2025-10-02,2026-09-27,True,Active
FD0000822,CUS0005235,PRD-FD01,BR0009,4337438.12,2.18,6,2024-08-04,2025-01-31,False,Matured
FD0000823,CUS0006044,PRD-FD02,BR0023,2031493.23,3.18,12,2024-03-19,2025-03-14,False,Matured
FD0000824,CUS0002132,PRD-FD02,BR0014,2789610.9,3.13,12,2025-10-07,2026-10-02,False,Active
FD0000825,CUS0001865,PRD-FD02,BR0014,1792119.63,2.92,12,2024-05-17,2025-05-12,False,Active
FD0000826,CUS0008808,PRD-FD03,BR0024,3310061.97,2.76,24,2024-12-05,2026-11-25,True,Matured
FD0000827,CUS0000007,PRD-FD01,BR0047,2892254.0,2.39,6,2025-12-01,2026-05-30,False,Active
FD0000828,CUS0005466,PRD-FD02,BR0005,1231624.66,1.85,12,2023-09-20,2024-09-14,True,Active
FD0000829,CUS0001189,PRD-FD01,BR0037,2911681.16,1.5,6,2026-02-18,2026-08-17,False,Active
FD0000830,CUS0008503,PRD-FD01,BR0010,3267301.39,2.25,6,2023-02-24,2023-08-23,False,Active
FD0000831,CUS0007888,PRD-FD03,BR0023,679624.15,1.83,24,2023-05-20,2025-05-09,True,Active
FD0000832,CUS0007419,PRD-FD03,BR0046,2152955.35,1.6,24,2022-05-16,2024-05-05,True,Active
FD0000833,CUS0002640,PRD-FD03,BR0022,4357983.19,1.91,24,2022-08-16,2024-08-05,False,Matured
FD0000834,CUS0002428,PRD-FD03,BR0040,4523032.6,2.67,24,2023-12-24,2025-12-13,False,Active
FD0000835,CUS0009607,PRD-FD02,BR0009,4732319.02,1.25,12,2023-06-14,2024-06-08,False,Active
FD0000836,CUS0006446,PRD-FD03,BR0015,3256492.35,2.89,24,2024-08-20,2026-08-10,False,Matured
FD0000837,CUS0001992,PRD-FD03,BR0030,3342526.97,1.65,24,2025-02-17,2027-02-07,True,Active
FD0000838,CUS0000392,PRD-FD01,BR0045,880680.34,2.1,6,2024-11-29,2025-05-28,True,Active
FD0000839,CUS0001942,PRD-FD03,BR0001,1565531.29,1.61,24,2022-09-24,2024-09-13,True,Active
FD0000840,CUS0007781,PRD-FD01,BR0022,2278917.85,2.44,6,2026-01-23,2026-07-22,True,Active
FD0000841,CUS0000538,PRD-FD03,BR0030,2123910.67,3.18,24,2025-07-12,2027-07-02,False,Active
FD0000842,CUS0003207,PRD-FD03,BR0018,1219446.98,2.65,24,2023-08-23,2025-08-12,False,Matured
FD0000843,CUS0001695,PRD-FD02,BR0036,4036459.14,2.17,12,2022-02-11,2023-02-06,False,Matured
FD0000844,CUS0008002,PRD-FD01,BR0006,2869949.96,1.75,6,2025-10-26,2026-04-24,False,Active
FD0000845,CUS0000678,PRD-FD03,BR0012,270375.96,1.63,24,2024-06-06,2026-05-27,True,Matured
FD0000846,CUS0009345,PRD-FD03,BR0016,146458.4,1.23,24,2023-05-29,2025-05-18,False,Matured
FD0000847,CUS0007729,PRD-FD03,BR0033,1680772.74,3.36,24,2025-10-03,2027-09-23,True,Active
FD0000848,CUS0008807,PRD-FD03,BR0032,132334.44,3.1,24,2026-04-15,2028-04-04,True,Matured
FD0000849,CUS0007017,PRD-FD01,BR0049,2433831.33,3.28,6,2023-08-06,2024-02-02,False,Active
FD0000850,CUS0005934,PRD-FD01,BR0014,69515.01,1.79,6,2023-02-03,2023-08-02,True,Matured
FD0000851,CUS0008301,PRD-FD03,BR0031,2075028.18,2.07,24,2025-02-02,2027-01-23,True,Active
FD0000852,CUS0003410,PRD-FD03,BR0036,3174378.1,2.25,24,2025-08-07,2027-07-28,True,Active
FD0000853,CUS0007147,PRD-FD03,BR0003,3469895.75,2.83,24,2025-05-07,2027-04-27,True,Active
FD0000854,CUS0008286,PRD-FD03,BR0045,3611584.76,1.98,24,2025-11-24,2027-11-14,True,Active
FD0000855,CUS0006224,PRD-FD03,BR0006,420948.49,3.14,24,2024-10-23,2026-10-13,False,Matured
FD0000856,CUS0003840,PRD-FD01,BR0025,4469729.6,1.24,6,2023-12-19,2024-06-16,True,Active
FD0000857,CUS0003906,PRD-FD01,BR0020,1092088.05,1.55,6,2022-05-14,2022-11-10,True,Active
FD0000858,CUS0007384,PRD-FD03,BR0001,2377867.79,2.7,24,2022-12-18,2024-12-07,False,Active
FD0000859,CUS0005828,PRD-FD01,BR0012,3436054.84,3.23,6,2023-12-30,2024-06-27,False,Active
FD0000860,CUS0004342,PRD-FD02,BR0013,1529761.07,1.23,12,2022-12-28,2023-12-23,False,Active
FD0000861,CUS0006190,PRD-FD02,BR0039,2004305.17,3.12,12,2023-07-17,2024-07-11,False,Active
FD0000862,CUS0003274,PRD-FD02,BR0042,3463855.08,1.45,12,2025-04-13,2026-04-08,True,Active
FD0000863,CUS0005143,PRD-FD02,BR0036,556591.08,1.85,12,2022-02-26,2023-02-21,True,Active
FD0000864,CUS0008785,PRD-FD02,BR0050,3713229.2,3.12,12,2022-04-18,2023-04-13,True,Matured
FD0000865,CUS0000429,PRD-FD02,BR0049,4766878.97,1.62,12,2022-08-03,2023-07-29,True,Active
FD0000866,CUS0007441,PRD-FD03,BR0032,3670093.71,2.66,24,2025-04-02,2027-03-23,True,Active
FD0000867,CUS0004090,PRD-FD02,BR0022,544362.08,2.33,12,2023-12-27,2024-12-21,True,Active
FD0000868,CUS0009946,PRD-FD03,BR0020,3748505.91,3.09,24,2025-11-30,2027-11-20,True,Active
FD0000869,CUS0001804,PRD-FD03,BR0038,2024939.81,2.01,24,2025-01-25,2027-01-15,True,Active
FD0000870,CUS0003140,PRD-FD03,BR0033,2974373.01,2.54,24,2024-03-26,2026-03-16,True,Matured
FD0000871,CUS0006379,PRD-FD01,BR0003,1357022.14,2.76,6,2025-02-24,2025-08-23,False,Active
FD0000872,CUS0004446,PRD-FD03,BR0045,179471.69,3.15,24,2022-06-06,2024-05-26,True,Matured
FD0000873,CUS0003073,PRD-FD01,BR0047,1266041.83,3.0,6,2024-07-19,2025-01-15,True,Matured
FD0000874,CUS0002020,PRD-FD01,BR0002,2649288.81,1.36,6,2022-12-17,2023-06-15,False,Active
FD0000875,CUS0006782,PRD-FD01,BR0049,2392314.91,1.31,6,2023-07-22,2024-01-18,True,Active
FD0000876,CUS0006305,PRD-FD01,BR0038,4668696.18,1.62,6,2025-12-25,2026-06-23,False,Active
FD0000877,CUS0009423,PRD-FD01,BR0002,695839.72,3.06,6,2025-12-01,2026-05-30,False,Matured
FD0000878,CUS0009700,PRD-FD01,BR0040,4742930.96,1.65,6,2025-10-01,2026-03-30,True,Matured
FD0000879,CUS0003715,PRD-FD02,BR0036,4248334.32,2.12,12,2023-12-13,2024-12-07,True,Active
FD0000880,CUS0004639,PRD-FD01,BR0046,661243.99,3.2,6,2026-01-10,2026-07-09,True,Active
FD0000881,CUS0001502,PRD-FD03,BR0023,796422.08,1.65,24,2024-01-11,2025-12-31,True,Active
FD0000882,CUS0006242,PRD-FD03,BR0035,4321575.3,3.48,24,2024-10-06,2026-09-26,False,Matured
FD0000883,CUS0003936,PRD-FD02,BR0014,4003023.94,2.5,12,2024-07-07,2025-07-02,True,Active
