holding_id,customer_id,product_id,units_held,average_cost_thb,current_nav_thb,market_value_thb,as_of_date
INV0000588,CUS0001878,PRD-WL02,27133.2754,16.636,19.5377,530121.79,2026-05-01
INV0000589,CUS0009549,PRD-WL04,34383.8144,15.5706,15.2019,522699.31,2026-05-01
INV0000590,CUS0002557,PRD-WL01,37319.7244,22.3726,20.4657,763774.28,2026-05-01
INV0000591,CUS0000409,PRD-WL01,38530.4214,11.4749,10.1635,391603.94,2026-05-01
INV0000592,CUS0005227,PRD-WL03,5071.3832,17.5026,24.9332,126445.81,2026-05-01
INV0000593,CUS0009395,PRD-WL04,44643.3023,10.9712,11.0852,494879.93,2026-05-01
INV0000594,CUS0004170,PRD-WL04,31682.4203,29.9297,28.8172,912998.64,2026-05-01
INV0000595,CUS0005568,PRD-WL04,19994.446,26.4937,34.6583,692973.51,2026-05-01
INV0000596,CUS0005057,PRD-WL02,15345.5379,12.0136,13.2584,203457.28,2026-05-01
INV0000597,CUS0002073,PRD-WL02,7235.5065,15.795,15.1548,109652.65,2026-05-01
INV0000598,CUS0003843,PRD-WL03,2338.1851,34.0349,31.8148,74388.89,2026-05-01
INV0000599,CUS0001419,PRD-WL04,47536.9737,19.9706,17.2894,821885.75,2026-05-01
INV0000600,CUS0002422,PRD-WL04,6785.7969,12.2501,16.207,109977.41,2026-05-01
INV0000601,CUS0004511,PRD-WL02,12433.895,30.2476,33.5854,417597.34,2026-05-01
INV0000602,CUS0000496,PRD-WL01,47229.2343,7.8917,9.0485,427353.73,2026-05-01
INV0000603,CUS0002846,PRD-WL03,15135.4329,25.5476,25.4203,384747.24,2026-05-01
INV0000604,CUS0002529,PRD-WL01,13258.8749,30.6617,28.1419,373129.93,2026-05-01
INV0000605,CUS0005945,PRD-WL02,26795.7068,19.4557,18.8844,506020.85,2026-05-01
INV0000606,CUS0008514,PRD-WL04,32398.0813,18.8344,15.6982,508591.56,2026-05-01
INV0000607,CUS0006390,PRD-WL04,13294.427,15.7569,13.9128,184962.7,2026-05-01
INV0000608,CUS0007228,PRD-WL04,32504.6949,15.626,16.8214,546774.47,2026-05-01
INV0000609,CUS0005756,PRD-WL04,20872.1591,13.2622,11.1721,233185.85,2026-05-01
INV0000610,CUS0002247,PRD-WL02,16502.7648,12.014,11.9966,197977.07,2026-05-01
INV0000611,CUS0008220,PRD-WL02,38164.7393,20.2905,24.7479,944497.15,2026-05-01
INV0000612,CUS0004822,PRD-WL02,11141.5451,36.2374,34.6138,385651.21,2026-05-01
INV0000613,CUS0005972,PRD-WL04,22142.1749,21.5321,23.6952,524663.26,2026-05-01
INV0000614,CUS0005968,PRD-WL04,13613.9199,12.1765,13.7979,187843.51,2026-05-01
INV0000615,CUS0009240,PRD-WL04,20450.3071,23.1434,29.4339,601932.29,2026-05-01
INV0000616,CUS0005036,PRD-WL01,48903.838,32.9733,29.7238,1453607.9,2026-05-01
INV0000617,CUS0002870,PRD-WL04,18216.7496,19.6962,17.5438,319591.01,2026-05-01
INV0000618,CUS0003443,PRD-WL01,113.3362,35.3834,34.0176,3855.43,2026-05-01
INV0000619,CUS0000560,PRD-WL01,12100.3689,26.5952,30.5881,370127.29,2026-05-01
INV0000620,CUS0007553,PRD-WL02,5472.9658,14.5379,20.3353,111294.4,2026-05-01
INV0000621,CUS0006254,PRD-WL01,10712.2255,18.4215,15.5324,166386.57,2026-05-01
INV0000622,CUS0009387,PRD-WL03,35181.3197,22.0593,28.6594,1008275.51,2026-05-01
INV0000623,CUS0001211,PRD-WL03,48823.9567,23.4182,20.8186,1016446.42,2026-05-01
INV0000624,CUS0000860,PRD-WL01,24153.5684,29.8839,33.351,805545.66,2026-05-01
INV0000625,CUS0004838,PRD-WL04,25821.6586,22.109,26.1276,674657.97,2026-05-01
INV0000626,CUS0006584,PRD-WL01,44738.6875,6.9215,8.7429,391145.87,2026-05-01
INV0000627,CUS0006305,PRD-WL02,29775.8309,13.3074,17.898,532927.82,2026-05-01
INV0000628,CUS0001869,PRD-WL01,33681.0561,18.6292,24.0579,810295.48,2026-05-01
INV0000629,CUS0006913,PRD-WL02,5171.9493,18.5216,17.5547,90792.02,2026-05-01
INV0000630,CUS0002248,PRD-WL03,7939.3512,21.771,23.0278,182825.79,2026-05-01
INV0000631,CUS0008425,PRD-WL03,46523.1391,15.2732,17.7257,824655.21,2026-05-01
INV0000632,CUS0004286,PRD-WL04,36328.9783,15.4036,15.0822,547920.92,2026-05-01
INV0000633,CUS0002532,PRD-WL04,28776.0825,26.8394,23.5883,678778.87,2026-05-01
INV0000634,CUS0000297,PRD-WL04,13820.2785,10.2244,11.3624,157031.53,2026-05-01
INV0000635,CUS0004673,PRD-WL04,2659.1908,23.9903,27.9647,74363.47,2026-05-01
INV0000636,CUS0005832,PRD-WL01,42077.3584,22.9659,30.9051,1300404.97,2026-05-01
INV0000637,CUS0006970,PRD-WL01,18035.1544,14.593,17.0921,308258.66,2026-05-01
INV0000638,CUS0006762,PRD-WL03,17828.1198,17.6139,15.1487,270072.84,2026-05-01
INV0000639,CUS0000156,PRD-WL04,3088.3546,20.7783,22.7065,70125.72,2026-05-01
INV0000640,CUS0006224,PRD-WL03,28716.9633,33.7784,32.7367,940098.61,2026-05-01
INV0000641,CUS0003811,PRD-WL04,25253.5419,15.8921,20.6675,521927.58,2026-05-01
INV0000642,CUS0003119,PRD-WL01,41472.105,23.887,21.1025,875165.1,2026-05-01
INV0000643,CUS0009905,PRD-WL03,632.8134,29.0529,33.5023,21200.7,2026-05-01
INV0000644,CUS0008283,PRD-WL02,35491.257,14.3857,12.1319,430576.38,2026-05-01
INV0000645,CUS0005079,PRD-WL02,30987.6984,18.0583,20.7991,644516.24,2026-05-01
INV0000646,CUS0005833,PRD-WL02,36248.4885,15.7535,18.9019,685165.3,2026-05-01
INV0000647,CUS0009454,PRD-WL01,22304.1796,7.8227,8.7476,195108.04,2026-05-01
INV0000648,CUS0007480,PRD-WL04,30810.9294,37.0166,33.4759,1031423.59,2026-05-01
INV0000649,CUS0005111,PRD-WL01,14539.989,9.376,9.251,134509.44,2026-05-01
INV0000650,CUS0004618,PRD-WL02,30972.996,23.4775,24.2372,750698.7,2026-05-01
INV0000651,CUS0000864,PRD-WL03,16862.0187,27.9707,32.0982,541240.45,2026-05-01
INV0000652,CUS0001301,PRD-WL04,21382.3468,18.81,21.9736,469847.14,2026-05-01
INV0000653,CUS0001206,PRD-WL04,21584.9434,29.717,30.6263,661066.95,2026-05-01
INV0000654,CUS0007514,PRD-WL03,27668.1929,34.8844,31.7682,878968.69,2026-05-01
INV0000655,CUS0005123,PRD-WL02,21249.3723,21.4999,27.8932,592712.99,2026-05-01
INV0000656,CUS0005308,PRD-WL04,13761.3653,22.7189,29.3441,403814.88,2026-05-01
INV0000657,CUS0008594,PRD-WL01,28726.8614,14.0331,17.1725,493312.03,2026-05-01
INV0000658,CUS0006610,PRD-WL03,29142.5497,21.0899,21.0681,613978.15,2026-05-01
INV0000659,CUS0001293,PRD-WL01,20435.2321,24.6608,31.189,637354.45,2026-05-01
INV0000660,CUS0009786,PRD-WL04,35055.4053,22.2832,20.7899,728798.37,2026-05-01
INV0000661,CUS0008656,PRD-WL04,3016.054,22.7336,19.1239,57678.72,2026-05-01
INV0000662,CUS0000868,PRD-WL04,44734.0812,13.6402,14.8958,666349.93,2026-05-01
INV0000663,CUS0004968,PRD-WL01,2299.5584,34.8445,29.5722,68003.0,2026-05-01
INV0000664,CUS0003170,PRD-WL01,21387.3089,19.3537,17.6618,377738.37,2026-05-01
INV0000665,CUS0000460,PRD-WL03,49586.8796,17.5124,15.4507,766152.0,2026-05-01
INV0000666,CUS0009734,PRD-WL02,14286.6784,35.522,31.3103,447320.19,2026-05-01
INV0000667,CUS0005406,PRD-WL03,37424.8766,36.1171,33.5773,1256626.31,2026-05-01
INV0000668,CUS0008125,PRD-WL02,37142.7172,10.6189,14.7901,549344.5,2026-05-01
INV0000669,CUS0009043,PRD-WL02,14423.6961,27.7634,32.3853,467115.73,2026-05-01
INV0000670,CUS0000987,PRD-WL03,35746.5791,21.3605,29.357,1049412.32,2026-05-01
INV0000671,CUS0009247,PRD-WL03,5458.0674,16.6625,23.2742,127032.15,2026-05-01
INV0000672,CUS0000233,PRD-WL04,18888.1161,25.454,25.1292,474643.25,2026-05-01
INV0000673,CUS0000127,PRD-WL02,28522.9297,21.7757,28.3923,809831.58,2026-05-01
INV0000674,CUS0001581,PRD-WL04,27583.824,22.3232,23.3579,644300.2,2026-05-01
INV0000675,CUS0001778,PRD-WL03,9248.3697,11.4168,14.81,136968.36,2026-05-01
INV0000676,CUS0002129,PRD-WL03,16269.1631,32.6869,29.5946,481479.37,2026-05-01
INV0000677,CUS0008480,PRD-WL01,46379.3232,14.408,13.8727,643406.44,2026-05-01
INV0000678,CUS0002001,PRD-WL01,6955.0306,20.8129,24.546,170718.18,2026-05-01
INV0000679,CUS0003836,PRD-WL03,25759.484,6.7125,8.8701,228489.2,2026-05-01
INV0000680,CUS0004399,PRD-WL03,23973.2317,31.6694,32.8208,786820.64,2026-05-01
INV0000681,CUS0003774,PRD-WL03,562.166,13.5748,14.0402,7892.92,2026-05-01
INV0000682,CUS0005651,PRD-WL02,13141.9914,7.5859,9.3811,123286.34,2026-05-01
INV0000683,CUS0009914,PRD-WL03,9383.0319,10.0292,13.3761,125508.37,2026-05-01
INV0000684,CUS0005378,PRD-WL02,46095.1384,27.8615,31.732,1462690.93,2026-05-01
INV0000685,CUS0006384,PRD-WL04,38624.6636,32.8507,28.7592,1110814.43,2026-05-01
INV0000686,CUS0000381,PRD-WL02,8812.7239,27.0554,32.0925,282822.34,2026-05-01
INV0000687,CUS0003259,PRD-WL03,19998.3154,18.924,22.3702,447366.32,2026-05-01
INV0000688,CUS0006971,PRD-WL04,9486.6961,18.9472,24.2668,230211.76,2026-05-01
INV0000689,CUS0006298,PRD-WL01,37217.2519,16.9502,16.9428,630564.46,2026-05-01
INV0000690,CUS0009998,PRD-WL04,46682.7114,26.8,22.7544,1062237.09,2026-05-01
INV0000691,CUS0005574,PRD-WL01,43723.4102,18.4822,16.8381,736219.15,2026-05-01
INV0000692,CUS0005644,PRD-WL03,30300.8098,32.1682,32.3721,980900.84,2026-05-01
INV0000693,CUS0009666,PRD-WL04,33367.3008,21.8017,20.5659,686228.57,2026-05-01
INV0000694,CUS0003118,PRD-WL02,39039.8952,18.4952,15.6307,610220.89,2026-05-01
INV0000695,CUS0001894,PRD-WL02,7195.4273,31.0485,26.3837,189842.0,2026-05-01
INV0000696,CUS0008633,PRD-WL03,4515.3737,18.7975,24.2849,109655.4,2026-05-01
INV0000697,CUS0000202,PRD-WL04,13465.0256,14.4206,17.6961,238278.44,2026-05-01
INV0000698,CUS0000369,PRD-WL01,24966.3912,20.7287,28.1347,702421.93,2026-05-01
INV0000699,CUS0007722,PRD-WL04,41844.9963,18.2889,20.8462,872309.16,2026-05-01
INV0000700,CUS0002847,PRD-WL04,19491.5181,13.3566,11.9451,232828.13,2026-05-01
INV0000701,CUS0005450,PRD-WL01,28001.972,21.7554,25.9686,727172.01,2026-05-01
INV0000702,CUS0000778,PRD-WL01,16276.9327,14.4764,15.3099,249198.21,2026-05-01
INV0000703,CUS0007546,PRD-WL04,12819.9117,11.8647,13.5275,173421.36,2026-05-01
INV0000704,CUS0001172,PRD-WL02,25064.3121,19.2251,21.1851,530989.96,2026-05-01
INV0000705,CUS0004436,PRD-WL03,45374.1147,11.8932,16.7553,760256.9,2026-05-01
INV0000706,CUS0000446,PRD-WL02,38892.0989,33.6556,34.399,1337849.31,2026-05-01
INV0000707,CUS0006199,PRD-WL01,1006.2113,9.7962,9.0229,9078.94,2026-05-01
INV0000708,CUS0001958,PRD-WL03,14203.9428,15.7245,13.7955,195950.49,2026-05-01
INV0000709,CUS0009639,PRD-WL02,29334.0316,39.0468,33.6215,986254.14,2026-05-01
INV0000710,CUS0000036,PRD-WL02,16990.1655,10.967,10.477,178005.96,2026-05-01
INV0000711,CUS0001317,PRD-WL02,40580.2177,36.5783,30.7693,1248624.89,2026-05-01
INV0000712,CUS0003956,PRD-WL02,48616.873,14.4182,20.0525,974889.85,2026-05-01
INV0000713,CUS0001803,PRD-WL03,9762.8019,17.8431,19.8444,193736.95,2026-05-01
INV0000714,CUS0000093,PRD-WL01,49871.2977,12.1474,11.3932,568193.67,2026-05-01
INV0000715,CUS0001920,PRD-WL01,12438.3475,20.9286,23.5246,292607.15,2026-05-01
INV0000716,CUS0009091,PRD-WL02,17415.2473,32.1344,34.5513,601719.43,2026-05-01
INV0000717,CUS0000119,PRD-WL02,45573.6025,13.1336,11.9118,542863.64,2026-05-01
INV0000718,CUS0003058,PRD-WL01,32506.3969,22.808,22.0494,716746.55,2026-05-01
INV0000719,CUS0006523,PRD-WL04,20839.992,20.8688,26.5281,552845.39,2026-05-01
INV0000720,CUS0008228,PRD-WL03,46336.2722,30.0596,33.2755,1541862.63,2026-05-01
INV0000721,CUS0004238,PRD-WL03,24226.6413,11.4733,10.5656,255969.0,2026-05-01
INV0000722,CUS0003882,PRD-WL01,26520.7254,8.1578,10.228,271253.98,2026-05-01
INV0000723,CUS0003153,PRD-WL02,48140.2665,12.8977,12.4187,597839.53,2026-05-01
INV0000724,CUS0008891,PRD-WL03,22903.4257,28.4822,26.0261,596086.85,2026-05-01
INV0000725,CUS0002983,PRD-WL03,26369.3559,27.9256,25.634,675952.07,2026-05-01
INV0000726,CUS0007865,PRD-WL01,21972.628,18.7474,25.19,553490.5,2026-05-01
INV0000727,CUS0003226,PRD-WL02,49831.6429,26.5291,28.7507,1432694.62,2026-05-01
INV0000728,CUS0008163,PRD-WL03,49322.6296,36.2446,33.6804,1661205.89,2026-05-01
INV0000729,CUS0007383,PRD-WL01,40823.3629,27.201,33.5527,1369734.05,2026-05-01
INV0000730,CUS0002635,PRD-WL04,38155.0958,10.3692,9.4416,360245.15,2026-05-01
INV0000731,CUS0009573,PRD-WL03,44089.4308,39.4369,34.4886,1520582.74,2026-05-01
INV0000732,CUS0001630,PRD-WL01,13537.8114,18.499,21.4873,290891.01,2026-05-01
INV0000733,CUS0009963,PRD-WL01,30185.6215,7.4163,8.685,262162.12,2026-05-01
INV0000734,CUS0006253,PRD-WL04,20719.4842,34.8624,31.4372,651362.57,2026-05-01
INV0000735,CUS0009490,PRD-WL01,20064.3198,17.4978,20.3321,407949.76,2026-05-01
INV0000736,CUS0006024,PRD-WL01,37167.7869,23.059,23.5353,874755.02,2026-05-01
INV0000737,CUS0002076,PRD-WL01,38591.7445,12.3618,14.5089,559923.76,2026-05-01
INV0000738,CUS0006727,PRD-WL03,31084.8678,9.7855,13.5015,419692.34,2026-05-01
INV0000739,CUS0001008,PRD-WL01,49444.7133,35.1144,33.6968,1666128.62,2026-05-01
INV0000740,CUS0004601,PRD-WL01,2713.1005,28.5148,29.4003,79765.97,2026-05-01
INV0000741,CUS0006910,PRD-WL01,1108.8812,18.3941,20.7791,23041.55,2026-05-01
INV0000742,CUS0002835,PRD-WL02,36180.1631,13.8299,13.4363,486127.53,2026-05-01
INV0000743,CUS0005742,PRD-WL01,11745.1075,21.0465,19.3912,227751.73,2026-05-01
INV0000744,CUS0008615,PRD-WL02,20546.1391,26.3539,29.6223,608623.9,2026-05-01
INV0000745,CUS0000437,PRD-WL03,11707.0265,21.7515,30.6744,359106.01,2026-05-01
INV0000746,CUS0003912,PRD-WL03,19200.4083,23.0391,21.0927,404988.45,2026-05-01
INV0000747,CUS0004103,PRD-WL02,18447.4061,21.2706,19.6021,361607.9,2026-05-01
INV0000748,CUS0007378,PRD-WL03,521.9324,20.6813,17.5904,9181.0,2026-05-01
INV0000749,CUS0004872,PRD-WL04,11583.4874,37.6095,34.1274,395314.31,2026-05-01
INV0000750,CUS0006442,PRD-WL01,4038.2103,14.6991,17.2321,69586.84,2026-05-01
INV0000751,CUS0008720,PRD-WL04,18398.0613,9.4054,11.7598,216357.52,2026-05-01
INV0000752,CUS0004096,PRD-WL03,16021.6075,15.1387,20.9841,336199.01,2026-05-01
INV0000753,CUS0004667,PRD-WL04,44490.0426,31.7102,30.7477,1367966.48,2026-05-01
INV0000754,CUS0002515,PRD-WL03,48794.9849,17.0192,14.705,717530.25,2026-05-01
INV0000755,CUS0000028,PRD-WL01,6356.0797,19.3405,24.259,154192.14,2026-05-01
INV0000756,CUS0003244,PRD-WL02,26344.0568,21.6589,19.4865,513353.46,2026-05-01
INV0000757,CUS0003251,PRD-WL03,8414.8356,12.0191,15.1563,127537.77,2026-05-01
INV0000758,CUS0007674,PRD-WL03,22892.5856,32.0119,33.6722,770843.72,2026-05-01
INV0000759,CUS0005198,PRD-WL01,13935.8787,24.1071,25.605,356828.17,2026-05-01
INV0000760,CUS0006761,PRD-WL02,23940.3986,16.6029,22.4937,538508.14,2026-05-01
INV0000761,CUS0005074,PRD-WL01,23455.594,35.171,31.9883,750304.58,2026-05-01
INV0000762,CUS0007985,PRD-WL04,17204.4187,21.4622,18.0511,310558.68,2026-05-01
INV0000763,CUS0001863,PRD-WL04,39899.6664,32.6563,27.9712,1116041.55,2026-05-01
INV0000764,CUS0007171,PRD-WL02,1249.5349,12.4509,11.1675,13954.18,2026-05-01
INV0000765,CUS0005500,PRD-WL01,18375.7781,27.2926,32.415,595650.85,2026-05-01
INV0000766,CUS0007749,PRD-WL02,38650.4331,29.8912,29.8558,1153939.6,2026-05-01
INV0000767,CUS0003790,PRD-WL02,49091.8221,22.071,27.8082,1365155.21,2026-05-01
INV0000768,CUS0002369,PRD-WL03,19146.3324,21.1039,22.787,436287.48,2026-05-01
INV0000769,CUS0007540,PRD-WL01,41352.4582,7.5476,9.496,392682.94,2026-05-01
INV0000770,CUS0003194,PRD-WL02,44201.3232,14.5112,12.795,565555.93,2026-05-01
INV0000771,CUS0001394,PRD-WL03,20931.0853,28.7645,34.9023,730543.02,2026-05-01
INV0000772,CUS0001445,PRD-WL04,34064.0813,18.9605,20.6286,702694.31,2026-05-01
INV0000773,CUS0005916,PRD-WL02,19292.4415,27.0876,24.8461,479341.93,2026-05-01
INV0000774,CUS0007854,PRD-WL01,48842.9266,11.9746,14.0262,685080.66,2026-05-01
INV0000775,CUS0008548,PRD-WL04,31466.7434,23.5781,24.2005,761510.92,2026-05-01
INV0000776,CUS0000215,PRD-WL04,445.8137,23.5165,29.2486,13039.43,2026-05-01
INV0000777,CUS0009487,PRD-WL01,16583.6354,26.9082,28.3823,470681.72,2026-05-01
INV0000778,CUS0006441,PRD-WL04,7545.1888,12.7907,12.2946,92765.08,2026-05-01
INV0000779,CUS0005708,PRD-WL02,9185.7913,13.8726,15.7066,144277.55,2026-05-01
INV0000780,CUS0001807,PRD-WL02,7202.6885,12.6935,16.1702,116468.91,2026-05-01
INV0000781,CUS0000077,PRD-WL02,24715.9774,12.2121,17.4142,430408.97,2026-05-01
INV0000782,CUS0006722,PRD-WL03,48520.4195,18.257,19.3171,937273.8,2026-05-01
INV0000783,CUS0008726,PRD-WL01,21512.4408,31.7618,31.4112,675731.58,2026-05-01
INV0000784,CUS0004956,PRD-WL02,27445.0037,24.2828,29.1912,801152.59,2026-05-01
INV0000785,CUS0005478,PRD-WL01,27770.8902,6.3204,8.8905,246897.1,2026-05-01
INV0000786,CUS0009355,PRD-WL03,19027.6888,27.5157,27.1967,517490.34,2026-05-01
INV0000787,CUS0005893,PRD-WL01,34887.2657,11.8743,10.7279,374267.1,2026-05-01
INV0000788,CUS0000196,PRD-WL03,45954.8657,19.0903,21.5612,990842.05,2026-05-01
INV0000789,CUS0009371,PRD-WL04,5473.6522,6.3699,8.4673,46347.06,2026-05-01
INV0000790,CUS0002796,PRD-WL01,6991.1259,35.9723,33.6296,235108.77,2026-05-01
INV0000791,CUS0001006,PRD-WL02,2117.4215,23.4699,30.766,65144.59,2026-05-01
INV0000792,CUS0006280,PRD-WL02,18025.1457,11.4887,14.1541,255129.71,2026-05-01
INV0000793,CUS0007744,PRD-WL04,15991.2628,21.0046,27.3721,437714.44,2026-05-01
INV0000794,CUS0007521,PRD-WL03,10201.1962,27.1667,27.5272,280810.37,2026-05-01
INV0000795,CUS0002936,PRD-WL03,41929.4288,13.0106,18.2195,763933.23,2026-05-01
INV0000796,CUS0001648,PRD-WL04,9960.0349,26.1386,23.9412,238455.19,2026-05-01
INV0000797,CUS0003623,PRD-WL04,8481.2179,19.1688,20.2783,171984.68,2026-05-01
INV0000798,CUS0001738,PRD-WL03,15746.911,7.4604,8.0577,126883.88,2026-05-01
INV0000799,CUS0005099,PRD-WL03,19096.2803,19.2156,18.4432,352196.52,2026-05-01
INV0000800,CUS0006703,PRD-WL04,2256.469,24.897,29.4731,66505.14,2026-05-01
INV0000801,CUS0004579,PRD-WL04,15883.0114,24.0934,30.5186,484727.27,2026-05-01
INV0000802,CUS0000857,PRD-WL03,34736.4924,20.7879,28.6115,993863.15,2026-05-01
INV0000803,CUS0006431,PRD-WL02,15188.8665,20.5483,20.5478,312097.79,2026-05-01
INV0000804,CUS0006087,PRD-WL01,4923.9689,25.2397,26.2969,129485.12,2026-05-01
INV0000805,CUS0005955,PRD-WL01,14251.4311,26.5179,23.2844,331836.02,2026-05-01
INV0000806,CUS0003318,PRD-WL01,26054.1912,30.6693,30.684,799446.8,2026-05-01
INV0000807,CUS0006414,PRD-WL04,22372.3774,15.952,21.8517,488874.48,2026-05-01
INV0000808,CUS0004465,PRD-WL02,19328.359,21.7243,30.3315,586258.12,2026-05-01
INV0000809,CUS0004174,PRD-WL03,44781.1707,8.1432,10.2123,457318.75,2026-05-01
INV0000810,CUS0001244,PRD-WL02,19006.5729,25.528,23.239,441693.75,2026-05-01
INV0000811,CUS0000125,PRD-WL02,17624.0187,19.1097,16.8378,296749.7,2026-05-01
INV0000812,CUS0004503,PRD-WL04,46639.7448,32.8254,29.1984,1361805.92,2026-05-01
INV0000813,CUS0006873,PRD-WL04,23659.8991,10.1861,8.5134,201426.18,2026-05-01
INV0000814,CUS0002641,PRD-WL03,17891.4109,22.0646,20.7112,370552.59,2026-05-01
INV0000815,CUS0000976,PRD-WL03,16546.6639,30.5116,30.8289,510115.45,2026-05-01
INV0000816,CUS0001593,PRD-WL03,38324.4883,36.2266,32.8556,1259174.06,2026-05-01
INV0000817,CUS0000066,PRD-WL02,14059.1371,22.226,22.8536,321301.9,2026-05-01
INV0000818,CUS0004297,PRD-WL01,36989.9703,17.0498,16.4398,608107.71,2026-05-01
INV0000819,CUS0009054,PRD-WL02,5945.821,11.584,10.0504,59757.88,2026-05-01
INV0000820,CUS0000158,PRD-WL03,40950.6228,14.0105,14.24,583136.87,2026-05-01
INV0000821,CUS0004600,PRD-WL03,37436.9347,17.2995,21.2931,797148.39,2026-05-01
INV0000822,CUS0004901,PRD-WL02,27437.3358,14.9773,15.5336,426200.6,2026-05-01
INV0000823,CUS0002965,PRD-WL03,30219.2094,12.8162,16.9789,513088.93,2026-05-01
INV0000824,CUS0006361,PRD-WL01,48558.6009,11.4622,15.5082,753056.49,2026-05-01
INV0000825,CUS0004163,PRD-WL04,20097.0824,12.536,13.0412,262090.07,2026-05-01
INV0000826,CUS0003671,PRD-WL04,2268.0233,8.7351,10.2794,23313.92,2026-05-01
INV0000827,CUS0002743,PRD-WL03,11612.0511,22.318,24.7772,287714.11,2026-05-01
INV0000828,CUS0002277,PRD-WL01,9905.2703,37.2902,31.616,313165.03,2026-05-01
INV0000829,CUS0004306,PRD-WL01,11222.5832,23.9501,23.4919,263639.8,2026-05-01
INV0000830,CUS0008750,PRD-WL03,19054.0396,22.822,21.9536,418304.76,2026-05-01
INV0000831,CUS0002327,PRD-WL02,44303.3442,9.1741,8.5771,379994.21,2026-05-01
INV0000832,CUS0000240,PRD-WL02,3397.4175,6.4877,9.1728,31163.83,2026-05-01
INV0000833,CUS0008826,PRD-WL03,22540.7793,12.6041,13.5387,305172.85,2026-05-01
INV0000834,CUS0001648,PRD-WL02,23225.1648,9.8875,8.3607,194178.64,2026-05-01
INV0000835,CUS0009129,PRD-WL03,11039.7767,27.3102,24.9622,275577.11,2026-05-01
INV0000836,CUS0005556,PRD-WL04,30330.6285,23.8437,30.5827,927592.51,2026-05-01
INV0000837,CUS0002988,PRD-WL01,32913.1527,27.9968,24.3111,800154.95,2026-05-01
INV0000838,CUS0006787,PRD-WL01,25462.2188,32.2766,33.576,854919.46,2026-05-01
INV0000839,CUS0006309,PRD-WL04,47849.8181,21.5222,24.6002,1177115.1,2026-05-01
INV0000840,CUS0006612,PRD-WL03,39350.0854,27.6341,34.691,1365093.81,2026-05-01
INV0000841,CUS0007418,PRD-WL03,27102.1889,6.2966,8.5169,230826.63,2026-05-01
INV0000842,CUS0006635,PRD-WL02,43231.9791,22.2383,29.4606,1273640.04,2026-05-01
INV0000843,CUS0006770,PRD-WL02,24282.5372,25.1283,27.8611,676538.2,2026-05-01
INV0000844,CUS0001424,PRD-WL03,1106.5463,6.0366,8.2796,9161.76,2026-05-01
INV0000845,CUS0002770,PRD-WL02,9023.7658,17.7088,15.2725,137815.46,2026-05-01
INV0000846,CUS0009674,PRD-WL03,43886.5328,21.4397,20.3348,892423.87,2026-05-01
INV0000847,CUS0008366,PRD-WL03,32620.7727,18.3057,20.7286,676182.95,2026-05-01
INV0000848,CUS0004287,PRD-WL04,27248.1093,25.2008,31.9246,869884.99,2026-05-01
INV0000849,CUS0007278,PRD-WL04,14898.0059,24.8062,26.2396,390917.72,2026-05-01
INV0000850,CUS0009236,PRD-WL04,3357.6941,29.2882,33.8398,113623.7,2026-05-01
INV0000851,CUS0003491,PRD-WL04,20730.69,8.8701,11.2286,232776.63,2026-05-01
INV0000852,CUS0008210,PRD-WL01,4829.3398,17.957,15.4661,74691.05,2026-05-01
INV0000853,CUS0001498,PRD-WL04,46116.8192,10.9654,15.2639,703922.52,2026-05-01
INV0000854,CUS0008306,PRD-WL03,9713.8574,33.7838,31.7595,308507.25,2026-05-01
INV0000855,CUS0000460,PRD-WL02,21493.9664,22.4083,23.6742,508852.46,2026-05-01
INV0000856,CUS0006648,PRD-WL03,46157.1081,16.1774,21.909,1011256.08,2026-05-01
INV0000857,CUS0009300,PRD-WL01,11646.6977,36.4531,33.2695,387479.81,2026-05-01
INV0000858,CUS0007597,PRD-WL03,21852.5166,30.6929,34.8834,762290.08,2026-05-01
INV0000859,CUS0002931,PRD-WL04,18108.8341,8.1814,10.4151,188605.32,2026-05-01
INV0000860,CUS0000689,PRD-WL03,24505.6231,10.5759,9.262,226971.08,2026-05-01
INV0000861,CUS0008337,PRD-WL03,13008.4389,20.0519,21.7256,282616.14,2026-05-01
INV0000862,CUS0002963,PRD-WL03,40514.988,14.4157,14.9341,605054.88,2026-05-01
INV0000863,CUS0003476,PRD-WL02,30443.4133,27.4564,28.6722,872879.63,2026-05-01
INV0000864,CUS0000744,PRD-WL02,3660.9719,12.5284,13.8251,50613.3,2026-05-01
INV0000865,CUS0008797,PRD-WL01,36967.8683,25.0699,27.0348,999418.93,2026-05-01
INV0000866,CUS0003403,PRD-WL03,10559.5715,23.5328,27.7757,293299.49,2026-05-01
INV0000867,CUS0002790,PRD-WL01,41395.4428,11.3216,11.4927,475745.41,2026-05-01
INV0000868,CUS0002294,PRD-WL01,30373.9181,34.9324,30.9098,938851.73,2026-05-01
INV0000869,CUS0001402,PRD-WL01,1961.7811,28.4343,33.221,65172.33,2026-05-01
INV0000870,CUS0002286,PRD-WL01,11289.7151,32.9824,29.5964,334134.92,2026-05-01
INV0000871,CUS0003973,PRD-WL03,19143.0271,14.9935,19.159,366761.26,2026-05-01
INV0000872,CUS0009406,PRD-WL02,17529.9308,12.158,10.8279,189812.34,2026-05-01
INV0000873,CUS0006707,PRD-WL04,48564.4046,8.4773,9.7938,475630.07,2026-05-01
